აღებაც	აღებ აც
დედა	დედ ა
ჯირკვლების	ჯირკვლ ების
თავადური	თავად ური
სახელსაც	სახელ საც
აგენტს	აგენტ ს
სტორმ	სტორ მ
მოსინჯა	მო სინჯ ა
უზრუნველყონ	უზრუნველყ ონ
ნახტომი	ნახტომ ი
ტობი	ტობ ი
მემკვიდრეობის	მემკვიდრეობ ის
დეკორირებული	დეკორ ირებ ული
ჭოჭიანის	ჭოჭიან ის
ბირმინგემში	ბირმინგემ ში
დაასაფლავეს	და ა სა ფლავ ეს
სიები	სი ები
კატალონიურ	კატალონი ურ
მუშავდება	მუშავ დ ება
მაქსიმუსის	მაქსიმ უ ს ის
ათასმა	ათას მა
დასაზვერად	და სა ზვერ ად
დაუმთავრებელი	და უ მთავრებელ ი
მაიონეზს	მა იონეზ ს
რესტორანი	რესტორან ი
სათოფურია	სა თოფურ ია
სიტუაციის	სი ტუაცი ის
ფსიქოდელიურ	ფსიქოდელ ი ურ
სამცხე	სამცხ ე
მოხატულობა	მო ხატულ ობ ა
ნაშრომთა	ნაშრომ თა
სამნიუმში	სა მ ნიუმ ში
შედგენა	შე დგენ ა
ჟინვალი	ჟინვალ ი
ანა	ან ა
საფლავის	სა ფლავ ის
წევრებიც	წევრ ები ც
ამისათვის	ამ ისა თვის
ბალანსი	ბალანს ი
ემბიენტური	ემბიენტ ური
მასიური	მასიურ ი
გლადიატორი	გლადიატორ ი
კირიბატის	კირიბატ ის
ლიცენზიას	ლიცენზი ას
ძალთა	ძალ თა
დაიფარა	და იფარ ა
ლუჩანო	ლუჩან ო
დროდადრო	დრო დადრო
კანიბალიზმი	კანიბალ იზმ ი
მოქანდაკის	მოქანდაკ ის
პატრიოტულ	პატრიოტ ულ
მშობიარობა	მშობიარ ობ ა
განმარტოებულ	განმარტო ებულ
ავსტრიელთა	ავსტრიელ თა
ათასამდე	ათას ამდე
აჰმადის	აჰმად ის
დღიდან	დღ იდან
ნახევარდღეღამური	ნახევარ დღეღამ ური
მოქმედებისთვის	მოქმედ ების თვის
ადგილისათვის	ადგილ ისა თვის
ჯოხით	ჯოხ ით
დააყოვნა	და ა ყოვნ ა
დასახელებიდან	დასახელ ებ იდან
ფაშისტურმა	ფაშისტ ურმ ა
მოგონებანი	მო გონებ ანი
ვახტანგ	ვახტანგ
გაეგრძელებინათ	გა ე გრძელ ები ნათ
მტრებს	მტრ ებს
სარეველა	სა რეველ ა
შეუყვარდა	შე უყვარ და
შეიფარა	შე იფარ ა
ალპებთან	ალპ ებთან
მორჩილებას	მორჩილებ ა ს
ზალპური	ზ ალპ ური
თეორიას	თეორი ას
იმიტომ	იმიტ ომ
ტრანსპორტისთვის	ტრანსპორტ ის თვის
სოლოებით	სოლო ებ ით
ჰერმანი	ჰერმან ი
პოსტჰემორაგიული	პოსტ ჰემორაგ ი ული
ხელისუფალნი	ხელისუფალ ნი
კონტრაქტი	კონტრაქტ ი
მოწინააღმდეგეებმა	მო წინააღმდეგე ებ მა
ზუგდიდში	ზუგდიდ ში
ტაკელოტ	ტაკელოტ
ორგანიზაციასთან	ორგანიზაცი ას თან
პრინციპებს	პრინციპ ებს
თავისუფალი	თავისუფალ ი
პალეოლოგოსის	პალეოლოგ ო ს ის
მარჯნის	მარჯნ ის
დასაბრუნებლად	და სა ბრუნ ებლ ად
თაღები	თაღ ები
სამეურნეო	სა მეურნე ო
კომპოზიციებით	კომპოზიცი ებ ით
წინამძღვარს	წინამძღვარ ს
ვალს	ვალ ს
ბრძანებებს	ბრძანებ ებს
ლოცვები	ლოცვ ები
პარლამენტს	პარლამენტ ს
თავშესაფრის	თავ შე საფრ ის
სექტემბრისთვის	სექტემბრ ის თვის
ხაზგასასმელად	ხაზ გა სა სმელ ად
იყოფოდა	იყოფ ო და
განუხრელად	გან უხრ ელ ად
ბორბლიანი	ბორბლ იან ი
წევის	წევ ის
ტელევიზიაში	ტელევიზი აში
ტურნირებს	ტურნირ ებს
ეკლესიური	ეკლესი ური
ადრიანა	ადრიან ა
დიახ	დიახ
სირიუსის	სირი უ ს ის
ეგზოპლანეტის	ე გზოპლანეტ ის
იდეებმა	იდე ებ მა
წარმოებული	წარმოებ ული
ანაპის	ანაპ ის
გამარჯვებისა	გა მარჯვებ ის ა
მუნდურუკუს	მუნდურუკ უს
კვირამდე	კვირ ამდე
ტერმინს	ტერმინ ს
სიმონმა	სიმონ მა
ასლებს	ასლ ებს
ფედერაციაში	ფედერაცი აში
კრახი	კრახ ი
კვლევებს	კვლევ ებს
გადაცემულ	გადაცემ ულ
სეგუნდა	სე გუნდ ა
ცნებების	ცნებ ების
მოახდინოს	მოახდინ ო ს
კვირიკეს	კვირიკ ეს
სიზმარს	სიზმარ ს
ნაწარმოებთა	ნა წარმოებ თა
დამძიმდა	და მძიმ და
ბურთი	ბურთ ი
ახლოსაა	ახლო საა
ძვალი	ძვალ ი
ავტორის	ავტორ ის
მაგივრობას	მაგივრ ობ ას
მაკა	მაკ ა
ბოროტმა	ბოროტ მა
ჰგავდნენ	ჰგავ დნენ
ორთოგრაფია	ორთოგრაფი ა
მოიშალა	მო იშალ ა
ჯვრისწერის	ჯვრისწერ ის
ელემენტებსაც	ელემენტ ებს აც
კვიპროსელ	კვიპროს ელ
მონიტორები	მონიტორ ები
იკვლევენ	ი კვლევ ენ
ფრენის	ფრენ ის
გზებით	გზ ებ ით
იქნება	იქნებ ა
პასუხს	პასუხ ს
დაარბია	და არბი ა
სევდიანი	სევდ იან ი
არსანიშნავია	არ სა ნიშნავ ია
კასტრომ	კასტრო მ
უმცირესობა	უმცირეს ობ ა
ფონად	ფონ ად
ჯალალედინმა	ჯალალედინ მა
დედამ	დედ ამ
გერი	გერი
რაინი	რაინ ი
ტაქსები	ტაქს ები
საბჭოელები	საბჭო ელ ები
ბაქრაძეს	ბაქრაძ ეს
დაეწერა	და ეწერ ა
მხედველობის	მხედველობ ის
თვითმმართველობაში	თვით მმართველ ობ აში
ხარისხის	ხარისხ ის
არარსებული	არარსებ ული
ენტროპია	ენტროპ ია
ერთდროულად	ერთდრო ულ ად
სათამაშო	სა თამაშ ო
ბოძებული	ბოძ ებ ული
მარილიანი	მარილ იან ი
მეთაურობას	მეთაურ ობ ას
დემოკრატიული	დემოკრატი ული
ელოდებოდნენ	ელოდ ებოდნენ
სამცხეს	სამცხ ეს
დანადგარებით	დანადგარ ებ ით
ქვეყნებს	ქვეყნ ებს
მილანთან	მილან თან
გამოკვლევების	გამო კვლევ ების
შემსწავლელ	შემსწავლელ
დისკრიმინაციას	დისკრი მი ნა ცი ას
რესპუბლიკელები	რესპუბლიკელებ ი
სიტყვაა	სიტყვ ა ა
იყრიდნენ	იყრ ი დნენ
სტატიას	სტატი ას
გახსნამდე	გახსნ ამდე
მედალს	მედალ ს
ძალაა	ძალ ა ა
ბენიტო	ბენიტ ო
პლანტაციებში	პლანტაცი ებ ში
მაგალითდ	მა გალით დ
ტურიზმის	ტურიზმ ის
ჩანასახი	ჩანასახ ი
შეძენილი	შეძენ ი ლი
სვეტს	სვეტ ს
დროსაა	დრო საა
პარადოქსის	პარადოქს ის
ნოემბრამდე	ნოემბრ ამდე
მაქსიმუმის	მა ქსიმუმ ის
წაიკითხეს	წაიკითხ ეს
გარანტიას	გარანტი ა ს
მაიმუნის	მაიმუნ ის
არქიტრავით	არქიტრავ ით
სამაგიდო	სა მაგიდ ო
სახაკანოს	სახაკან ო ს
გადაინაცვლეს	გადა ინაცვლ ეს
ისევე	ისევ ე
მმართველის	მმართველ ის
გამოიხატა	გამო იხატ ა
გაცვლას	გაცვლ ას
გასროლით	გა სროლ ით
ვარჯიშობს	ვარჯიშ ობს
ქმარი	ქმარ ი
ესეთი	ესეთ ი
გამოვლინების	გა მო ვლინებ ის
მილაკების	მილაკ ების
თესლი	თესლ ი
ეჭვები	ეჭვ ები
მიმართვას	მი მართვ ას
საქმიანობები	საქმიანობ ები
ნორმატიულ	ნორმატიულ
ვებგვერდზე	ვებგვერდ ზე
ამცირებს	ამცირ ებს
ბლუზს	ბლუზ ს
დაზიანებული	და ზიან ებ ული
მნახველებისთვის	მნახველ ების თვის
ეპისკოპოსობა	ეპისკოპოს ობ ა
ნეაპოლში	ნეაპოლ ში
ჟურნალისტის	ჟურნალისტ ის
კოლონიების	კოლონი ების
ბოდენის	ბოდენ ის
ოსტატურად	ოსტატ ურ ად
ჯაყელი	ჯაყელ ი
სიუ	ს ი უ
ნასაუ	ნასაუ
უფლებამოსილია	უფლებ ა მო სი ლ ია
ტერორისტი	ტერორისტ ი
სატირულ	სატირ ულ
ვალდებულია	ვალდებულ ია
უპირატესობით	უპირატესობ ით
პროტონები	პროტონ ები
ტომით	ტომ ით
მეფისადმი	მეფ ის ად მი
რძეს	რძე ს
წლამდელთა	წლამდ ელ თა
ეყოლათ	ეყოლ ათ
პროცესებისა	პროცეს ების ა
შოკი	შოკ ი
გამოსაშვები	გამო სა შვებ ი
ლუქსემბურგში	ლუქსემბურგ ში
აღიარებაზე	აღიარ ება ზე
შემაერთებელ	შე მაერთ ებელ
პინოჩეტის	პინოჩეტ ი ს
გადაწყვეტილ	გადაწყვეტ ილ
ძაფებით	ძაფ ებ ით
მცველთა	მცველ თა
სტანდარტების	სტანდარტ ების
პიუსის	პიუს ის
აღბეჭდა	აღბეჭდ ა
დადასტურებულ	და დასტურ ებულ
სილვას	სილვ ას
პრემიერლიგა	პრემიერლიგ ა
ამბოხებულებმა	ამბოხებულ ებ მა
სალა	სა ლ ა
რენტგენული	რენტგენ ული
წარმოშობის	წარმოშობ ის
არგონავტების	არგონავტ ების
ჩაუსაფრდა	ჩაუ საფრ და
ბერძნულ	ბერძნ ულ
განმასხვავებელ	განმასხვავებ ელ
ჩხარის	ჩხარ ის
დაატოვებინა	და ა ტოვებინ ა
ვანგა	ვანგა
ლუო	ლუ ო
მტკიცება	მტკიცებ ა
დამატებული	და მატებ ული
დაფიქსირებული	და ფიქსირებულ ი
იუსტინიანეს	იუსტინ იანეს
საუკუნეს	საუკუნე ს
სანახაობის	სა ნახაობ ის
ბიტი	ბიტ ი
ფლოტით	ფლოტ ით
ხმება	ხმ ება
ამადეო	ამადე ო
შოუს	შოუ ს
არასაჭირო	არა სა ჭირ ო
გასული	გა სულ ი
ჯიშმა	ჯიშ მა
გადაუხდელობის	გა და უხდელ ობ ის
ვიტაუტას	ვიტაუტა ს
ეთიოპია	ეთიოპი ა
კინოკარიერა	კინო კარიერ ა
ფრთხილად	ფრთხილ ად
სტიქიას	სტიქი ას
წესები	წეს ები
ფარაონის	ფარაონ ის
ქრონიკებში	ქრონიკ ებ ში
ყარაბაღის	ყარაბაღ ის
სავალდებულო	სა ვალდებულ ო
კლერკი	კლერკ ი
ოდიშის	ოდიშ ის
ქალად	ქალ ად
მავერიქსის	მა ვერიქს ის
მოხუცებულმა	მოხუც ებულ მა
განმარტოების	განმარტო ების
ბარეტი	ბარეტ ი
იზეიმეს	ი ზეიმ ეს
სიმაღლის	სიმაღლ ის
ფარშავანგის	ფარშავანგ ის
ნოვგოროდი	ნოვგოროდ ი
კარამაზოვები	კარა მაზოვ ები
პიესამ	პიეს ამ
თავკაცობით	თავკაც ობ ით
კვანძები	კვანძ ები
საქართველოსკენ	საქართველო ს კენ
გორასამარხი	გორ ა სა მარხ ი
ჯგუფისაგან	ჯგუფ ის ა გან
საქსონელი	სა ქსონ ელი
გოლები	გოლ ები
რეკორდია	რეკორდ ი ა
გადასახადებს	გადასახად ებს
მდინარე	მდინარე
ანტიოქია	ანტიოქი ა
ვებსაიტი	ვებ საიტ ი
შივას	შივ ას
ადამიანური	ადამიან ური
ხილვის	ხილვ ის
სტელა	სტელ ა
გაენადგურებინა	გა ე ნადგურ ები ნა
ნაბიჯის	ნაბიჯ ის
ვიყავი	ვიყავ ი
ამოჭრილი	ა მო ჭრილ ი
მიეწერება	მი ეწერ ება
დეკემბრიდან	დეკემბრ იდან
შიმპანზის	შიმპანზ ის
შეზღუდვის	შე ზღუდვ ის
თვითმკვლელობის	თვითმკვლელობ ის
სანტიმეტრით	სა ნტიმეტრ ით
ახალქალაქის	ახალქალაქ ის
იქაურობა	იქაურ ობ ა
ოლიმპი	ოლიმპ ი
წაყვანა	წაყვან ა
იაკობი	იაკობ ი
წამოწყებას	წამოწყ ება ს
ერთიმეორისაგან	ერთიმეორ ის ა გან
სკოლა	სკოლ ა
ლარსმა	ლარს მა
ემოციური	ემოციურ ი
რაიმუნდ	რაიმ უნდ
წინასწარმეტყველთა	წინასწარმეტყველ თა
გაირკვა	გა ირკვ ა
ბერმუდის	ბერმუდ ის
ავესტური	ა ვესტ ური
კლუბიდან	კლუბ იდან
მსოფლიოდან	მსოფლიო დან
დასახელებით	დასახელ ებ ით
სახელითაა	სახელ ით ა ა
ტყუპების	ტყუპ ების
მონაზვნები	მონაზვნ ები
ფიქლები	ფიქლ ები
დინი	დინ ი
რინგო	რინგ ო
გავრბივარ	გავრბივარ
გაოცებულმა	გა ოც ებულ მა
პარტნიორობას	პარტნიორ ობ ას
კეთილგანწყობილი	კეთილგანწყობ ი ლი
მილზე	მილ ზე
ტომპსონის	ტომპსონ ის
გზამკვლევი	გზამ კვლევ ი
ღვთისმოშიში	ღვთისმო შიშ ი
მადრიდთან	მადრიდ თან
დაეკრა	და ე კრ ა
დროშა	დროშ ა
სერვისის	სერვის ის
გადაღებები	გადაღებ ები
კამპ	კამ პ
გაუგზავნეს	გა უგზავნ ეს
წარმოებდა	წარმოებ და
მოიხიბლნენ	მო იხიბლ ნენ
ადმინისტრაციისა	ადმინისტრაცი ის ა
რამეს	რამ ეს
აზევების	აზევ ების
ბულგარელთა	ბულგარელ თა
საკმარისი	სა კმარის ი
გამომშრალი	გა მო მშრალ ი
ფაზაში	ფაზ აში
მსხვერპლს	მსხვერპლ ს
ბიოგრაფის	ბიოგრაფ ის
ველოსიპედით	ველოსიპედ ით
სადგურია	სადგურ ია
წარუდგინეს	წარუდგინ ეს
ორკესტრმა	ორკესტრ მა
ბარტ	ბარტ
იგუდებოდა	ი გუდ ებო და
რუსთაველი	რუსთაველ ი
ნაწილთან	ნაწილ თან
სამთომომპოვებელი	სამთომომპოვ ებელ ი
სმარტფონების	სმარტფონ ების
ელექტრონის	ელექტრონ ის
გეოდეზიის	გეოდეზ ი ის
დაემტკიცებინათ	და ე მტკიც ები ნათ
გამოცდილებაზე	გამო ცდილ ება ზე
დაუბრუნდება	და უბრუნ დ ება
ქალაქებია	ქალაქ ები ა
მოითხოვენ	მო ითხოვ ენ
ნახევარმთვარის	ნახევარ მთვარ ის
გადაყენება	გადა ყენებ ა
უდავოდ	უდავ ოდ
აქციაში	აქცი აში
ნიკორწმინდის	ნიკორწმინდ ის
მძღოლი	მძღოლ ი
წესრიგში	წესრიგ ში
ვერსიამ	ვერსი ამ
გრძელდება	გრძელ დ ება
თამაშებისა	თამაშ ების ა
სალაზარის	სა ლაზარ ის
ჩიტები	ჩიტ ები
წლოვანებით	წლოვან ებ ით
ელვისის	ელვის ის
დასარტყამებზე	და სა რტყამ ებზე
პოემები	პოემ ები
სტერლინგი	სტერლინგ ი
ათავისუფლებდა	ათავისუფლ ებდა
მოიყვანოს	მო იყვან ო ს
ლიახვისა	ლიახვის ა
გამართულ	გამართ ულ
შანიძემ	შანიძ ემ
რაიხი	რაიხ ი
ასტროლოგიური	ასტრ ოლოგი ური
ისარი	ისარ ი
ლიონში	ლიონ ში
ქულანახევრით	ქულა ნახევრ ით
მამაცურად	მამაც ურ ად
ხელნაწერის	ხელნაწერ ის
მეცენატი	მე ცე ნატ ი
ტენდენციები	ტენდენცი ები
ამხანაგური	ამხანაგ ური
გარემო	გარემო
შეიპყრობს	შე იპყრობ ს
ავტორიტეტად	ავტორიტეტ ად
დევიდის	დევიდ ის
მოს	მო ს
მაგმის	მაგმ ის
მუზეუმს	მუზეუმ ს
ვულკანს	ვულკან ს
ჰაეროვანი	ჰაერ ოვან ი
კონფედერაციას	კონფედერაცი ას
მომრგვალო	მო მრგვალ ო
დაბომბვისას	და ბომბვ ის ას
საჭურჭლე	სა ჭურჭლე
აღჭურვილნი	აღჭურვილ ნი
დაუმორჩილებელ	და უ მორჩილებ ელ
რიომ	რი ომ
ნავთობსადენის	ნავთობსადენ ის
მცირეოდენ	მცირეოდენ
ბოგდან	ბოგ დან
გასროლის	გა სროლ ის
მღვდელ	მღვდელ
სიცილიელი	სიცილი ელი
ჩასვლა	ჩასვლ ა
ხახუნით	ხახუნ ით
უვლიდნენ	უვლი დნენ
აღმოუჩენიათ	აღ მო უჩენ ი ა თ
უმნიშვნელოვანეს	უ მნიშვნელოვან ეს
გადართო	გადა რთ ო
რატომღაც	რატომ ღაც
მაზრის	მაზრ ის
მეტრამდე	მეტრ ამდე
რაზეც	რა ზეც
მარია	მარ ია
განსაზღვრავენ	გა ნსაზღვრ ა ვენ
ტელესერიალებში	ტელე სერიალ ებ ში
მხედრებს	მხედრ ებს
გამოკვლევებს	გამო კვლევ ებს
ფასად	ფას ად
შეწყვიტა	შე წყვიტ ა
წაყენებული	წა ყენებ ული
ჩამოსვლამდე	ჩამოსვლ ამდე
კონუსი	კონუს ი
დაუწერია	და უწერ ია
დაასწრო	და ასწრ ო
ხეობას	ხეობ ას
კარაკალას	კარა კალ ას
ადვოკატები	ადვოკატ ები
მონუმენტი	მო ნუმენტ ი
დახრილია	დახრ ილ ია
საუნჯე	სა უნჯე
სისხლისგან	სისხლ ის გან
დასაჩქარებლად	და სა ჩქარ ებლ ად
ტრანსპორტის	ტრანსპორტ ის
მათმა	მათ მა
უწინასწარმეტყველა	უ წინასწარმეტყველ ა
ნედლეულს	ნედლეულ ს
უდაბნოა	უდაბნო ა
შეთანხმებული	შეთანხმ ებ ული
ფუნდამენტურ	ფუნდამენტ ურ
სტუ	სტუ
მექანიკურად	მექანიკ ურ ად
აღიქვამდა	აღიქვამ და
იერარქიულ	იერარქი ულ
უმეფობის	უ მეფობ ის
დაიცავდა	და იცავ და
ქვეითთა	ქვეით თა
ქაღალდის	ქაღალდ ის
ფირმებს	ფირმ ებს
მოჰკვეთეს	მო ჰკვეთ ეს
გახშირდა	გა ხშირ და
მინიატურა	მინიატურ ა
მონური	მონ ური
გამოფენილი	გამო ფენ ი ლი
ომით	ომ ით
სტუმართმოყვარე	სტუმართ მო ყვარე
ტიროლის	ტიროლ ის
ლაგუნების	ლაგუნ ების
დაგროვებას	და გროვ ება ს
შექმნაც	შექმნ აც
სუპი	სუპ ი
კუინზლენდის	კუინ ზ ლენდის
აიწია	ა იწ ი ა
სახლმა	სახლ მა
უმცროს	უმცროს
დედაქალაქიც	დედაქალაქ იც
მასების	მას ების
ტაქსი	ტაქს ი
სწორად	სწორ ად
ჯობსმა	ჯობ ს მა
დამზადდეს	დამზად დეს
უცხოვრია	უ ცხოვრ ი ა
დეკორაციებით	დეკორაცი ებ ით
უსამართლოდ	უ სამართლ ოდ
ინჟინერის	ინჟინერ ის
მწკრივები	მწკრივ ები
ოპერატიული	ოპერატიულ ი
ავსტრიელი	ავსტრიელ ი
ნიდერლანდები	ნიდერლანდ ები
მეცნიერთა	მეცნიერ თა
ხასიათების	ხასიათ ების
ტრაპეზზე	ტრაპეზ ზე
ახალციხიდან	ახალციხ იდან
მეწარმე	მეწარმე
ბმის	ბმ ის
დაიშვება	და ი შვებ ა
კართაგენს	კართაგენ ს
დიოქსიდის	დიოქსიდ ის
კაპილარული	კაპილარ ული
წილ	წილ
ვაჭრობდა	ვაჭრ ობ და
ინდიური	ინდ ი ური
გალილეოს	გა ლილე ო ს
შაქარი	შაქარ ი
მანეთონის	მანეთ ონ ის
სკვერ	სკვერ
ფლეი	ფლე ი
დრაკონ	დრაკონ
გეგმავდა	გეგმ ავ და
ლუკულუსმა	ლუკულუ ს მა
ტრაქტატით	ტრაქტატ ით
შეცდომას	შე ცდომ ას
ძვალს	ძვალ ს
დუელი	დუელ ი
ზიმბაბვეში	ზიმბაბვე შ ი
როუდზი	როუდ ზი
სტანდარტული	სტანდარტ ული
ეპოქალური	ეპოქ ალ ური
დატოტვილ	და ტოტვილ
ცხოვრებისეული	ცხოვრებ ის ე ული
რეგიონალური	რეგიონ ალ ური
უსაფრთხოდ	უ საფრთხ ოდ
ალანი	ალან ი
მოახლოების	მო ახლო ების
მოკლავს	მოკლ ავ ს
დისტანციაზე	დისტანცი ა ზე
გემებისათვის	გემ ები სათვის
დაუზავდა	და უ ზ ავ და
ნახშირორჟანგს	ნა ხშირორჟანგ ს
ბგერითი	ბგერ ით ი
აღჭურვილ	აღჭურვილ
სლავები	სლავ ები
სისხლით	სისხლ ით
ხარჯი	ხარჯ ი
ბორცვი	ბორცვ ი
ქრისტიანობას	ქრისტიანობ ას
ჩაიგდეს	ჩა იგდ ეს
სიცილის	სიცილი ს
პარტიაში	პარტი აში
ფონდებში	ფონდ ებ ში
მუჰამედ	მუჰამედ
ბაპტისტების	ბაპტ ისტ ების
ბურთზე	ბურთ ზე
მმართველად	მმართველ ად
სართულებზე	სართულ ებზე
ბარად	ბარ ად
შეფასებულ	შეფას ებულ
გამოსვლით	გა მოსვლ ით
შრიფტით	შრიფტ ით
გამოთვლითი	გამო თვლ ით ი
დუეტის	დუეტ ის
დარბეული	დარბ ე ული
ოსკარისა	ოსკარ ის ა
ბუნაგს	ბუნაგ ს
ელისონ	ელის ონ
ფანი	ფან ი
ცხოვრებისათვის	ცხოვრებ ისა თვის
მახინჯი	მა ხინჯ ი
ციურიხში	ციურიხ შ ი
ვიტი	ვიტ ი
ბუჩქებით	ბუჩქ ებ ით
მხედრობამ	მხედრ ობამ
ფაზების	ფაზ ების
სამართლისა	სამართლ ის ა
რობი	რობ ი
სამაგისტრო	სა მაგისტრ ო
მურა	მურ ა
დანების	დან ების
მილს	მილ ს
მადაგასკარს	მა და გა სკარ ს
ჯარისკაცს	ჯარისკაც ს
აწარმოებდა	აწარმო ებდა
პრაქტიკის	პრაქტიკ ის
ჩათვლა	ჩათვლ ა
ყარა	ყარ ა
ავიაციის	ავიაცი ის
მტაცებელია	მტაცებელ ია
უახლოესმა	უახლოეს მა
შევიწროებული	შევიწრო ებ ული
ვიპოვოთ	ვ იპოვ ო თ
შეენარჩუნებინათ	შე ე ნარჩუნ ები ნათ
დაატყვევეს	და ა ტყვევ ეს
გოგონა	გოგონ ა
შეესია	შე ეს ი ა
იაპონიასთან	იაპონი ას თან
უწევენ	უწევ ენ
მესიე	მესი ე
ნიჭიერმა	ნიჭიერ მა
კინოფილმი	კინოფილმ ი
თარო	თარო
დასკვნის	და სკვნ ის
ედიტი	ედიტ ი
დაამყარონ	და ა მყარ ონ
შესანიშნავმა	შე სა ნიშნავ მა
მეტყველებაში	მეტყველ ება ში
დაბადება	და ბად ება
უჩვენა	უჩვენ ა
მოსახსნელად	მო სა ხსნელ ად
გონიერი	გონ იერი
ასპექტები	ასპექტ ები
რიკი	რიკ ი
ფრინველის	ფრინველ ის
ფერარის	ფერარ ის
ყველასგან	ყველა სგან
ანანო	ანან ო
რაოდენობის	რაოდენობ ის
ცენტრებთან	ცენტრ ებთან
კაზიმირი	კაზიმირ ი
თემით	თემ ით
ბორომირი	ბორომირ ი
ვოევოდა	ვოევოდ ა
პერსონალმა	პერსონალ მა
იმედით	იმედ ით
ალყის	ალყ ის
სიტყვებით	სიტყვ ებ ით
უღარიბესი	უ ღარიბ ეს ი
გორგასალის	გორგასალ ის
შლამის	შლამ ის
ლუიჯი	ლუიჯ ი
მცენარეებზე	მცენარე ებზე
ლიტვას	ლიტვ ას
მომიტანე	მო მიტან ე
უჩვენებენ	უჩვენ ებენ
ვერცერთი	ვერცერთ ი
გასამხედროებული	გა სა მხედროებ ული
პარტიებისა	პარტი ების ა
კომუნისტებს	კომუნისტ ებს
შესაგროვებლად	შე სა გროვ ებლ ად
პუბლიცისტი	პუბლიცისტ ი
დაასახლეს	და ა სახლ ეს
ანტიციკლონი	ანტიციკლონ ი
ლეხზირი	ლეხზირ ი
გადმონაშთები	გა დ მო ნაშთ ები
კომედიას	კომედი ას
ნომრიდან	ნომრ იდან
რომლებთანაც	რომლებ თანაც
ეგვიპტური	ეგვიპტ ური
კლასობრივი	კლას ობრივი
დუბლი	დუბლ ი
ტირიფის	ტირიფ ის
ტურიზმისა	ტურიზმ ისა
უბრძანებია	უ ბრძანებ ია
ლენინგრადის	ლენინგრად ის
რეკორდულად	რეკორდ ულ ად
ხელშეწყობით	ხელშეწყობ ით
ნაკრებმა	ნაკრებ მა
ფორმდება	ფორმ დ ება
შეენარჩუნებინა	შე ე ნარჩუნ ები ნა
მიიწევდნენ	მი იწევ დნენ
მოჩუქურთმებული	მო ჩუქურთმ ებ ული
საამისოდ	სა ამის ოდ
გაზს	გაზ ს
ჩამოთვლილთაგან	ჩამო თვლილ თაგან
ფრონტს	ფრონტ ს
მოწყობილ	მოწყობ ილ
გაფართოებულ	გაფართოებ ულ
ჩვეულებრივზე	ჩვეულებრივ ზე
დამსწრე	და მსწრ ე
მისდევს	მი სდევ ს
მომხიბვლელობა	მომხი ბვლელ ობ ა
მოთხოვნის	მოთხოვნ ის
აჭარაში	აჭარ აში
დახარჯა	და ხარჯ ა
ლარვები	ლარვ ები
ჰიდრის	ჰიდრ ის
მასიურია	მასიურ ი ა
ხატის	ხატ ის
რაოდენობაც	რაოდენობ აც
ერია	ერ ია
გზებს	გზ ებს
ცხოველებსაც	ცხოველ ებს აც
მონეტარული	მონეტ არ ული
უზნაძის	უზნაძ ის
მარციუსმა	მარციუს მა
შოუების	შოუ ების
პიროვნებათაგანს	პიროვნებ ათაგან ს
ამერიკელი	ამერიკელ ი
ძლიერი	ძლიერ ი
ადამიანიდან	ადამიან იდან
უმაღლესმა	უ მაღლეს მა
შალვასთან	შალვ ას თან
ვანესა	ვან ეს ა
თხუთმეტ	თხუთმეტ
გამოიყენებს	გამო იყენ ებს
მოიგონა	მო იგონ ა
ნახევარზე	ნახევარ ზე
ბესტის	ბესტ ის
სელაპი	სელაპ ი
ბერიძე	ბერ ი ძე
ფრონტის	ფრონტ ის
გასამყარებლად	გა სა მყარ ებლ ად
საუწყებო	სა უწყებ ო
საფოსტო	სა ფოსტ ო
სვეტი	სვეტ ი
მერფი	მე რფ ი
საწოლზე	საწოლ ზე
არცთუ	არც თუ
შეძლებდა	შეძლ ებდა
ბლეკ	ბლეკ
ბრაზილიელების	ბრაზილიელ ების
გაურთულდა	გა უ რთულ და
დიაგნოსტიკური	დიაგნოსტიკ ური
შიმშილი	შიმშილ ი
აღმართეს	აღმართ ეს
ბარსელონას	ბარსელონ ას
შობადობა	შობ ადობა
ბალაკი	ბალ აკ ი
ფილმებისათვის	ფილმ ები სათვის
ქართველთათვის	ქართველ თათვის
ჰკითხეს	ჰკითხ ეს
ენას	ენა ს
არჩეული	არჩეულ ი
გადაეღო	გადა ეღო
გადასახლებიდან	გადასახლ ებ იდან
ჩვეულებრივად	ჩვეულებრივ ად
დასასრულისათვის	და სასრულ ისა თვის
თბილისიდან	თბილის იდან
ლიმიტი	ლიმიტ ი
ბალკანური	ბალკან ური
გამოსვლამდე	გა მოსვლ ამდე
განდევნაში	განდევნ აში
მოიყვანს	მო იყვან ს
ნაპრალის	ნაპრალ ის
ჩაეშვა	ჩა ეშვ ა
სამაგიერო	სა მაგიერ ო
გენების	გენ ების
გამოუცხადა	გამო უცხად ა
ირმის	ირმ ის
მოეწონა	მო ეწონ ა
სერიისგან	სერი ის გან
დანიელის	დანიელ ის
მარაგები	მარაგ ები
ჩერჩილის	ჩერჩილ ის
ავრცელებდა	ა ვრცელებ და
ბრაიანი	ბრაიან ი
ინგლისელებმა	ინგლის ელ ებმა
ჩარიცხა	ჩარიცხ ა
მიზანდასახული	მი ზანდასახ ული
