გამოსხივება	გამო სხივ ება
შუღლის	შუღლი ს
პრეზიდენტობისას	პრეზიდენტ ობის ას
შეკვეთის	შე კვეთ ის
ჯილდოც	ჯილდო ც
აქცევს	ა ქცევ ს
ნაომი	ნა ომ ი
ინდივიდი	ინდივიდ ი
დაყრდნობილ	და ყრდნობილ
იპოლიტო	ი პოლ იტო
აღიჭურვა	აღი ჭურვ ა
ნახშირის	ნა ხშირ ის
ტერმინოლოგიას	ტერმინ ოლოგი ა ს
წარმოჩენილია	წარმო ჩენილ ია
ჰეროდეს	ჰერ ოდეს
ჰონდურასის	ჰონდ ურ ას ის
ვალერიუს	ვალერ იუს
სიაშია	სი აში ა
ყვავილედებად	ყვავი ლედ ებად
დროისათვის	დრო ის ათვის
ნახევრად	ნახევრ ად
სიშორე	სი შორ ე
ვარიანტზე	ვარიანტ ზე
მომღერალი	მო მღერალ ი
დაწესებულია	და წესებულ ია
ბატონიშვილის	ბატონ იშვილი ს
თეატრისა	თეატრ ის ა
აქტიურად	აქტიურ ად
ძეგლების	ძეგლ ების
საიდუმლოს	სა იდუმლო ს
ნუმენორის	ნუმენ ორის
სეხნია	სეხნია
არაფერია	არა ფერ ი ა
მებრძოლებს	მე ბრძოლ ებს
ფრჩხილების	ფრჩხილ ების
სახელმწიფოებიდან	სა ხელმწიფო ები დან
თაობათა	თაობ ათა
მილიონიან	მილიონ იან
მოშალა	მო შალა
ფორმაშია	ფორმ აში ა
გამოვყოთ	გამო ვყოთ
მთარგმნელის	მ თარგმ ნ ელის
პორტრეტით	პორტ რეტ ით
მადურაი	მა დურ ა ი
მაიკოპის	მა ი კოპი ს
წარმოედგინა	წარმო ე დგინა
თანაფარდობის	თანა ფარდ ობის
რანგს	რანგ ს
ჩემთან	ჩემ თან
მამასა	მამა სა
ამბობ	ამბობ
ძირითადი	ძირ ით ად ი
არქიტექტურა	ა რქიტექტ ურა
სატევრები	სა ტევ რები
მოქმედებამ	მოქმედ ება მ
დააღწიეს	და აღწი ეს
ავტორების	ავტორ ების
აღდგენითი	აღდგენ ით ი
ქუდის	ქუდ ის
ცვეტაევა	ცვეტაევა
ბოროტი	ბოროტ ი
პრომეთეს	პრომეთე ს
მონოგამია	მონ ო გამ ი ა
ნახეთ	ნა ხეთ
შილერის	ში ლერი ს
ფოთლები	ფოთლ ები
რკალს	რკალ ს
თანდასწრებით	თან დასწრ ებით
პრობლემები	პრობლემ ები
ქირურგთა	ქირურგ თა
ბიოლოგიური	ბიოლოგ იური
გუბერნიებში	გუბერნ ი ებში
იაროსლავის	იარო სლავ ის
ხუთას	ხუთ ა ს
კვირა	კვირ ა
ქვირითს	ქვი რით ს
სინაის	სი ნა ის
ურთულეს	უ რთულ ეს
ქიმიის	ქიმი ის
თავიდანვე	თავ იდან ვე
მაინცდამაინც	მაინც და მაინც
პრეზიდენტობა	პრეზიდენტ ობა
აღდგენილია	აღდგენ ილია
დაეჭირა	და ეჭირა
ბასისტმა	ბასისტ მა
პინკის	პინკ ის
შატლი	შატ ლი
ვერსიისგან	ვერსი ისგან
პროგრამაში	პროგრამ აში
გახსნიდან	გახსნ იდან
დიდმოწამე	დიდ მო წამე
კლანების	კლან ების
მასხივებელი	მა სხივ ებელი
გადაქცევის	გადა ქცევ ის
საოცარი	საოცარ ი
ჭამენ	ჭამ ენ
პასუხები	პასუხ ები
ლეგოს	ლეგ ოს
ინდონეზიის	ინდონეზი ის
ვლინდებოდა	ვ ლინდ ებოდა
ჰორიზონტალურად	ჰორიზონ ტა ლურად
მკვლევარს	მკვლე ვარს
მეორეხარისხოვანი	მეორე ხარისხ ოვანი
მეცნიერება	მეცნიე რებ ა
დარბაზიდან	და რბაზ იდან
ბრისტოლის	ბრის ტოლ ის
თამაშობს	თამაშ ობს
კამპანიებში	კამპ ანი ებში
რატიფიცირება	რატი ფიცირ ება
სახელ	სახელ
ტუღუში	ტუღ უ ში
ცენტრის	ცენტრ ის
იარის	ი არ ის
ოდა	ოდა
ავსტრალიელ	ა ვსტრალი ელ
ზღვაოსნის	ზღვა ოს ნის
მამაზე	მა მა ზე
სოფლებში	სოფლ ებში
ქორონიკონი	ქორ ონი კონ ი
დატვირთვის	და ტვირთ ვის
სცენა	სცენ ა
ოსტატობის	ოსტატ ობის
დარიოსმა	დარიოს მა
გამოსხივებული	გამო სხივ ებული
როჯერის	როჯერ ის
ვეფხისტყაოსანში	ვეფ ხისტყა ოსან ში
მალტაში	მალტ აში
გამოსულმა	გამო სულმა
სამეთუნეო	სა მეთუნე ო
საკინძები	საკინძ ები
ვაშინგტონ	ვა ში ნგტონ
აირტონი	აირ ტონი
ევტიქის	ევტიქი ს
შეიერთა	შეი ერთ ა
მიატოვა	მიატოვ ა
პერსონაჟზე	პერსონაჟ ზე
პოსტი	პოსტ ი
საორგანიზაციო	სა ორგანიზ აციო
დებს	დ ებს
ადვილად	ად ვილ ად
გაასწრო	გა ა სწრო
გასვლითი	გა სვლ ითი
შეჰქონდათ	შე ჰქონ დათ
ნაკლებ	ნა კლებ
შესწავლილ	შე სწავლ ილ
ჰომინიდებს	ჰომინიდ ებს
შესარჩევად	შე ს არჩევ ად
კალათებს	კალათ ებს
არსებობაში	არსებობ აში
მასპინძლებმა	მა სპინძლ ებმა
წლისთავი	წლის თავი
ბულზი	ბულზ ი
შენაერთების	შე ნაერთ ების
გადახდების	გადა ხდ ების
აეროდრომი	აერო დრომ ი
რეალური	რეალ ური
გამოკვლევების	გამო კვლევ ების
მეხილეობის	მეხილე ობის
ნივთიერება	ნივთიერ ება
პერიფერიაზე	პერიფერ ია ზე
ადანაშაულებენ	ა დანა შაულ ებენ
პერიგლაციალური	პერი გლაცი ალური
ქმედებით	ქმედებ ით
ხდიდა	ხდ ი და
მიპყრობილი	მი პყრობ ილი
მომნელებელი	მომ ნელ ებელი
დასაქმებულთა	და საქმ ებულთა
სვლა	სვლა
დაახლოებით	და ახლო ებით
აახლოვებს	ა ახლოვ ებს
აბასმა	აბას მა
შეირთო	შეი რთო
კომუნისტების	კომუნისტ ების
ქერის	ქერ ის
ესკადრის	ეს კადრ ის
ამაღლებისა	ამაღლ ების ა
ეგრისელებმა	ეგრის ელებ მა
ლოცვები	ლოცვ ები
გაეგრძელებინა	გაე გრძელ ებინა
საარბიტრაჟო	სა არბიტრ ა ჟო
ცოტა	ცოტა
სართული	სა რთულ ი
მეგობრებს	მეგობ რებს
სითბოს	სითბო ს
აღიზარდა	აღ იზარდა
ეტლით	ეტლ ით
ხეზე	ხ ეზე
დაუბრუნებია	დაუ ბრუნებ ია
გაცვლით	გაცვლ ით
რამდენჯერმე	რამდე ნ ჯერ მე
აღსანიშნავად	აღ სანიშნა ვად
აიღებს	აიღებ ს
თელავში	თელავ ში
სხეულთა	სხეულ თა
შეერთებას	შე ერთ ებას
ხანძარმა	ხანძ არმა
შეთქმულებს	შე თქმულ ებს
წყობილება	წყობილ ება
ჭრილობებს	ჭრილობ ებს
კასტილიას	კასტილ ია ს
გაუთხოვარ	გაუ თხოვ არ
მფლობელობაშია	მფლობელო ბაში ა
შობადობა	შობ ადობა
სიცრუე	სი ცრუე
ბიზნესმენის	ბიზნ ესმენ ის
დამოკიდებულების	და მო კიდებულ ების
თავმჯდომარეობდა	თავმჯდო მარე ობდა
მივიჩნიოთ	მი ვიჩ ნი ოთ
სერბია	სერბ ია
ოპერაციებში	ოპერაც ი ებში
ფსიქიატრი	ფსიქ იატრი
ამბოხებულებმა	ამბოხ ებულ ებმა
გულმკერდის	გულ მკერდ ის
გუნდია	გუნდ ია
არასწორად	არასწორ ად
ულუმ	ულ უ მ
მხნე	მხნე
თვალებით	თვალ ებით
ვარიანტებში	ვარიანტ ებში
ნაშთებიც	ნაშთ ებიც
ემაგრება	ე მაგრ ება
რეჟიმმა	რეჟიმ მა
მუტანტები	მ უტანტ ები
მშვიდობას	მშვიდობ ას
სიგნალის	სიგნა ლის
მაგალითია	მა გალით ი ა
ჩაიწერა	ჩაი წერა
ხელმოწერის	ხელმოწერ ის
რესტავრაციის	რესტავრ აციის
შემოტევების	შემო ტევ ების
დარეგულირდა	და რეგულირ და
აწუხებს	ა წუხ ებს
მელქისედეკის	მე ლქისედეკ ის
ბეტა	ბეტ ა
ინდიანას	ინდიანა ს
ორჯერ	ორ ჯერ
პრობლემაზე	პრობლემ აზე
ასახელებს	ა სახელ ებს
იარუსის	ია რუს ის
მესვეურთა	მესვეურ თა
დასამახსოვრებელია	და სა მა ხსოვრ ებელი ა
მილანთან	მილან თან
ცხინვალში	ცხინვა ლ ში
როდოსელის	როდოს ელის
წაგების	წაგ ების
მთქმელი	მ თქმ ელი
გაბნეული	გა ბნეულ ი
კაფეები	კაფე ები
მინა	მინა
დარტყმითი	და რტყმ ით ი
კლიპში	კლიპ ში
წინასწარმეტყველ	წინასწარმეტყვე ლ
მანდატი	მანდატ ი
სექტორებში	ს ექტორ ებში
ფენით	ფენ ით
მოეწვია	მო ეწვია
სახელწოდებითაა	სახელ წოდებ ითაა
შუადღეს	შუა დღე ს
სტიპენდია	ს ტიპ ენ დია
ქობულაძე	ქობულ აძე
აჯანყდა	აჯანყ და
რაიონის	რაიონ ის
ექცია	ექცია
გადაშენდნენ	გადა შენ დნენ
ანონიმურად	ა ნონიმ ურად
კაბელი	კაბ ელი
მალტაზე	მალტ ა ზე
საათიანი	სა ათიანი
დიდებულიძე	დიდებულ იძე
დარტყმული	და რტყმ ული
გადაწერა	გადა წერა
ექსპორტირება	ექს პორტ ირება
ოკეანიდან	ოკეან იდან
ფრანკის	ფრანკ ის
უკავია	უკ ავია
ღვთაების	ღვთაებ ის
წინააღმდეგობების	წინააღმდ ეგობ ების
ფაქტით	ფაქტ ით
დიფერენციაციას	დი ფერ ენცი აცია ს
ლაშქარს	ლაშქ არს
უცვლელი	უცვლ ელი
ფაღავა	ფაღავ ა
ჯანელიძის	ჯან ელ იძის
შეკვეთილი	შე კვეთ ილი
ლარი	ლ არი
აღიარებული	აღიარ ებული
აგებულია	აგებ ულია
ალაზანი	ალ ა ზანი
დაშორებით	და შორ ებით
ვაჭრობისთვის	ვაჭრ ობის თვის
მკვიდრდება	მკვიდრ დება
იოკო	იო კო
მოუნდა	მო უნდა
შემოსევის	შე მოსევ ის
საშუალების	სა შუალებ ის
გააღწია	გა ა ღწია
პაჩაკუტის	პა ჩა კუტ ის
გადასასვლელის	გადა სა სვლელ ის
რესპუბლიკების	რესპუბლიკ ები ს
წყალშემკრები	წყალ შემ კრებ ი
ჩაჭრის	ჩა ჭრის
გალაკტიონ	გალაკტ იონ
კიდურების	კიდურ ების
გებელსის	გებელ სი ს
კონსტრუქციას	კ ონსტრუქც იას
ბრმის	ბრ მი ს
მოცულობამ	მო ცულობა მ
საწვავს	სა წვავ ს
იგორ	ი გორ
ოთხმოცდაათიანი	ოთხ მო ცდა ათიანი
ჩავარდნა	ჩა ვარდ ნა
საკვებით	საკვ ებით
დარვინმა	და რვინ მა
ხბოს	ხბო ს
ციკლების	ციკლ ების
კონსერვატორებს	კონ სერვატორ ებს
ვახუშტი	ვახუშტი
ბირმინგემის	ბირმინ გემ ის
მიღწევებს	მი ღწევ ებს
შეთანხმდნენ	შე თანხმდ ნენ
იმიგრანტთა	ი მი გრანტ თა
ვაკეებზე	ვაკე ებზე
ტაძრების	ტაძრ ების
წესრიგი	წესრიგ ი
მანკიერ	მანკიერ
ერთპარტიული	ერთ პარტი ული
ნიშნებზე	ნიშნ ებზე
განაგებდა	გან აგებ და
გუთების	გუთ ების
კარტოფილის	კარ ტოფილ ის
სტადიონზე	სტადი ონზე
კახაბერის	კახ აბ ერის
მსურველები	მსურვ ელ ები
ხალხისთვის	ხალხ ი ს თვის
დაგროვებას	და გროვებ ა ს
მეტის	მე ტის
ჰაერთან	ჰაერ თან
ოდესის	ოდეს ის
ხედვით	ხედ ვით
შიოს	ში ოს
გულყრის	გულ ყრ ის
სამწერლო	სა მწერლ ო
სუდანში	სუდან ში
შტაინერის	შტაინ ერის
ცხრამეტშიო	ცხრა მეტ ში ო
საუბრები	საუბრ ები
ესტუმრება	ეს ტუმრ ება
გადატრიალებას	გადა ტრიალ ებას
პლანეტარულ	პლანეტ არულ
დებულების	დებულ ების
გასაფორმებლად	გასა ფორმ ებლად
ფეხმძიმედ	ფეხ მძიმ ედ
ალგორითმი	ალგორ ით მი
კუმზეროს	კუმ ზე როს
სპექტრის	სპექტრ ის
სამხრეთისაზე	ს ა მხრეთი სა ზე
ჩამოსატვირთი	ჩამო სა ტვირთ ი
კავალერია	კავალ ერი ა
ყოფენ	ყოფ ენ
ეჭვის	ეჭვ ის
სასანიანთა	ს ას ან იანთა
არჩევაც	არჩევ აც
დემონსტრაციას	დემონ სტრ აცია ს
იმით	ი მით
მაკ	მა კ
ტყეების	ტყე ების
მკვლელის	მკვლე ლის
დობილი	დ ობილი
კინეტიკური	კინ ეტიკ ური
პარასკევს	პარ ასკე ვს
მოწყობილობებით	მო წყობილ ობ ებით
სწორად	სწორ ად
განტოლებები	გან ტოლ ებები
მახარაძე	მახარ აძე
ტრიბუნების	ტრიბუნ ების
ნივთის	ნივთ ის
ხელისუფლებამ	ხელისუფ ლ ებამ
აფერხებს	ა ფერხ ებს
მოსწონებია	მო ს წონ ებია
ჩაითვალოს	ჩაი თვალ ოს
ჯულიეტა	ჯულიეტა
მარი	მარი
ანალიზისათვის	ანალიზ ის ათვის
ეთქვათ	ე თქვა თ
რეჟისორის	რეჟის ორის
სასიარულო	სა სი არულ ო
არგვეთში	არგვეთ ში
ყოველკვირეულ	ყოველ კვირ ეულ
ისმაილის	ის მა ილ ის
ვაჭრობასა	ვაჭრ ობას ა
ბორის	ბო რის
წერტილად	წერტილ ად
ნასამ	ნა სამ
სამოცდახუთი	სამ ოცდა ხუთ ი
სიმპტომი	სიმპ ტომ ი
შემდგენელი	შემ დ გენელ ი
მაზრები	მაზრ ები
დაავადებული	და ავად ებული
ლაქის	ლაქ ის
გარეუბანი	გარე უბან ი
წამში	წამ ში
შეგრძნებები	შე გრძნებ ები
ლიმა	ლი მა
სამხრეთაფრიკელი	სამ ხრეთ აფრიკ ელი
საერთოდაც	სა ერთო დაც
მიშენებულ	მი შენ ებულ
უდაბურ	უ და ბურ
კამპუსზე	კამპ უს ზე
დამორჩილება	და მორჩილ ება
აღზრდაზე	აღ ზრდა ზე
აკუთვნებენ	ა კუთვნებ ენ
განაჩენის	განა ჩენ ის
გაუქმების	გა უქმებ ის
მატარებლების	მა ტარებლ ების
დანაშაულთან	დანა შაულ თან
ცხრაჯერ	ცხრა ჯერ
ბილეთის	ბილეთ ის
სვასტიკა	სვა სტიკ ა
აღმოეჩინათ	აღმო ეჩინა თ
ნიშნავენ	ნიშნავ ენ
საფარი	სა ფარ ი
ღილაკს	ღილაკ ს
ეკოლოგიურად	ეკოლოგ იურად
არჩევაში	არჩევ ა ში
სტრატეგიისა	სტრატეგ ი ი ს ა
ჭაბურღილი	ჭა ბურღ ილი
კაბინეტში	კაბინეტ ში
ასპარეზობას	ას პარეზ ობას
შელოცვა	შე ლოცვ ა
სათითაოდ	სა თით ა ოდ
ასაკის	ასაკ ის
მოიცავდა	მო იცავდ ა
ხერხით	ხერხ ით
არავინ	არა ვინ
შირლი	ში რ ლი
აღთქმას	აღთქ მა ს
ნერვულ	ნერვ ულ
აღიქმება	აღიქმ ება
პორტრეტს	პორტ რეტ ს
ერთიანობაში	ერთ იანობ აში
მდარე	მ და რე
მოსაზრებებიც	მო საზრ ებები ც
უმაღლეს	უმაღლ ეს
რაიონებში	რაიონ ებში
კოშკიდან	კოშკ იდან
გაუკაცრიელდა	გა უკაცრი ელ და
ჩანაფიქრი	ჩანა ფიქრ ი
მასივი	მასივ ი
პულის	პულ ის
ღმერთები	ღმერთ ები
ატომის	ატომ ის
კლარა	კლარა
შრის	შრ ის
არაბებმა	არაბ ებმა
სათავსებში	სა თავს ებში
მცხეთელი	მცხე თ ელი
ჩხუბში	ჩხუბ ში
მიართვა	მი ართვა
საფრით	სა ფრით
ბელგიაში	ბელგ იაში
რჩეულიშვილის	რჩეულ ი შვილის
კრძალავდა	კრძალ ავდა
პირიქითი	პირ იქით ი
გაიანას	გა იან ას
ოცდაათი	ოცდა ათი
სატრანსპორტო	სა ტრანს პორტ ო
პარიზელი	პარიზ ელი
შორ	შორ
არტიკლს	არტიკლ ს
დასაუფლებლად	დასა უფლებ ლად
კოლუმბამდელ	კოლუმბ ამდელ
ჩემპიონატები	ჩემპიონ ა ტები
მონეტის	მონეტ ის
დაგეგმარებისა	და გეგმარ ების ა
ნიზამი	ნ იზამ ი
აღზრდის	აღ ზრდ ის
ბაქტერიოფაგის	ბაქ ტერი ოფაგ ის
მოესწრო	მო ე სწრო
პირველის	პირველ ის
საღეჭ	საღეჭ
ფრესკული	ფრესკ ული
დაბრუნებაზე	და ბრუნებ ა ზე
მითვისება	მი თვისებ ა
უპასუხა	უ პასუხ ა
ველურ	ველ ურ
იშვიათ	იშვიათ
ლეონს	ლეონ ს
სირიისა	სირი ისა
მაღლები	მაღლ ები
შემადგნლობა	შე მა დგნ ლობა
კონსტანტინოპოლს	კონ სტანტინ ოპოლ ს
გვინეაში	გვინე აში
ძესთან	ძე სთან
მიიღებენ	მიიღ ებენ
არსით	არს ით
სამკაულს	სამკაულ ს
სერჟანტის	სერჟ ანტი ს
კეტი	კეტ ი
ბას	ბას
ფაქტობრივად	ფ აქტ ობრივ ად
აზოტის	აზოტ ის
გარდასახვა	გარდა სახ ვა
ფატალური	ფატ ალური
ისა	ისა
ალბერტო	ალბერ ტო
ხესა	ხ ე სა
შეთავაზებით	შე თავაზ ებით
წარმოუდგენლად	წარმო უდგენ ლად
მიკრორეგიონ	მიკრო რეგიონ
აშენებით	აშენ ებით
მარცვლებს	მა რცვლ ებს
შეთანხმებებს	შე თან ხმ ებებ ს
ცნო	ცნო
გრავიტაციულ	გრავიტაცი ულ
ნაზავია	ნაზავ ია
ამირსპასალარი	ამირ ს პასალარ ი
ვიზიტორი	ვიზი ტორი
დაუძახა	დაუ ძახა
ანთროპოგენური	ა ნთროპ ოგენ ური
ტერიტორიებად	ტერიტორ ი ებად
წოდებები	წოდებ ები
სომოსა	სომოსა
ბეიტსმა	ბეიტს მა
სეკულარული	ს ეკ ულარ ული
ფეხბურთელმა	ფეხბურთ ელმა
სულისა	სულ ისა
ბანერი	ბან ერი
ადგილებში	ადგილ ებში
დუეტს	დუეტ ს
პორტატული	პორტ ა ტული
დასჭირდება	და სჭირდ ება
ჭრილში	ჭრილ ში
მეთაურობს	მეთა ურ ობს
ამოშენებული	ა მო შენ ებული
პრიორიტეტებია	პრიორიტეტ ებია
დამსახურებების	დ ამსახურ ებები ს
კონტინგენტი	კონ ტინგ ენტი
თანამედროვე	თანამ ედროვე
ბინი	ბინი
რადიო	რადიო
სლოვაკეთი	ს ლოვაკეთ ი
ჭავჭავაძე	ჭავჭავაძ ე
დატანებულია	და ტან ებული ა
ფორმის	ფორმ ი ს
დამცველებს	და მცველ ებს
სამმაგი	სამ მაგი
ღაზას	ღაზ ას
ჰიჩკოკმა	ჰიჩკოკ მა
ნაცისტური	ნაც ის ტური
დეიდა	დეიდ ა
ზალცბურგში	ზალც ბურგ ში
დაასვენა	და ას ვენ ა
მსახურობდნენ	მსახ ურ ობდნენ
ფოებუსი	ფოებ უსი
კირქვებით	კირქვ ებით
გაწვრთნა	გა წვრთნ ა
დანარჩენ	დანა რჩენ
თამილა	თა მი ლა
კონვერტირებადი	კონ ვერტ ირება დი
ასაშენებლად	ა ს აშენ ებლად
ქრისტიანობის	ქრისტ იანობ ის
ისკანდერ	ი სკანდ ერ
ფილოსოფიის	ფილოსოფ ი ის
რაჭას	რაჭ ას
ფართობზე	ფართობ ზე
თუთის	თუთ ის
ჰიტლერი	ჰიტლერ ი
გასატეხად	გასა ტეხა დ
ზედამხედველობა	ზე და მხედ ველ ობა
ვუთხარი	ვ უთხარი
მხრივაც	მხრივ აც
რაინისა	რაინ ის ა
ძაღლს	ძაღლ ს
მოიკიდა	მო იკი და
სამინისტროში	სა მინ ის ტრო ში
სხეულების	სხეულ ების
ტრადიციებზე	ტრადიც ი ებზე
მშრალ	მშრალ
უნგრელთა	უნგრ ელთა
ურევია	ურევ ია
დასცილდა	და სცილდ ა
ფანგორნის	ფან გორ ნის
თვეზე	თვე ზე
თალიბანის	თა ლიბან ის
საბჭოელებს	სა ბჭო ელ ებს
სარამაკას	სა რამა კას
იგება	იგ ება
პუშტუნების	პუშტუ ნები ს
არამეული	არამე ული
აბორიგენები	აბორიგენ ები
დამალოს	დამალ ოს
მოცურავე	მო ცურავ ე
დაკვირვებისათვის	და კვირვ ების ათვის
ყავდათ	ყავ დათ
შესწირეს	შე სწირ ეს
გაუარესება	გა უარეს ება
ბიძინა	ბიძ ინა
რუმინეთში	რუმინ ეთში
სერვეტი	სერვ ეტი
მისით	მის ით
იანვარში	ი ან ვარ ში
ნაზ	ნაზ
მდელოებზე	მდელო ებზე
აღმოსავლეთს	აღმ ოსავლეთ ს
რედაქციას	რედაქც იას
კადრი	კადრ ი
რაიტს	რაიტ ს
დამყარებას	და მყარ ებას
ვილი	ვილი
ხუროთმოძღვრება	ხუ როთმოძღვრ ება
ავადმყოფს	ა ვადმყოფ ს
მარტსა	მარტ სა
ფესვის	ფესვ ის
თავისზე	თავის ზე
არქივების	არქივ ების
უღელტეხილიდან	უღელტეხილ იდან
დამნაშავეები	დამნაშ ავე ები
მოს	მო ს
აერთიანებთ	ა ერთიანებ თ
იურული	იურ ული
პალეოლითში	პალეო ლით ში
დასრულდება	და სრულ დება
კულტების	კულტ ების
ბუნებით	ბუნ ებით
რძით	რძ ით
ეროვნებისა	ეროვნ ების ა
დომენს	დომენ ს
ატარებენ	ატარ ებენ
აღმართა	აღმართ ა
მარტის	მარტ ის
სასიგნალო	სა სიგნა ლო
აბსურდული	აბსურდ ული
იერუსალიმს	ი ე რუსალიმ ს
ქართველის	ქართველ ის
წყლებით	წყლ ებით
ტურიზმი	ტურიზმ ი
თავშესაფრის	თავ შესა ფრ ის
ძეგლად	ძეგლ ად
ცხიმოვან	ცხიმ ოვან
გრეი	გრეი
ხერხდებოდა	ხერხ დებოდ ა
აფხაზეთსა	აფხაზ ეთსა
გენერალური	გენერალ ური
მხარეს	მხარე ს
დაავადებით	და ავად ებით
წუთს	წუთ ს
ემყარებოდა	ე მყარ ებოდა
შეურიგდა	შეუ რიგ და
გადაშენება	გადა შენ ება
ბაიკალი	ბაიკალ ი
შეკუმშვას	შე კუმშ ვას
საბადოებზე	საბადო ებზე
წარწერებით	წარწერ ებით
ფანჯრებით	ფანჯ რ ებით
ელოდა	ელოდ ა
სკვერი	ს კვერ ი
მაქედან	მ აქედან
შელის	შე ლის
თორინის	თორინ ის
სისხლით	სისხლ ით
ანატოლი	ანატო ლი
შემოღებით	შემო ღებ ით
გასასვლელად	გა სა სვლელ ად
მინისტრია	მი ნისტრ ია
პარმას	პარ მა ს
უბერავს	უ ბერ ავს
ლამუს	ლამ უს
გამარჯვებულებს	გა მარჯვ ებულ ებს
ცოდვათა	ცოდვ ათა
მოპირდაპირე	მო პირდაპირ ე
ებრძვის	ებრძ ვის
სიგანეში	სიგანე ში
სიმპსონი	სიმპ სონი
საქმიანობად	საქმ იანობ ად
ნათქვამია	ნა თქვა მია
ქუსლის	ქუსლ ის
ფასდაუდებელი	ფას დაუ დებ ელი
ეპარქიის	ეპარქი ის
მოღვაწენი	მოღვაწ ენ ი
განსახორციელებლად	გან სა ხორციელ ებლად
მოსაზრებების	მო საზრ ებები ს
მოიგერიეს	მო იგერი ეს
ორიონის	ორი ონის
უცხოპლანეტელი	უცხო პლანეტ ელი
გამარჯვებისთვის	გა მარჯვ ების თვის
გაუქმებულად	გა უქმებ ულად
ფარიაბის	ფარ ი ა ბის
დათანხმდნენ	და თანხმდ ნენ
იწოდებოდა	ი წოდებ ოდა
დასთანხმდა	და ს თანხმდ ა
ინგლისისა	ინგლ ის ი ს ა
სალამური	სა ლამურ ი
დინებების	დინ ებები ს
ბალისტიკური	ბალი სტიკ ური
გაიზიარა	გა იზიარ ა
კვანტური	კვან ტური
ალბათობა	ალბათ ობა
ტექსტში	ტექსტ ში
განდევნის	გან დევნ ის
ცხენებზე	ცხენ ებზე
სამფლობელო	სა მფლობელო
პლიოცენის	პლი ოცენ ის
ნივთიერებით	ნივთიერ ებით
აჰმედი	ა ჰმედ ი
კონტინენტალური	კ ონტინენტ ალური
მასუდ	მა ს უდ
სადოქტორო	სა დოქტ ორო
ეგნატეს	ეგნატ ეს
ულტრაიისფერ	ულტრა ი ის ფერ
უარით	უარ ით
მოწინააღმდეგენი	მო წინააღმდ ე გენი
კონვენციის	კონ ვენცი ის
სამხრეთისაკენ	სა მხრეთი საკენ
სანაპირომდე	სანაპირო მდე
ბიოგრაფიაში	ბი ოგრაფი ა ში
თვისებას	თვის ებას
მანგანუმის	მან გან უმის
თქმულების	თქმულ ების
დიეტა	დიეტ ა
მემკვიდრეები	მე მკვიდრე ები
ბიზნესმენ	ბიზნ ესმენ
წინასიტყვაობით	წინა სიტყვა ობით
წინსვლა	წინ სვლა
პრაისი	პრაისი
დაეარსებინა	დაე არს ებინა
ღეროსა	ღერო სა
გამიზნული	გა მიზნ ული
წყალსადენი	წყალ სა დენი
ორში	ორ ში
უფლების	უფლებ ის
კლეოპატრა	კლეოპატრა
მიიჩნევს	მიიჩნე ვს
შემდეგია	შე მდეგ ი ა
სისტემით	ს ისტემ ით
აეროპორტის	აერო პორტ ის
დამპალ	დამ პალ
ვედური	ვედურ ი
იძულებულია	ი ძულებ ულია
ფანტასტიკის	ფანტა სტიკ ის
ჭიათურიდან	ჭიათუ რიდან
სპორტულ	ს პორტ ულ
ხელუხლებლად	ხელუხლ ებლად
ხეთური	ხეთ ური
იდრის	იდრ ის
შებრუნდა	შე ბრუნ და
ჩარევას	ჩარევ ას
სააპელაციო	სა ა პე ლაციო
იტალიკების	იტალი კ ების
დანაშაულები	დანა შაულ ები
უბე	უბე
ანალოგი	ანალოგ ი
მზადყოფნა	მზად ყოფ ნა
ჰოვარდი	ჰო ვარდ ი
გოლოვინის	გოლ ო ვინ ის
ბიბლიოთეკიდან	ბიბლიო თეკ იდან
მატჩამდე	მატჩ ამდე
გარღვეულია	გა რღვე ულია
პერიოდისა	პერიოდ ი სა
სახეც	სახე ც
ტექსტილის	ტექსტ ილი ს
იმიტომაც	ი მიტომაც
მოსულის	მო სული ს
უწყებას	უწყ ებას
თეოდენს	თეო დენს
ეტანება	ეტა ნება
დისტრიბუცია	დისტრი ბუცი ა
რიგიდან	რიგ იდან
აფეთქებისას	ა ფეთქ ების ას
აჭარისწყლის	აჭარ ის წყლ ის
ბერული	ბერ ული
არისტოკრატთა	არისტოკრა ტთა
გამოცემების	გამო ცემ ების
ჩადგა	ჩა დგა
გატარებას	გა ტარ ებას
დაათვალიერა	და ა თვალ იერა
ქვაბში	ქვაბ ში
სამუშაოც	ს ა მუშ ა ოც
თორნიკე	თორ ნიკე
რეპერტუარში	რეპერ ტუარ ში
წადიო	წადი ო
თანხლებით	თანხ ლებით
დამოკიდებულებაში	და მო კიდებულ ება ში
კოლონიის	კოლონ ი ი ს
მალავდნენ	მალ ავდნენ
სიუხვის	სიუხვ ის
იმ	იმ
შესაძენად	შესა ძენ ად
ბაზრობათა	ბაზრ ობათა
სადიაკვნე	სა დიაკვნ ე
ბორნის	ბორნ ის
მმართველობამ	მ მართველ ობამ
იურიდიული	იური დი ული
განავალი	გან ა ვალი
ამგვარ	ამ გვარ
პეროქსიდი	პერ ოქსიდ ი
გავლენისგან	გა ვლენ ისგან
ქობულეთიდან	ქობულ ეთ იდან
დამარცხება	და მარცხ ება
