გამოსხივება	გამო სხივებ ა
საგრაფოებს	საგრაფ ო ებს
მიმდინარეობას	მი მდინარეობ ას
მაღლობზე	მაღლ ობ ზე
ფერდობი	ფერდ ობ ი
მოუხდათ	მო უხ დათ
ლევანს	ლე ვან ს
ბერგერი	ბერგ ერი
საუკუნეა	საუკუნე ა
თავკაცობდა	თავ კაც ობდა
კონსულტანტი	კონსულ ტანტ ი
მობეზრდა	მობე ზრდ ა
ჩაგდებული	ჩა გდებ ული
პროცედურებს	პროცე დურ ებს
შენობას	შენ ობ ას
შევსებით	შე ვსებ ით
ადამიანს	ა დამიან ს
მდინარეებთან	მდინარე ებ თან
დასახელების	დასა ხელებ ის
ინგ	ინგ
გარეგნობას	გარეგნ ობ ას
ზაქარიას	ზა ქარ იას
რცხილის	რც ხილ ის
სახითაა	სა ხ ითაა
წარმონაქმნს	წარმონა ქმნ ს
ჟუანი	ჟუ ან ი
შეწყდეს	შე წყდ ეს
ბორდოში	ბორ დო ში
წერტილებს	წერ ტილ ებს
ნეიმარის	ნეი მარ ის
მტკნარი	მტკ ნარ ი
სერიაზე	ს ერი აზე
ბუჩქნარებს	ბუჩქ ნარ ებს
გამოაძევეს	გამოა ძევ ეს
დარეგისტრირებული	დარეგისტრ ირ ებული
ცოდვად	ცოდ ვ ად
პარიტეტული	პარ იტეტ ული
რაციონალიზმი	რა ციონალიზმ ი
ფედერაციებს	ფედერ აცი ებს
რაში	რ აში
საათობით	სა ათ ობით
ღერძულ	ღე რძ ულ
ნისლეული	ნისლ ეულ ი
ვერსიიდან	ვერ სი იდან
სნაიპერის	სნაი პერ ის
ლევინი	ლევ ინ ი
ბერძენი	ბერ ძენ ი
განარჩევენ	განა რჩევ ენ
მიდგმულია	მი დგმ ულია
ყველაფერი	ყველა ფერ ი
რეკონსტრუქციას	რეკო ნსტრუქცი ას
ეკონომიკისთვის	ეკ ონომიკ ისთვის
გამწვავებული	გამ წვავ ებული
კრიზისების	კრი ზის ების
დაუნი	და უნ ი
დოკუმენტების	დოკუ მენტ ების
ემინემი	ემინ ემ ი
ტერიტორიალური	ტერიტორი ალური
პაველი	პა ველ ი
ნოტების	ნოტ ების
კომუნების	კომ უნ ების
ტურებზე	ტურ ებზე
ბეთანიის	ბეთ ანი ის
ქვერიგისა	ქვე რიგ ისა
თეოდორემ	თეო დორ ემ
ამბავში	ამბ ავ ში
კოლაჟი	კოლ აჟ ი
ბერილიუმი	ბერილი უმ ი
ალბუს	ალ ბუ ს
მესა	მე ს ა
შევჩენკოს	შევჩენ კო ს
მკვლევრები	მკვლე ვრ ები
მარჯნული	მარ ჯნ ული
წარწერებიდან	წარ წერებ იდან
დაუზიანებელი	დაუ ზიანებ ელი
დოკუმენტის	დოკუ მენტ ის
მოქნილი	მოქნ ილ ი
დელეგაცია	დელეგ აცი ა
პატიოსანი	პატი ოსან ი
წყალთან	წყალ თან
სძლია	სძ ლი ა
გრანდ	გრან დ
გიგზს	გი გზ ს
გვიხატავს	გვი ხატავ ს
ლიკვიდაციის	ლიკვიდ აცი ის
ბაგრატიონთა	ბაგრატ იონ თა
ჯადოქრები	ჯადო ქრ ები
მინიმალური	მინიმ ალურ ი
ჯაზური	ჯა ზ ური
ბეტონის	ბე ტონ ის
კოჰორტა	კოჰორ ტ ა
ამოწურა	ამო წურ ა
სიდიდე	სიდიდ ე
მკლავები	მკლავ ები
დანგრევას	და ნგრევ ას
ნამუშევრებზე	ნამუშევ რებ ზე
აღმატებული	აღ მატებ ული
განადგურდა	გა ნადგურდ ა
გამოწვეული	გამო წვეულ ი
შეტაკებისას	შეტაკ ებ ისას
ნეკრესის	ნეკ რეს ის
აპოგეას	აპო გე ას
სეიანუსი	სე იან უსი
ჩანაცვლება	ჩ ანაცვლებ ა
კორპუსები	კორპ უს ები
რელიგიაზე	რელი გი აზე
კორონაციის	კო რონ აციის
სამიზნის	სა მიზნ ის
ერთადაც	ერთ ადაც
ბრიტანეთის	ბრიტან ეთ ის
განტოლება	განტო ლებ ა
დახარისხება	და ხარისხ ება
ეტაპობრივად	ეტაპ ობრივ ად
გადაწვა	გადა წვ ა
მითითებით	მი თითებ ით
აზიური	აზი ური
არათანაბრად	არა თანაბრ ად
ორგანიზაციამ	ორგანიზაცი ამ
დაუსვეს	დაუს ვ ეს
გამოსახავდა	გამოსა ხავ და
ალბომებში	ალბომ ებ ში
დასაკვირვებლად	დასა კვირვებ ლად
დაყუდებული	დაყუ დებ ული
პოლს	პოლ ს
სპეციალობის	სპეცი ალობ ის
სტეპური	სტ ეპ ური
სიმღერებისგან	სიმღერ ებ ისგან
მაღაზიაში	მაღ აზი აში
დებიუტის	დებიუტ ის
ფილოსოფიამ	ფილოსოფ ი ამ
ესწრაფოდა	ე სწრაფ ოდა
ბაროკოს	ბარ ო კოს
პირობითი	პირ ობით ი
მონა	მო ნ ა
საბადოები	სა ბადო ები
ცეკვავს	ც ეკვ ავს
ხარისხობრივი	ხარისხ ობრივი
ჭალაში	ჭ ალ აში
მოკავშირეების	მო კავშირე ების
დუშეთის	დ უშეთ ის
დაგორ	და გორ
დამზადებისას	და მზადებ ისას
ლოცულობს	ლოც ულობ ს
მიიჩნევა	მიიჩ ნევ ა
ნაწარმოებებზე	ნაწარმო ებებ ზე
რუხ	რუ ხ
შენაძენია	შენა ძენ ია
მენშევიკური	მენშე ვიკ ური
კიდურებით	კიდ ურ ებით
დგებიან	დგ ებიან
მცხეთის	მც ხეთ ის
აბსოლუტურად	აბსოლუ ტურ ად
გაწევრიანების	გა წევრიან ების
სიფრთხილე	სი ფრთხილ ე
მოლოდინი	მო ლოდინ ი
ფინალურ	ფინალ ურ
სახელმწიფოსა	სახელმწიფ ო სა
ვერტმფრენი	ვერტ მფრენი
მარტინ	მარტ ინ
ასპირანტურის	ასპირ ანტურ ის
ჯანელიძე	ჯან ელიძ ე
კაიზერი	კაი ზერ ი
რსდმპ	რსდმ პ
პალმის	პალ მ ის
ტელესერიალებში	ტელე სერიალ ებში
აღმოუჩინა	აღმო უჩინ ა
ინდივიდუალურ	ინდივიდუ ალურ
წიწვოვანი	წიწვო ვან ი
დოს	დო ს
მრეწველმა	მრეწველ მა
მტკიცებულებას	მტკიც ებულებ ას
იკეთებენ	ი კეთებ ენ
კონცხთან	კონ ცხ თან
ნეიმარს	ნეი მარ ს
ერთს	ერთ ს
მატარებელია	მატარ ებელ ია
საუკუნოვან	საუკუნ ოვან
არეალი	არე ალ ი
ფსიქიატრიის	ფსიქია ტრი ის
იონებს	იონ ებს
ნამუშევარს	ნა მუშევარ ს
ჰიპოთეზა	ჰიპოთ ეზ ა
ხაზის	ხაზ ის
კლაუდიო	კლაუ დიო
აღმოცენებული	აღმ ოცენ ებული
როდრიგესი	როდ რიგ ესი
წინასწარმეტყველება	წინა სწარმეტყველ ება
მონაცემებით	მონა ცემ ებით
მათმა	მა თ მა
ქვრივის	ქვრივ ის
სიგნალს	სიგნალ ს
სტრუქტურაზე	სტრუქტურ აზე
განიხილავდნენ	განი ხილ ავდნენ
აღმოჩენიდან	აღმო ჩენ იდან
თუთხალია	თუთ ხალია
შავიშვილი	შავ იშვილი
გაგრძელებაა	გა გრძელებ აა
მეფისნაცვალი	მეფისნა ცვალ ი
მარიანას	მა რიან ას
ოლიმპიადების	ოლიმპი ად ების
ხანძარი	ხანძ არ ი
კატაკლიზმები	კატაკლ იზმ ები
სამ	სა მ
კავსაძე	კ ავს აძე
რაჭაში	რა ჭ აში
ავტობუსი	ავტო ბუს ი
მოცულობით	მოც ულობ ით
კოლონია	კოლონი ა
ნუნუ	ნუ ნუ
გამოსახვა	გამო სახვ ა
სექსით	ს ექს ით
წამოიღებ	წამო იღ ებ
ნულს	ნ ულ ს
პროკურორის	პროკურ ორ ის
ანთროპოლოგიურ	ანთროპო ლოგი ურ
სირთულეებს	სირთულ ე ებს
ცდა	ცდ ა
უჯრედთა	უჯრედ თა
გამეფდა	გა მეფ და
ციფრის	ცი ფრ ის
ბაზიდან	ბაზ იდან
ნადირობისას	ნადირ ობ ისას
სავანის	სა ვან ის
დინებას	დინ ებ ას
მადლი	მადლ ი
პროდიუსერად	პროდიუსერ ად
ხელოვნებაში	ხელ ოვნებ აში
ტრილოგიას	ტრი ლოგი ას
აღიარა	აღ იარ ა
აღიმართება	აღ იმართ ება
გაყოლებით	გა ყოლ ებით
ფენტეზი	ფენ ტეზ ი
მეცნიერს	მეცნიერ ს
ცერემონიალები	ცერემონი ალ ები
იზოლირებულ	იზოლ ირებულ
მდგომარეობამდე	მდგომარე ობ ამდე
ხილით	ხილ ით
დასაღწევად	დასა ღწევ ად
წითელს	წითელ ს
ყოფილიყოს	ყოფილ იყო ს
გაზაფხულიდან	გა ზაფხულ იდან
ქაბულში	ქა ბულ ში
სერიიდან	ს ერი იდან
ავტორს	ავტორ ს
ორაკულმა	ორა კულ მა
საექიმო	საე ქიმ ო
გაიგოს	გა იგ ოს
ფარერებზე	ფარ ერ ებზე
მიძღვნილი	მიძღვნი ლ ი
წოდებრივი	წოდებ რივი
მაჟორიტარულ	მაჟორი ტარ ულ
დიზრაელი	დიზრა ელი
მკურნალი	მკურნალ ი
ტელეწამყვანი	ტელეწამ ყვან ი
უფალთან	უფალ თან
წუთიან	წუ თ იან
მხარეებში	მხარე ებში
სკამი	ს კამ ი
ვიქეიფოთ	ვიქე იფ ოთ
დევნიდა	დევ ნი და
ლუდოვიკო	ლუდო ვიკ ო
ფოტოებს	ფო ტო ებს
ინფიცირება	ინ ფიცირებ ა
ფირალები	ფი რალ ები
გერმანისტიკული	გერმანი სტიკ ული
აღიქვამდნენ	აღიქვა მ დნენ
ინგლისურენოვან	ინგლისურ ენოვან
გაამძაფრა	გაა მძაფრ ა
სეზონები	სე ზონ ები
სუფრის	სუ ფრ ის
შეემცირებინათ	შეემცირე ბინ ათ
ჯანაშიას	ჯან აშია ს
უდინეზეში	უდინ ეზე ში
ოკეანეს	ოკეან ეს
ლინგვისტიკის	ლინ გვისტი კის
მონაცემით	მონა ცემ ით
ოკეანე	ოკეან ე
დენა	დენ ა
მთისძირში	მთის ძირ ში
წყევლა	წყევლ ა
თემო	თემ ო
გამოხატა	გამო ხატ ა
კრემაცია	კრემ აცი ა
მალაის	მალა ი ს
ლაზისტანის	ლაზი სტან ის
პოვნის	პოვნ ის
ბაქრაძეს	ბაქ რაძ ეს
მილანში	მი ლან ში
შებრუნებული	შე ბრუნებ ული
ირანელი	ირან ელ ი
იცოდა	იც ოდ ა
სტენლი	სტენ ლ ი
უფლებამოსილია	უფლებამო სილ ია
შეხებისას	შე ხებ ისას
აღსდგა	აღ სდგ ა
დასახლებულა	და სახლებულ ა
იონი	ი ონი
იქცეს	იქც ეს
ცენტრალურ	ცენტრ ალურ
აკვანს	ა კვან ს
უმეტესობა	უმეტეს ობ ა
კონტინენტზე	კონტინენტ ზე
მაროკოს	მა როკო ს
ხეებზე	ხე ებ ზე
მერანი	მ ერ ანი
გასპარ	გა ს პარ
უძლებდა	უ ძლ ებდა
გახურებული	გახურ ებ ული
მრავალრიცხოვან	მრავალ რიცხოვან
შერწყმულია	შე რწყმ ულია
თოთიბაძე	თოთი ბაძ ე
აჯილდოებენ	ა ჯილდო ებენ
ბელერიანდში	ბელერი ანდ ში
მაგნეტო	მაგ ნეტ ო
მუდმივი	მუდმი ვ ი
ურთიერთდაკავშირებული	ურთიერთდა კავშირებ ული
ხრუშჩოვმა	ხრუშჩ ოვ მა
ჩვევების	ჩვე ვ ების
პანტოკრატორის	პანტოკ რატორ ის
თანაცხოვრების	თანა ცხოვრებ ის
რას	რას
სიტყვებზე	სიტყვ ებ ზე
კედლიდან	კედ ლ იდან
თვითღირებულება	თვით ღირებულ ება
ფსიქოლოგმა	ფსიქ ოლოგ მა
ოსმალეთის	ოსმ ალეთ ის
მეისონმა	მე ისონ მა
იარაღად	იარაღ ად
მსგავსებისა	მსგავს ებ ისა
კვიპროსში	კვი პროს ში
აქვეა	ა ქვე ა
სევერუსის	სევე რუს ის
წარმოსახვა	წარმო სახვ ა
გადაბმულად	გადა ბმულ ად
ჩეროკებს	ჩერ ოკ ებს
მზის	მ ზ ის
პირიქით	პირ იქ ით
ადამიანზე	ა დამიან ზე
მოვალეობების	მოვალ ეობ ების
გარანტიას	გარ ანტი ას
ორკლასიანი	ორკლას იან ი
ეხება	ე ხ ება
გაერთიანებულნი	გა ერთიანებ ულნი
მნიშვნელოვანი	მ ნიშვნელოვან ი
კონფლიქტებს	კონფლიქ ტ ებს
ახალგორის	ახალ გორ ის
რაიხსტაგი	რაიხსტ აგ ი
ერთეულების	ერთე ულ ების
არაბეთისა	არა ბეთ ისა
მოაწყდა	მო აწყ და
წინაპრად	წინა პრ ად
კორპუსი	კორპ უს ი
დასასრული	დასა სრულ ი
შეკვეთების	შე კვეთ ების
სადამ	სა დ ამ
ფაქტი	ფაქტ ი
ნაგებობებთან	ნაგებ ობ ებთან
განაყოფიერება	განა ყოფიერებ ა
ისიც	ის იც
ნოტები	ნო ტებ ი
სისქისაა	სის ქ ისაა
კრიპტოსისტემა	კრიპტო სისტემ ა
საწარმოებს	სა წარმო ებს
ძველს	ძველ ს
დაკიდული	და კიდ ული
საკურსო	სა კურს ო
ინდოეთსა	ინდო ეთ სა
ოჯახთან	ოჯახ თან
ისაა	ის აა
მერგელებით	მერ გელ ებით
ბერიმ	ბერ იმ
გაიყინა	გა იყ ინა
წაუკიდეს	წა უკიდ ეს
ჟანრების	ჟანრ ების
ბავარია	ბ ავარი ა
ფიქრობდნენ	ფიქრ ობ დნენ
ბურგერ	ბურგ ერ
გულზე	გულ ზე
დასასჯელად	დასა სჯელ ად
ზედაპირებს	ზედა პირ ებს
თვალსაზრისს	თვალს აზრ ისს
დაგროვილი	და გროვ ილი
გადახტა	გადა ხტ ა
დაანგრია	და ანგრი ა
სვიმონ	სვ იმონ
ტეტის	ტეტი ს
განხორციელდა	გან ხორციელდ ა
რუსთავს	რუს თავ ს
ინტერაქტიული	ინტერ აქტი ული
შვიდივე	შვიდ ივე
კარიერი	კარ იერ ი
ბაზილიკაში	ბაზილ იკ აში
კიბის	კი ბ ის
ხარჯების	ხარჯ ების
სიუხვით	სი უხვ ით
რეგულირებას	რეგულირ ებას
დაადგა	და ადგ ა
პროფესორმა	პროფეს ორ მა
ინტერში	ინტერ ში
აგროვებდა	ა გროვებ და
ფეოდალები	ფეოდალ ებ ი
მდინარეებით	მდინარე ებ ით
ლიზინგის	ლიზ ინგ ის
თოთხმეტი	თოთხმეტ ი
აღთქმის	აღ თქმ ის
ბილ	ბილ
დაამატეს	დაა მატ ეს
ვახტანგ	ვახტ ანგ
უცვლელია	უ ცვლელ ია
კონგოში	კონ გო ში
ემორჩილებიან	ემო რჩილებ იან
ირლანდიას	ირ ლანდი ას
პროგრესი	პრო გრეს ი
ტანჯვა	ტანჯვ ა
ბალტიმორში	ბალტიმო რ ში
თასი	თა ს ი
გასაფართოებლად	გასა ფართო ებლად
ფესტივალის	ფესტივალ ის
კონკისტადორებს	კონკისტა დორ ებს
გალავანთან	გალა ვან თან
კალოს	კალ ოს
სადილად	სა დილ ად
გაათავისუფლა	გაა თავისუფლ ა
თმას	თ მ ას
გულშემატკივრის	გულშემატკი ვრ ის
ლევანმა	ლე ვან მა
მეტსახელია	მეტ სახელ ია
აფთარი	აფთ არ ი
წარმოებული	წარმოებ ული
მარცხნივ	მარცხ ნი ვ
დაპირისპირებამ	დაპირისპირ ებ ამ
კალმით	კალ მ ით
უმაგრებდა	უ მაგრებ და
პატივის	პატივ ის
ესმით	ეს მ ით
იდაყვის	იდა ყვ ის
ანდრეას	ანდ რე ას
გადმოცემებში	გადმო ცემ ებში
მაიერი	მა იერ ი
გაუვალ	გა უვალ
ტიბერიუს	ტიბერ იუს
სასკაჩევანის	სასკა ჩევან ის
არჩილს	ა რჩილ ს
მხატვარმა	მხატვ არ მა
გრამფირფიტა	გრამ ფირფიტ ა
ფარავს	ფარავ ს
ხასიათიდან	ხასიათ იდან
საპატიო	სა პატი ო
გამოდგება	გამო დგ ება
ცვლადის	ცვლ ად ის
პაუელმა	პაუ ელ მა
უბან	უ ბან
ფონდმა	ფონ დ მა
ჰიმნის	ჰიმ ნ ის
ფორმირებისას	ფორმირებ ისას
ესპანელთა	ესპან ელ თა
წყალტუბო	წყალტუ ბო
ღამის	ღამ ის
აზევების	აზე ვებ ის
დასაპყრობად	დასა პყრობ ად
კანონიკური	კანონ იკურ ი
მხატვრობის	მხატვ რობ ის
კორსო	კორ სო
მელიქ	მელ იქ
სპარსელ	სპარს ელ
პოპულარიზაციაში	პოპულარ იზაცი აში
აღმოაჩენს	აღმოა ჩენ ს
ლიპტონის	ლიპ ტონი ს
უწყლო	უწყ ლო
კავშირი	კავშირ ი
გეგმაზომიერად	გეგმა ზომიერ ად
ჯორდანმა	ჯორ დან მა
მასური	მას ური
კლუბებსა	კლ უბ ებსა
გოლის	გოლ ის
მიახლოებითი	მი ახლოებ ითი
გლუვია	გლუ ვ ია
ასოსაგან	ა სო საგან
თომასის	თო მას ის
სანსკ	სა ნ სკ
თითების	თით ების
სეტყვა	სე ტყვ ა
ჩასული	ჩა სულ ი
კლიმატის	კლი მატ ის
დედოფალი	დედოფ ალ ი
მუნიციპალიტეტებში	მუნიციპალ იტეტ ებში
ოსმალების	ოს მალ ების
ფეხით	ფეხ ით
ხაშურის	ხა შურ ის
მოღალატეს	მო ღალატ ეს
წესზე	წეს ზე
ბარტი	ბარ ტ ი
ჰენრის	ჰენ რი ს
რომლიც	რომ ლ იც
სტატიებში	სტა ტი ებში
მოკვდებოდა	მო კვდ ებოდა
ჩარიცხა	ჩა რიცხ ა
ვანო	ვან ო
ღვთაებებს	ღვთა ებ ებს
ქვემოთ	ქვემო თ
ბაცი	ბ აცი
განვითარებაზე	გან ვითარებ აზე
უხერხემლოთა	უხერხემლ ო თა
დისკში	დისკ ში
სწამდათ	ს წამ დათ
კერესელიძე	კერეს ელ იძე
მკერდი	მკერდ ი
დავამთავრეთ	დავა მთავრ ეთ
სააგარაკო	სა აგ არაკო
პარტიზანული	პარტიზ ან ული
ნაშრომში	ნა შრომ ში
საზონათშორისო	საზონათ შორის ო
ცენტრსა	ცენტრ სა
ყოველწლიურად	ყოველ წლიურ ად
ავლენდა	ა ვლენ და
იგნორირება	იგნორ ირებ ა
დაქორწინებულიყო	დაქორწინ ებულ იყო
თვითმფრინავს	თვითმ ფრინავ ს
მაკედონელმა	მაკედონ ელ მა
ვიყავით	ვი ყავ ით
სიმაღლით	სი მაღლ ით
ფაბიუს	ფაბ იუს
მანდატით	მანდატ ით
დააანონსა	დაა ანონს ა
პლაზმური	პლაზმ ური
დაფეხმძიმდა	დაფეხ მძიმ და
შეერწყნენ	შეე რწყ ნენ
ძვირფასი	ძვირფას ი
დაეპყრო	და ეპყრ ო
ვორმსის	ვორ მს ის
აიაქსმა	აია ქს მა
ბრუნვით	ბრუნ ვ ით
დედოფალ	დედოფ ალ
რიტუალია	რიტუალ ია
აზნაურის	ა ზნაურ ის
იწერდა	ი წერ და
დედაა	დ ედ აა
ქალად	ქა ლ ად
დამიწყებს	დამ იწყ ებს
მუშაობის	მუშაობ ის
სამთა	სა მთ ა
დეპუტატმა	დეპუ ტატ მა
თქმას	თქმ ას
მათივე	მა თ ივე
მტკიცდება	მტკიც დება
საქციელი	საქცი ელ ი
გრძნობს	გრძნობ ს
კურსდამთავრებულთა	კურსდამთავრ ებულ თა
ცეცხლიდან	ცეცხლ იდან
მაისში	მა ის ში
სარკეში	სა რკე ში
ჭამდა	ჭამ და
მოლეკულას	მოლე კულ ას
ხაზები	ხაზ ები
შუა	შუა
დაკიდებული	და კიდებულ ი
დახმარებას	და ხმარებ ას
ზომიერია	ზომიერ ია
თავდასხმებით	თავდას ხმ ებით
მატარებლებს	მატარ ებლ ებს
სამკლაური	სამ კლა ური
განიცდის	განიც დი ს
ითვისებს	ითვის ებ ს
სატრფოს	სატრფ ო ს
ხალდის	ხალ დ ის
მიაწოდეს	მია წოდ ეს
სანგრების	სა ნგრ ების
ყინულით	ყინულ ით
ჟანგბადთან	ჟანგ ბად თან
ვირის	ვ ირ ის
ცხენისწყლის	ცხ ენ ისწყლის
ძალებს	ძალ ებს
ველოსიპედი	ველოსიპედ ი
ბარისა	ბარ ისა
თამაშებისათვის	თამაშებ ისათვის
პირველობა	პირველ ობა
ხელმომწერი	ხელმო მწერ ი
გადაჰყავს	გადა ჰყავ ს
მორიელები	მორი ელ ები
შავმიწები	შავ მიწ ები
ვერავის	ვერ ავ ის
მესხეთი	მეს ხეთ ი
გააკეთა	გა აკეთ ა
დამცველი	და მცველ ი
მარტორქა	მარ ტო რქა
პოლონურად	პოლონ ურ ად
კოშკში	კოშკ ში
მოჩვენებები	მო ჩვენებ ები
როტშილდის	როტშ ილ დის
ვარსკვლავების	ვარსკვლავ ების
იქით	იქ ით
ატარებდნენ	ა ტარებ დნენ
აცტეკური	აც ტეკ ური
თევზჭერა	თევზ ჭერ ა
კიდის	კიდ ის
განშორების	გან შორებ ის
ქურთების	ქურ თ ების
სახაზინო	სა ხაზ ინო
გემებზე	გემ ებ ზე
გამოშვებას	გამო შვებ ას
ვიაჩესლავ	ვიაჩე სლავ
ნავარის	ნა ვარ ის
ფირზე	ფ ირ ზე
წაეკითხა	წაე კითხ ა
წარმოადგინეს	წარმო ადგინ ეს
გადასცემენ	გადა სცემ ენ
კანცელარიაში	კანცელ არი აში
ალბას	ალ ბ ას
ლერმონტოვის	ლერმონ ტოვ ის
შებრტყელებული	შე ბრტყელებ ული
ათეულის	ათ ეულ ის
ფედერიკო	ფედერ იკ ო
მაჯის	მა ჯ ის
კურჩატოვის	კურჩა ტოვ ის
დამსახურება	და მსახურებ ა
აღმართულია	აღ მართ ულია
კართაგენელების	კართაგენ ელ ების
აღნიშვნას	აღ ნიშვნ ას
ერისთავმა	ერისთავ მა
ევროკავშირს	ევრო კავშირ ს
სეპარატისტების	სეპარატ ისტ ების
უკმარისობის	უკმარ ისობ ის
გამოსვლაზე	გამო სვლ აზე
უფროს	უფ როს
ქალაქს	ქალაქ ს
სამეწარმეო	სამე წარმე ო
გვიანფეოდალური	გვიან ფეოდალურ ი
მოყვანილია	მო ყვანილ ია
მზითვად	მ ზ ითვად
წარმოქმნისა	წარმო ქმნ ისა
შეუშალოს	შეუ შალ ოს
ულტრაფუძე	ულტრა ფუძ ე
ტაშკენტის	ტაშკ ენტ ის
შელბი	შე ლ ბი
შერთეს	შ ერთ ეს
ახორციელებენ	ა ხორციელებ ენ
განვსაზღვროთ	განვ საზღვრ ოთ
დოკუმენტაცია	დოკუ მენტ აცია
დომ	დომ
პარკებს	პარ კ ებს
პოზას	პ ოზ ას
მოწყობილ	მო წყობილ
სავარჯიშო	სავარჯი შო
ბალაკი	ბალ აკ ი
კატასტროფა	კატასტროფ ა
მელა	მ ელ ა
ვიდეო	ვიდეო
კომენტარებით	კომენ ტარ ებით
აღარაა	აღარა ა
წარწერებია	წარ წერებ ია
ხმელთაშუაზღვის	ხმელთაშუა ზღვ ის
პოემა	პო ემ ა
ეკონომიკური	ეკ ონომიკ ური
ტრაგედიამ	ტრაგ ედი ამ
მათაც	მა თ აც
მიგრაციას	მ იგრაცი ას
ხე	ხე
ბრატისლავის	ბრატი სლავ ის
ხოსეპ	ხ ოს ეპ
მოერიდა	მო ერი და
გაცხოველებული	გა ცხოველ ებული
მოგერიებას	მო გერიებ ას
სახლში	სახლ ში
ახერხებდნენ	ახერხ ებ დნენ
რიტუალურ	რიტუალ ურ
ბაზალტი	ბაზ ალტ ი
მარკას	მარკ ას
გაბაასებაში	გაბაას ებ აში
ფუძეები	ფუძ ე ები
შენგელაია	შენ გელ აია
გულდი	გულ დ ი
იროკეზები	იროკე ზ ები
გოიას	გო ი ას
დაკარგული	და კარგულ ი
მეურნეობისათვის	მეურნეო ბ ისათვის
უცნობია	უ ცნობ ია
გამოყენებით	გამო ყენებ ით
დაიბომბა	დაი ბომბ ა
ეზოში	ეზო ში
სცოდნოდა	ს ცოდნ ოდა
დმიტრი	დმი ტრ ი
ჯგუფისათვის	ჯგუფ ისათვის
წინსვლას	წინ სვლ ას
ნალექები	ნალექ ები
მიჰგვარა	მიჰ გვარ ა
გრაფიკი	გრაფ იკ ი
ურუგვაიმ	ურუ გვა იმ
დაედო	და ედო
სახლით	სახლ ით
ბიძაშვილთან	ბიძ აშვილ თან
ბეთჰოვენის	ბეთჰო ვენ ის
ქმნის	ქმნ ის
ინდუისტური	ინდუ ისტ ური
ასისტენტი	ასისტ ენტ ი
წარმომადგენელია	წარმომა დგენელ ია
მჭიდროდაა	მ ჭიდრო დაა
დაჰყავდათ	და ჰყავდათ
მჯდარი	მჯდარ ი
სიტყვამ	სი ტყვ ამ
ბორნეოს	ბორნ ეოს
მსხვერპლნი	მსხვერპლ ნი
სვიტის	სვ იტ ის
უილიამ	უ ილიამ
გადარჩენაზე	გადა რჩენ აზე
მარცვლეული	მარცვლ ეულ ი
ხაზგასმული	ხაზგა სმ ული
ტყვია	ტყვ ი ა
მიბაძვით	მიბაძ ვ ით
ნაშიერი	ნაში ერ ი
ასრულებს	ა სრულებ ს
შრომებში	შრომ ებში
შეფუთვა	შეფუთ ვ ა
მონახულება	მო ნახულ ება
ალგეთის	ალ გეთ ის
პილოტის	პი ლოტ ის
გამახვილებული	გამახვილ ებულ ი
სიუხვე	სი უხვ ე
ღრუბლიანი	ღრუბ ლიან ი
ვერცხლისფერ	ვერცხლის ფერ
სახელსა	სა ხელ სა
კორიუნის	კორი უნ ის
კონკრეტულ	კონ კრეტ ულ
გვარსა	გვარ სა
ორკესტრისთვის	ორკესტრ ისთვის
ჩამოსული	ჩამო სულ ი
ბრიტანეთს	ბრიტან ეთ ს
წესრიგის	წესრიგ ის
ხმით	ხმ ით
მომთაბარეთა	მომთაბარ ე თა
მალაგასიურ	მალაგა სი ურ
მურაა	მ ურ აა
სისხლიან	სისხლ იან
ლეილი	ლე ილ ი
უფლებამოსილებები	უფლებამო სილ ებები
კვალიფიკაცია	კვალ იფიკაცი ა
წელიწადში	წელ იწ ადში
თხრილის	თხრ ილ ის
დარღვევები	და რღვევ ები
მსხვილია	მსხვილ ია
ხაიამის	ხ აიამ ის
მუშაკად	მუშა კ ად
განხორციელებაში	გან ხორციელებ აში
დარქმევა	და რქმე ვა
იკვებებოდნენ	ი კვებ ებოდნენ
დაშვებულია	და შვებ ულია
უქონლობა	უქონ ლობ ა
მოკვდება	მო კვდ ება
აცნობენ	ა ცნობ ენ
სამხატვრო	სამ ხატვ რო
კოორდინატორი	კოორდინ ატ ორი
შიფრები	შიფრ ები
მინდაუგასის	მინდაუგა ს ის
სადღეღამისო	სა დღეღამ ისო
მიგრაცია	მ იგრაცი ა
კვანტურ	კვ ანტურ
დაემატა	და ემატ ა
განაგებდნენ	განა გებ დნენ
განარისხა	განარი სხ ა
ქვეყნებმა	ქვეყნებ მა
დამარილებული	დამარილ ებულ ი
ხელშეკრულებების	ხელშეკრულებ ების
გარშემორტყმულ	გარ შემორტყმულ
პოსტების	პოსტ ების
ბიოლოგიურად	ბი ოლოგიურ ად
ვაჟისთვის	ვ აჟ ისთვის
მადონა	მა დონ ა
გააპროტესტა	გაა პროტესტ ა
მარადმწვანე	მა რად მწვანე
ცხრილში	ც ხრილ ში
კანდიდატმა	კანდიდატ მა
ბილბაოს	ბილ ბა ოს
ომბუდსმენის	ომბუდ სმენ ის
ჯეისონ	ჯე ისონ
ემორჩილებოდა	ემო რჩილებ ოდა
წასვლის	წა სვლ ის
მოჭადრაკის	მო ჭადრაკ ის
ილორის	ი ლორ ის
სოხუმში	სოხ უმ ში
თავდაუზოგავი	თავ დაუზოგავ ი
