გამოსხივება	გამო სხივ ება
ლეღვს	ლეღვ ს
ხარობს	ხარ ობს
მენინგის	მენინგ ის
აღორძინებისა	ა ღორძინ ების ა
თამაშებს	თამაშ ებს
ძირითადია	ძირით ა დია
ფეოდალს	ფეოდალ ს
გაშვებული	გა შვ ებული
იპარება	ი პარ ება
მტევნის	მტევნ ის
მეტისმეტად	მეტ ის მეტა დ
მთავრული	მთავრ ული
მოკიდება	მო კიდ ება
ალბომს	ალბომ ს
კერუაკის	კერუა კ ის
ძმობის	ძმ ობის
წიაღისეულების	წიაღ ის ე ულ ების
გადაწყვეტა	გადა წყვეტ ა
თივის	თი ვის
ურთიერთობას	ურთიერთობ ას
კომერცია	კომ ერ ცია
სვაზილენდის	ს ვაზი ლენდ ის
იდა	ი და
ლოგიკა	ლოგი კა
იუთუბი	იუთუბ ი
ლითონისა	ლითონ ის ა
რიტუალები	რიტუალ ები
ქსელური	ქსელ ური
ჩასაგდებად	ჩა ს აგდებ ად
ეუფლება	ეუფლ ება
მაგიის	მაგი ის
თესლების	თესლ ების
სამუსიკო	სა მუსიკ ო
მიეღოთ	მი ეღოთ
შეფასებული	შეფას ებული
ცხენოსან	ცხენ ოსან
ჰესის	ჰეს ის
ვმუშაობ	ვ მუშაობ
პაკისტანთან	პაკი ს ტან თან
მჟღერი	მ ჟღერ ი
ნასკას	ნა ს კ ას
ზიარების	ზიარებ ის
ირჩევდა	ირჩევ და
საგუბერნატოროდან	სა გ უბერნატორ ოდან
მუნიციპალიტეტია	მუნიცი პალიტეტ ი ა
კონგლომერატებით	კონგ ლომერატ ებით
ზომებში	ზომ ებში
მინიშნებებს	მი ნიშნებ ებს
დამცველია	და მცველ ი ა
ბერებს	ბერ ებს
აქილევსი	აქილევ სი
ვარაოს	ვარ ა ოს
სადღესასწაულო	სა დღეს ა სწაულ ო
შემთხვევებში	შე მთხვევ ებში
დედამისი	დედა მისი
ელექტრონული	ელექტრო ნული
მართა	მ ართა
დაავადებას	და ავადებ ას
თელავი	თელავ ი
ბარონი	ბარონ ი
ოპერატორი	ოპერ ატორი
შეკრებაში	შეკრ ებაში
ქვეყნდება	ქვეყნ დება
ცაგარელი	ცაგარელ ი
ბადებს	ბად ებს
გარშემოსავლელის	გარ შემო სავლ ელის
დედაქალაქ	დედა ქალაქ
იბრაჰიმ	ი ბრაჰი მ
ვოსტოკის	ვ ო სტოკ ის
ისპაჰანში	ისპაჰ ანში
ფრაზაა	ფრაზ აა
რეჟისორად	რეჟისო რად
აქეს	აქეს
ძალისხმევას	ძალი სხმევ ას
დაეწყო	და ეწყო
ფედერაცია	ფედერ აცია
იქმნა	იქმნ ა
კონსტანტინ	კონსტან ტინ
იმპერატორები	იმპერატორ ები
წერილების	წერილ ების
შემადგენლობის	შე მადგენლ ობის
იხმარება	ი ხმარებ ა
შექმნასთან	შე ქმნ ასთან
ჯეფერსონს	ჯეფერსონ ს
ყალბი	ყალბ ი
სტატიების	სტატი ები ს
გვიამბობს	გვი ამბობ ს
დაპყრობითი	და პყრობ ით ი
დაბნელება	და ბნელ ება
კვეთენ	კვეთ ენ
ეგრისი	ეგრ ის ი
მონუმენტის	მო ნუმენტ ის
რეიხის	რე ი ხის
მართვადი	მართვ ა დი
რეჟიმით	რეჟი მით
პოლუსთან	პოლუს თან
სატრანზიტო	ს ა ტრანზიტ ო
სამაროვნის	სა მა როვნ ის
ამელი	ამ ელი
გარემოებით	გარე მო ებით
პირველზე	პირველ ზე
საშიშ	სა შიშ
ხელთუქმნელი	ხელ თუ ქმნელ ი
უგზავნიდა	უ გზავნი და
შეხვდეს	შეხვ დეს
დაუდგინა	დაუ დგინ ა
პიტის	პიტ ის
გოგრის	გოგრ ის
შესწავლა	შე სწავლ ა
ფალიაშვილი	ფალი აშვილი
გაყიდვებით	გაყიდ ვ ებით
სკვითების	სკვით ების
ამირანში	ამირან ში
კუიავია	კუ ია ვია
ძალაზე	ძალ აზე
უბნების	უბნ ების
მართლა	მართლ ა
მრწამსი	მრწამ სი
უეინმა	უეინ მა
განადგურებული	გა ნადგურ ებული
ქველი	ქვ ელი
ფასადებზე	ფასად ებზე
გაჩენის	გა ჩენ ის
ჰაერი	ჰაერ ი
ლიუბლიანის	ლიუბლი ანის
მტრებთან	მტრ ებთან
არაა	არა ა
ვოლფრამის	ვოლფრამ ის
მიმართულებები	მიმა რთულებ ები
იტყოდა	იტყო და
ლიბანური	ლიბან ური
სისტემებით	სი სტემ ებით
სტელის	სტე ლის
მძაფრი	მძაფრ ი
პროტოტიპს	პროტო ტიპ ს
ნაკვეთების	ნაკვეთ ების
ძირითადმა	ძირით ად მა
ავაწყვე	ავა წყვე
ემოციური	ემოც იური
უცხოეთის	უცხო ეთი ს
გამოჩეკილი	გამო ჩეკ ილი
თავიანი	თავ იანი
შენგენის	შენ გენ ის
ზაფხული	ზაფხუ ლი
ყველამ	ყველა მ
სახელმძღვანელოები	სა ხელმძღვან ელო ები
ცარცის	ცარც ის
ავიღებთ	ავი ღებთ
ეგზარქოსი	ე გზარქო სი
მეთაურის	მეთაურ ის
გულნარა	გულ ნარ ა
მოსპო	მო ს პო
ზოლას	ზოლ ა ს
ფრანგთა	ფრანგ თა
გარდაიცვალნენ	გარდა იცვალ ნენ
ჯვაროსანი	ჯვარ ოსანი
დაიცვას	და იცვა ს
ხერსონის	ხერ ს ონის
ყოვლადწმინდა	ყოვლად წმინდ ა
მანქანებს	მა ნქან ებს
ვინს	ვინ ს
კანარის	კან არ ის
მკითხველმა	მ კითხველ მა
ისტორია	ის ტორია
სამანიდების	სა მანი დ ების
ბიბლიოთეკები	ბიბლიოთეკ ები
კორეა	კორე ა
ჩიქოვანის	ჩიქ ოვანი ს
სომხები	სომხ ები
გასაგები	გა სა გ ები
მემფისში	მემფ ის ში
ტყითაა	ტყ ითაა
გამოეცალა	გამო ეცა ლ ა
ვერსიას	ვერ სი ას
ფორმალური	ფორმ ალური
დისშვილი	დის შვილი
მევენახეობის	მე ვენახ ე ობის
რაბია	რაბი ა
უილი	უილ ი
ლონდინიუმში	ლონდინიუ მ ში
იაღლუჯის	ი აღ ლუ ჯის
მეფეებისა	მეფე ების ა
ასაკზე	ასაკ ზე
მორგოთი	მო რგოთ ი
შესვლა	შე სვლა
ისეა	ის ე ა
ფრედი	ფრედ ი
მწვრთნელები	მ წვრთნელ ები
ასუფთავებენ	ა სუფ თავ ებენ
გააცოცხლა	გა ა ცოცხლ ა
მთვარეზე	მთვარე ზე
დისკოგრაფია	დისკ ოგრაფი ა
დადიანის	და დიან ის
ბრაზილიას	ბრაზ ილი ას
ტირანიის	ტირანი ის
კონსორციუმის	კონს ორცი უმის
ქრონიკა	ქრონიკ ა
გასამართი	გასა მართ ი
ჩანაფიქრის	ჩანა ფიქრ ის
ტუნდრა	ტუნდრ ა
რაკეტები	რაკეტ ები
ორსახლიანი	ორ სახლ იანი
მოსულ	მო სულ
ქვეყანაში	ქვეყა ნა ში
ინტეგრაციის	ინტე გრაცი ის
მიუყვებოდა	მიუ ყვებო და
ხელის	ხელ ის
რევოლუციონერი	რევოლუცი ონ ერი
დაუდგამთ	და უდგა მთ
მწუხარება	მწუხარ ება
უკუღმა	უკუ ღმა
იმეორებდა	იმეორ ებდა
ხატავს	ხატავ ს
შედის	შე დის
წარმოადგენდნენ	წარმო ადგენ დნენ
ნერონმა	ნერ ონ მა
სურვილმა	სურვილ მა
თვითნებობის	თვით ნებ ობის
თარიღს	თარიღ ს
ყაიმით	ყაი მით
მოწამე	მ ოწამე
ფრონეს	ფრო ნეს
ჩემდა	ჩემ და
დაქანებული	და ქან ებული
ზონალობის	ზონ ა ლობის
საფლავებში	სა ფლავ ებში
კამარის	კამარ ის
მეჩქარება	მე ჩქარ ება
ოკლენდის	ოკლენდ ის
კედლებისა	კედლებ ისა
შეიწოვება	შე იწო ვ ება
ბარდის	ბარ დის
გეოპოლიტიკა	გეო პოლიტიკ ა
მბრძანებელი	მ ბრძანებ ელი
პიესების	პიეს ების
ანდაც	ანდ აც
წინაპირობები	წინა პირობ ები
მამამისმა	მამამ ის მა
იმიგრაციის	იმიგრ აციის
დუბლები	დუბლ ები
რეორგანიზაციის	რე ორგანიზაც ი ის
ფუჭდება	ფუჭ დება
სტამბა	ს ტამბ ა
გორგასალს	გორგასალ ს
რეგენტი	რეგენ ტი
დავითს	დავით ს
სამუშაოების	ს ა მუშაო ების
წესრიგში	წეს რიგ ში
ჰარმონიები	ჰარმონი ები
ვანისა	ვანი სა
ისპაჰანის	ისპაჰ ან ის
ვილსონი	ვილ ს ონი
მორებით	მორ ებით
მწერალია	მწერალ ია
კალას	კალა ს
შირაქის	ში რაქ ი ს
კავკასიონზე	კავკა ს ი ონ ზე
საღამოზე	საღა მო ზე
აკეთებდნენ	აკეთ ებდნენ
კაპოტეს	კაპოტე ს
რვაასხუთი	რვა ას ხუთ ი
სინატრამ	სინატრა მ
მაგალითი	მა გალით ი
ვაგონს	ვაგონ ს
ადგა	ად გა
ესპანელებმა	ეს პანელ ებმა
დანარჩენებმა	დანა რჩენ ებმა
დაემტკიცებინათ	დაე მტკიც ები ნათ
ყურადღებაც	ყურადღ ებაც
ადვილია	ადვილ ი ა
როდი	როდ ი
მოზაიკური	მ ოზ ა იკური
პარიზიდან	პარიზ იდან
შეძენის	შე ძენ ის
განსწავლული	გან სწავლ ული
ტექსტებით	ტექსტ ებით
მიწათმფლობელობა	მიწა თმ ფლობელ ობა
გადააწყვეტინა	გადა ა წყვეტ ინა
ზოგიერთ	ზოგიერ თ
სუზან	სუზან
შაკილ	შაკ ილ
გაწყვეტილი	გა წყვეტ ილი
შერლოკ	შე რლოკ
დაგეგმარების	და გეგმარ ების
მივიწყებულ	მი ვიწყ ებულ
რჩებათ	რჩებ ათ
გამოეცხადებინათ	გამოე ცხად ებინა თ
მონასტრები	მონ ასტრ ები
დასის	და ს ის
ფრაქციული	ფრაქცი ული
ტყავს	ტყავ ს
შესრულებულია	შე სრულებ ულია
რომაელებში	რომაელ ებში
თეოდოსიუსის	თეოდო ს ი უსის
მღვდელმსახურთა	მღვდელმ სახურ თა
გადაწყვიტავს	გადა წყვიტ ავს
კომეტა	კო მეტა
ინდუსტრიას	ინდუსტ რი ა ს
მოპოვება	მოპოვ ება
ლორენცის	ლორ ენცი ს
ბალეტში	ბალეტ ში
სარეგენტოდ	სა რეგენ ტოდ
ყვარლის	ყვარ ლის
მემფისის	მემფ ის ის
სემდეგ	ს ე მდეგ
ახალდაბადებული	ახალ დაბად ებული
რტო	რტო
დაიფარა	და ი ფარ ა
დაკარგულ	დაკარგ ულ
პასპორტი	პა სპორტ ი
თანხას	თანხ ას
საცირკო	სა ცირკ ო
დაბლობები	დაბლობ ები
თოკი	თოკ ი
კვერცხებით	კვერცხ ებით
მიწამდე	მიწ ამდე
სასათბურე	სა სა თბურ ე
აღმოჩენილია	ა ღმოჩენ ილია
მსახურის	მ სახურ ის
გაეროში	გა ერ ოში
შეძლონ	შეძლ ონ
საპრემიერო	სა პრემი ერო
სამართალმცოდნეობის	სა მართ ალმ ცოდნ ე ობის
ადმინისტრაციისა	ადმი ნისტრ აციის ა
გვალვას	გვალვ ას
სავალებს	სა ვალებ ს
მეათედ	მეათედ
ბაბილონელებმა	ბაბილონ ელ ებმა
ფოთოლმცვივანი	ფოთოლ მ ცვივა ნ ი
კანადის	კანად ის
გადაადგილებული	გადა ა დგილ ებული
გაფრინდა	გაფრინ და
ძმამ	ძმა მ
მიყენებული	მი ყენებ ული
გამოთვლილი	გამო თვლ ილი
მეფუტკრეობა	მე ფუტკრ ეობა
არგენტინამ	ა რგენტინა მ
ინსტრუმენტს	ი ნსტრუმენტ ს
შუაგულში	შუა გულ ში
ელემენტთა	ელემენტ თ ა
პროექტიც	პროექტ იც
აკაცია	აკ აცია
ზებუნებრივ	ზე ბუნებ რივ
გამოშვერილი	გამო შვერილ ი
სტილით	სტილ ით
დელამანიდის	დელ ა მა ნი დის
რეჟიმში	რეჟი მ ში
მოყვარულია	მო ყვარულ ი ა
წარმატებული	წარმატ ებული
ტექნოლოგიის	ტექნოლოგ ი ი ს
პოლონეთმა	პოლო ნეთ მა
პოლიცია	პოლიცი ა
თანამშრომლობით	თანამშრომ ლობით
ევროპიუმის	ევროპ ი უმის
შეცვლაზე	შე ცვლა ზე
ნალექთა	ნალექ თა
შეირყა	შე ირყა
ეშმაკი	ეშმაკ ი
არგენტინული	არგ ენტინ ული
ბოჰემიის	ბოჰემ ი ის
ემოციურობა	ემოც იურ ობა
თქმის	თქმ ის
კომიციის	კომიცი ის
რე	რე
კონსტრუქციული	კონსტრუქც იული
ასლი	ასლი
არგუმენტების	არგუ მენტ ების
სამერსი	სა მერსი
რწმენას	რწმენ ას
ინტუიციური	ინტუიცი ური
დარგად	დარგ ად
კითხულობ	კითხ ულობ
ხელოსანთა	ხელ ოს ანთ ა
დავწერე	დავწერე
ბანანის	ბანან ის
ვეფხისტყაოსანი	ვეფხ ის ტყ ა ოსანი
სინთეზატორის	სი ნთეზატორ ის
ამბროლაურის	ამ ბროლა ურის
ცოლია	ცოლ ია
ტალღების	ტალღ ების
მიდამოებშია	მი და მო ებში ა
თებერვალს	თებერ ვალ ს
რომთან	რომ თან
აწყობის	აწყ ობის
დადგმული	და დგმ ული
კვების	კვებ ის
ოქტავიანესთან	ოქტავ იან ესთან
ცეოლითები	ცეოლ ით ები
დონალდ	დონალდ
იუდეის	იუდე ის
წერილში	წერილ ში
სექციები	სექცი ები
ფრიდრიხი	ფრიდრიხ ი
ანონიმური	ანონიმ ური
ტემპერატურისა	ტემპერ ა ტური სა
მოიპოვება	მო იპოვ ება
ადამიანიც	ად ამიან იც
ანუბისის	ანუბ ის ის
უცხოპლანეტელები	უცხო პლანე ტე ლები
აფეთქებას	აფეთქ ება ს
მეწინავე	მე წინა ვე
იგდო	იგდო
ჩანდრაგუპტა	ჩა ნდრა გუპტა
როლს	როლ ს
საეჭვოდ	საეჭვო დ
პარფიუმერიაში	პარფიუ მერი აში
თბილი	თბილ ი
ბეკერათის	ბე კერ ათ ის
კუთვნილების	კუთვნ ი ლების
ეშერის	ე შე რის
ორბიტალურ	ორბიტ ალურ
პატრისია	პატრი სი ა
განახლებულ	გან ახლ ებულ
ხალხებმა	ხალხ ებმა
ღონისძიებანი	ღონისძ ი ებანი
ლეოპოლდი	ლეოპოლ დი
ველიდან	ველ იდან
მიკი	მი კი
ვესტას	ვესტ ას
ფრიმენი	ფრი მენი
ბარიერის	ბარიერ ის
მეთაურობის	მეთაურ ობის
ჰობიტების	ჰობიტ ების
პრაქტიკულ	პრაქტიკ ულ
ალეუტების	ალეუტ ების
გავლენას	გა ვლენ ას
თამამი	თა მა მი
ჰელმუტ	ჰელ მუტ
ალპურ	ალპურ
გიუნაშვილის	გიუნ აშვილი ს
სახელმძღვანელოდ	ს ა ხელმძღვან ელოდ
შეუტია	შეუ ტი ა
ბმით	ბმ ით
სეზონი	სეზონ ი
ასოცირდებიან	ასოცირდ ებიან
გათხოვების	გა თხოვ ების
ფისი	ფი სი
პარიზთან	პარიზ თან
საიდან	სა იდან
სვეტების	სვეტ ების
შესასვლელად	შესა სვლელ ად
მორის	მორის
ჭირის	ჭირ ის
კომიქსი	კომიქს ი
იმერეთში	იმერეთ ში
ცოლმა	ცოლ მა
ერისა	ერის ა
ამოღება	ამოღ ება
იონიის	ი ონი ის
ხელმწიფეს	ხელმწიფ ეს
ვიფიქროთ	ვი ფიქრ ოთ
დელე	დ ელე
კონტრაქტების	კონტრაქტ ების
წარმოვიდგინოთ	წარმო ვი დგინ ოთ
დაარტყაო	და არტყ ა ო
ნემსი	ნემ ს ი
ეგვიპტისა	ეგვიპტ ის ა
მოწონება	მო წონ ება
სახელია	სახელ ია
დეპარტამენტში	დეპარტამენტ ში
იქსი	იქსი
დროით	დრო ით
დაიწვას	დაიწვა ს
ექიმ	ექიმ
მიმზიდველი	მიმზიდ ველი
უწოდა	უწოდ ა
პროსპექტზე	პრო სპექტ ზე
ბოლოვდებოდა	ბოლო ვ დებოდა
მალიქი	მალიქ ი
ფუტის	ფუტ ის
ოსტინდოეთის	ოსტ ინდო ეთის
დავურეკო	დავ ურეკ ო
მინისტრები	მი ნისტრ ები
ასოთა	ას ო თა
კუთხეში	კუთხე ში
მანჯურიაში	მანჯ ური აში
ექსპონატები	ექსპ ონატ ები
მარხვა	მარხ ვა
ოჯახებთან	ოჯახ ებთან
დაბადებულმა	დაბად ებულ მა
ტბაში	ტბა ში
დატყვევება	და ტყვევ ება
მამათა	მამა თა
ყუთში	ყუთ ში
პირია	პირ ია
იმიერ	ი მიერ
გოტიკურ	გო ტიკურ
ლეჩხუმის	ლეჩხუ მის
დიალექტით	დ იალექტ ით
ზომიერი	ზომ იერი
ხატვას	ხატვა ს
გენეალოგიური	გენე ა ლოგიურ ი
ლუვრის	ლუვრ ის
ყოველ	ყოველ
ენათმეცნიერთა	ენათ მეცნიერ თა
კანონიერ	კანონ იერ
ქარიშხალმა	ქარიშხალ მა
ზომადი	ზომ ად ი
ჩელსი	ჩელსი
ასლები	ას ლები
ცას	ც ას
რამე	რამე
შემოწმებული	შე მოწმ ებული
მიზეზებს	მიზეზ ებს
ბოლშევიკურ	ბოლშევიკ ურ
უწევდა	უწევ და
სხირტლაძე	სხირტ ლაძე
მკითხველი	მ კითხველ ი
სერიალში	სერიალ ში
გრაფიტი	გრაფი ტი
არჩილ	არჩილ
რეორგანიზაცია	რე ორგანიზაც ია
ლედ	ლედ
სარი	სა რი
სტატიები	სტატი ები
დედალს	დედა ლს
გამოიყენეს	გამო იყენ ეს
ჯომ	ჯო მ
წასვლაზე	წასვლ აზე
ინფექციურ	ი ნფექც იურ
ძემ	ძე მ
მორჩი	მორჩ ი
ვერტიკალურად	ვერტიკ ალურად
იავის	ი ა ვის
ასაკისთვის	ა სა კის თვის
ლოგიკაში	ლოგ ი კაში
გამოტანის	გამო ტან ის
კანადა	კან ა და
ასამდე	ას ამდე
ჩინელი	ჩინელ ი
უსაფრთხოა	უ სა ფრთხო ა
მისდევდა	მი სდევ და
ქვეშაა	ქვეშა ა
შეგროვილი	შე გროვ ილი
გადახურულია	გადა ხურ ულია
ჩასვა	ჩა სვა
მეთაურობას	მეთაურ ობას
მოქცევას	მო ქცევ ას
ჰომინიდი	ჰომინ ი დი
გალ	გალ
ახალციხელი	ა ხალციხ ელი
ადანაშაულებდა	ა და ნაშაულ ებდა
სკალის	სკალ ის
ადგილებზე	ა დგილ ებზე
ჯავახიშვილმა	ჯავახ ი შვილმა
დალგლიში	და ლგლი ში
მაღაზიები	მა ღაზი ები
წასვლა	წასვლ ა
ქრისტოლოგიის	ქრისტ ოლოგი ის
მხატვრობისა	მხატვ რობის ა
ალბომებს	ალბომ ებს
ნაკრებიც	ნაკრებ იც
ეგვიპტეში	ეგვიპტ ეში
აირეკლა	ა ი რეკლა
აფხაზ	აფხაზ
დარღვევების	და რღვევ ების
მონგრეულია	მო ნგრე ული ა
ტყავი	ტყავ ი
ბრძოლასთან	ბრძოლ ასთან
ჰერცინული	ჰერ ცინ ული
რევოლუციურად	რევოლუცი ურად
ფეხბურთი	ფეხბურთ ი
გაეერთიანებინა	გაე ერთიან ებინა
ცოცხლად	ცოცხლ ად
ღონისძიების	ღონისძ ი ების
ათეისტური	ათე ის ტური
თავისაგან	თავის აგან
მუსოლინის	მუსოლინი ს
სალადინმა	სალადინ მა
ჩასასვლელი	ჩა სა სვლელ ი
სწავლობს	სწავლ ობს
ოცდამესამე	ოცდა მესამე
დაფები	დაფ ები
ვიზიტისას	ვიზიტ ისას
ოსეთში	ოს ეთში
თოიძე	თო იძე
საათსა	საათ სა
ჰორის	ჰორ ის
დაირღვა	და ირ ღვა
ქვებისგან	ქვ ების გან
ნინო	ნინო
სასაუბრო	სა საუბრ ო
შემოსილია	შემო ს ილია
სიენის	სი ენის
რომანოვების	რომანოვ ების
იტბორება	ი ტბორ ება
ურბინოს	ურ ბინ ოს
კუნძულის	კუნძულ ის
ლოიალურად	ლოიალ ურად
ქანდაკებაში	ქანდაკ ებაში
გადაეყარა	გადა ე ყარა
კონტროლზე	კონტროლ ზე
კომისრის	კომ ის რის
პროფესიონალ	პროფეს იონალ
მბრძანებლების	მ ბრძანებ ლების
აზნაური	აზნაურ ი
გაახანგრძლივა	გა ა ხანგრძლ ი ვა
კვადრატის	კვადრა ტის
განფენილია	გან ფენ ილია
იმას	ი მა ს
ორგანოების	ორგანო ების
ბავშვი	ბავშვ ი
გაზის	გაზ ი ს
ნეპალში	ნეპალ ში
სიუს	ს იუს
სკრუჯის	ს კრუ ჯის
შენობების	შენობ ების
გოგონების	გოგონ ების
ღუმელის	ღუმელ ის
უკიდურესად	უკიდურე ს ად
ვლადიმირ	ვლადიმ ირ
ნივთიერებები	ნივთ იერებ ები
წამოეწყო	წამო ეწყო
ზომით	ზომ ით
ფრ	ფრ
დეი	დე ი
სიმებს	სიმ ებს
მარილმჟავას	მარილ მჟავ ას
ტექნიკით	ტექნიკ ით
გადაკვეთილი	გადა კვეთილ ი
გოლებით	გოლ ებით
კანქვეშა	კან ქვეშა
პრინციპები	პრინციპ ები
პრეზიდენტსა	პრეზიდენტ სა
გამომავალ	გამო მავალ
მუშავდებოდა	მუშავ დებოდა
ფიბი	ფი ბი
გააგრძელა	გა ა გრძელ ა
აინშტაინის	აინშტაი ნის
ორკების	ორკ ების
შვილია	შვილი ა
ვარჯიშების	ვარჯიშ ების
კლავიშიანი	კლავიშ იანი
სამუშაოებით	სა მუშაო ებით
ნახევარზე	ნა ხევარ ზე
პროცენტულად	პროცე ნტ ულად
გადმოსახლებულთა	გადმო სახლ ებულ თა
კოლონიურ	კოლონ ი ურ
მინის	მი ნის
მცენარეებიდან	მცენარე ები დან
პოეტის	პოეტ ის
ღონისძიებებზე	ღონისძ ი ებებ ზე
ფტორიდი	ფტორი დი
ცდას	ცდა ს
ორკესტრისათვის	ორკესტ რ ის ა თვის
შესწავლამ	შე სწავლ ამ
ბერძნების	ბერძნ ების
სასწორის	სა სწორ ის
მალდინი	მალ დინი
სპარტაში	სპარტ აში
გუჯარეთისწყლის	გუჯარ ეთის წყლ ის
დევიზით	დევიზ ით
პასის	პას ის
სფეროზე	სფერო ზე
კოქსი	კოქსი
შეფერილობის	შე ფერი ლობის
უბრუნებს	უბრუნ ებს
კამპანიების	კამპ ანი ების
კინოს	კინო ს
გადიან	გა დიან
დალეკები	და ლეკ ები
დაყრდნობილი	და ყრდნო ბილი
აკურთხებს	აკურთხ ებს
კრისტიან	კრისტ იან
ნახევარძმა	ნა ხევარ ძმა
კუთხეების	კუთხე ების
არეალის	არეალ ის
თავისებურ	თავის ებურ
ჩაჯდა	ჩა ჯდა
ექსპრესიული	ექს პრესი ული
ჯავშნის	ჯავშნ ის
გახლავთ	გახლავთ
ცხენები	ცხენ ები
კაპიტულაცია	კაპიტ ულ აცია
ინგლისელებს	ინგლ ის ელებს
უსაფრთხოების	უსა ფრთხო ების
დასარტყამი	დასა რტყამ ი
ადამიანად	ად ამიან ად
საძიებელი	სა ძიებ ელი
ბარელი	ბარ ელი
თარიღების	თარიღ ების
მეამბოხეებს	მეამბოხე ებს
ადრეფეოდალური	ადრე ფეოდალ ური
ლექსიკის	ლექს იკის
ავტობუსის	ავტო ბუს ის
ელეგია	ელ ეგი ა
გაბრაზებულ	გა ბრაზ ებულ
ადრიანე	ადრიანე
დასაშოშმინებლად	დასა შოშმი ნებ ლად
აკვანი	აკვან ი
კვანტუნის	კვანტ უნის
საგნებზე	საგნ ებზე
ცინ	ცინ
ამით	ამ ით
ბატალიონი	ბატალი ონი
მშენებელთა	მ შენებ ელთა
იგულისხმება	ი გულისხმ ება
მარჯანი	მარ ჯან ი
განსახილველი	გან სა ხილვ ელი
ავტობიოგრაფიულ	ავტო ბი ოგრაფიულ
დუღილის	დუღილ ის
პრინსტონის	პრინს ტონი ს
ფარმაცევტული	ფარ მა ცევტ ული
ანდები	ანდ ები
სითხით	სი თხ ით
სყიდვის	სყიდვ ის
საქსონური	საქსო ნური
დაწესებულებაა	და წეს ებულ ება ა
სატყეო	სა ტყე ო
გამოცემიდან	გამო ცემ იდან
ელ	ელ
საქალაქთაშორისო	სა ქალაქ თა შორ ის ო
ფილოსოფიაში	ფილოსო ფი აში
მეცნიერებისთვის	მეცნიერ ების თვის
კონტროლისათვის	კონტროლ ის ა თვის
რეგისტრში	რეგისტრ ში
ჰუმანისტი	ჰუმან ისტი
კომპონენტის	კომპ ონენტ ის
უფროსების	უფრო ს ების
პროცენტმა	პროცე ნტ მა
დაბადებით	დაბად ებით
ჩაძირვის	ჩაძირ ვის
ეტრუსკების	ეტრუსკ ების
ბითლზმა	ბითლზ მა
ობიექტურ	ო ბიექტ ურ
საჭეს	საჭე ს
გათვალისწინებულია	გა თვალისწი ნ ებული ა
ბალზაკი	ბალზა კი
ფაზებს	ფაზ ებს
მაღალჩინოსანი	მაღალ ჩინ ოსანი
სახელიო	სახელ იო
მილიონამდე	მილიონ ამდე
კონკისტადორების	კონ კის ტადორ ების
ემიგრანტული	ემიგრ ანტ ული
ტანად	ტან ად
ნადირმა	ნადირ მა
ღორს	ღორ ს
სანაკრებო	სა ნაკრებ ო
დაკარგვის	დაკარგ ვის
მამულები	მამულ ები
მარგარიტა	მა რგარიტა
ერთერთი	ერთ ერთ ი
მდინარით	მდინარ ით
უბედურებას	უბედურ ებას
სიღრმიდან	სიღრ მ იდან
აყვანის	ა ყვან ის
ფეხმძიმე	ფეხ მძიმ ე
ოფისის	ოფის ის
გაგრძელებულიყო	გა გრძელ ებული ყო
სათესი	სა თ ესი
წყვეტდა	წყვეტ და
ამოსავალი	ა მოსა ვალი
რეკორდს	რეკორდ ს
ლანთანის	ლ ა ნ თან ის
განგმირული	გან გმირ ული
რეიგანი	რე იგ ანი
შეზღუდვებს	შე ზღუდვ ებს
მარტინს	მარ ტინ ს
მოუტანა	მოუ ტანა
საზრდოობს	საზრდ ო ობს
ანტვერპენში	ანტვერპენ ში
მანძილზეა	მა ნძილ ზე ა
შემადგენლობაშია	შე მადგენლ ობაში ა
ყაზბეგს	ყაზბეგ ს
ჭიანჭველასებრთა	ჭია ნჭველ ას ე ბრ თა
ტაუ	ტაუ
მთისპირა	მთის პირ ა
გაიცნო	გა იცნო
მუსლიმების	მუსლი მ ების
სწამდა	ს წამ და
ადიან	ა დიან
მემატიანეს	მე მა ტიანე ს
თხრილით	თხრილ ით
დომინირებს	დომინირ ებს
მიგრაციის	მი გრაცი ის
ბელაქნის	ბელაქ ნ ის
გამოკვლეულ	გამო კვლე ულ
ზელანდია	ზე ლანდია
გავჩერდებიო	გა ვჩერდ ები ო
ექსპონატია	ექსპ ონატ ი ა
ზოგადად	ზოგად ად
გაეხსნა	გა ეხსნა
კატალონიის	კატალონი ის
პატრონები	პატრონ ები
გაღარიბებული	გა ღარიბ ებული
გაუქმებისა	გაუქმ ების ა
გამოუშვეს	გამო უშვეს
მისტიური	მ ისტი ური
ლაპარაკობდა	ლაპარა კ ობდა
ჟიურიმ	ჟი ური მ
ბჰუტოს	ბჰუტ ოს
გამოქვეყნებულმა	გამო ქვეყნებ ულმა
ნიკოლო	ნიკოლ ო
გამდიდრება	გა მდიდრ ება
შეიტყვეს	შე ი ტყვე ს
საფუძვლად	სა ფუძვლ ად
გაამდიდრა	გაა მდიდრ ა
საქაღალდე	სა ქაღალდ ე
ტევადობა	ტევ ად ობა
უნარჩუნებდა	უ ნარჩუნ ებდა
ინფრასტრუქტურის	ინფრასტ რუქტურ ის
აყენებდა	აყენ ებდა
კრიზისი	კრიზ ის ი
დაბლდება	დაბლ დ ება
ღუმელებში	ღუმელ ებში
მთიდან	მთ იდან
