გამოსხივება	გამო სხივ ება
ეკონომიკისთვის	ეკონომი კ ისთვის
გამწვავებული	გა მწვავ ებული
კრიზისების	კრიზ ის ების
დაუნი	და უნი
დოკუმენტების	დოკუმენტ ების
ემინემი	ემინემ ი
ტერიტორიალური	ტერიტორი ალური
პაველი	პ ა ველი
ნოტების	ნოტ ების
კომუნების	კომუნ ების
ტურებზე	ტურ ებზე
ბეთანიის	ბე თან ი ის
ქვერიგისა	ქვე რიგ ი სა
თეოდორემ	თეოდო რემ
ამბავში	ამბავ ში
კოლაჟი	კოლ აჟ ი
ბერილიუმი	ბერ ილ იუმი
ალბუს	ალ ბუ ს
მესა	მე სა
შევჩენკოს	შევ ჩენ კოს
მკვლევრები	მ კვლევ რები
მარჯნული	მარჯ ნული
წარწერებიდან	წარწერ ებიდან
დაუზიანებელი	დაუ ზიანებ ელი
დოკუმენტის	დოკუმენტ ის
მოქნილი	მოქნი ლი
დელეგაცია	დელეგაცი ა
პატიოსანი	პატი ოსან ი
წყალთან	წყალ თან
სძლია	ს ძლია
გრანდ	გრან დ
გიგზს	გიგზ ს
გვიხატავს	გვი ხატავ ს
ლიკვიდაციის	ლიკვი დაც ი ის
ბაგრატიონთა	ბაგრატ იონ თა
ჯადოქრები	ჯადოქ რები
მინიმალური	მინიმ ალური
ჯაზური	ჯაზ ური
ბეტონის	ბეტ ონის
კოჰორტა	კო ჰორ ტა
ამოწურა	ამოწურ ა
სიდიდე	სიდიდე
მკლავები	მკლავ ები
დანგრევას	და ნგრევ ას
ნამუშევრებზე	ნა მუშევრ ებზე
აღმატებული	აღ მატ ებული
განადგურდა	განა დგურ და
გამოწვეული	გამო წვეულ ი
შეტაკებისას	შეტაკ ების ას
ნეკრესის	ნეკ რეს ის
აპოგეას	ა პო გე ას
სეიანუსი	სეიან უსი
ჩანაცვლება	ჩანაცვლ ება
კორპუსები	კორპ უს ები
რელიგიაზე	რელიგი აზე
კორონაციის	კორონ აციის
სამიზნის	ს ა მიზნ ის
ერთადაც	ერთ ადაც
ბრიტანეთის	ბრიტან ეთის
განტოლება	გა ნტოლებ ა
დახარისხება	და ხარის ხ ება
ეტაპობრივად	ეტაპ ობრივ ად
გადაწვა	გადა წვა
მითითებით	მით ით ებით
აზიური	აზი ური
არათანაბრად	არა თანაბრ ად
ორგანიზაციამ	ორგანიზ აცია მ
დაუსვეს	დაუ სვეს
გამოსახავდა	გამო სახ ავდა
ალბომებში	ალბომ ებში
დასაკვირვებლად	და სა კვირვ ებლად
დაყუდებული	და ყუ დ ებული
პოლს	პოლ ს
სპეციალობის	სპეცია ლ ობის
სტეპური	სტეპ ური
სიმღერებისგან	სი მღერ ების გან
მაღაზიაში	მაღაზი აში
დებიუტის	დებიუტ ის
ფილოსოფიამ	ფილოსოფი ა მ
ესწრაფოდა	ე სწრაფ ოდა
ბაროკოს	ბა როკო ს
პირობითი	პირობ ით ი
მონა	მონა
საბადოები	სა ბადო ები
ცეკვავს	ცეკვავ ს
ხარისხობრივი	ხარის ხ ობრივ ი
ჭალაში	ჭა ლ აში
მოკავშირეების	მო კავშირე ების
დუშეთის	დუშეთ ი ს
დაგორ	და გორ
დამზადებისას	და მზად ების ას
ლოცულობს	ლო ცულობ ს
მიიჩნევა	მიიჩნე ვა
ნაწარმოებებზე	ნა წარმოებ ებზე
რუხ	რუხ
შენაძენია	შე ნა ძენ ია
მენშევიკური	მენ შევ იკური
კიდურებით	კიდურ ებით
დგებიან	დგ ებიან
მცხეთის	მცხეთ ის
აბსოლუტურად	ა ბსოლუტ ურად
გაწევრიანების	გა წევრიან ების
სიფრთხილე	სი ფრთხ ილე
მოლოდინი	მო ლოდინ ი
ფინალურ	ფინალ ურ
სახელმწიფოსა	სა ხელმწიფო სა
ვერტმფრენი	ვერტმფრ ენი
მარტინ	მარტ ინ
ასპირანტურის	ა ს პირ ანტ ურის
ჯანელიძე	ჯან ელიძე
კაიზერი	კაიზერ ი
რსდმპ	რსდმპ
პალმის	პალმ ის
ტელესერიალებში	ტელე ს ერიალ ებში
აღმოუჩინა	აღმო უჩინ ა
ინდივიდუალურ	ი ნდივიდ უალურ
წიწვოვანი	წიწვ ოვანი
დოს	დ ოს
მრეწველმა	მრეწველ მა
მტკიცებულებას	მტკიც ებულ ებას
იკეთებენ	ი კეთებ ენ
კონცხთან	კონცხ თან
ნეიმარს	ნეიმარ ს
ერთს	ერთ ს
მატარებელია	მა ტარ ებელი ა
საუკუნოვან	სა უკუნ ოვან
არეალი	ა რეალ ი
ფსიქიატრიის	ფსიქ იატრი ის
იონებს	იონ ებს
ნამუშევარს	ნამუ შევარ ს
ჰიპოთეზა	ჰიპოთეზ ა
ხაზის	ხაზ ის
კლაუდიო	კლ აუდიო
აღმოცენებული	აღმოცენ ებული
როდრიგესი	როდრიგ ესი
წინასწარმეტყველება	წინა სწარმეტყველ ება
მონაცემებით	მონა ცემ ებით
მათმა	მათ მა
ქვრივის	ქვრივ ის
სიგნალს	ს იგნალ ს
სტრუქტურაზე	სტრუქტუ რაზე
განიხილავდნენ	გან იხილ ა ვდნენ
აღმოჩენიდან	ა ღმოჩენ იდან
თუთხალია	თუთ ხალ ია
შავიშვილი	შავი შვილი
გაგრძელებაა	გა გრძელ ება ა
მეფისნაცვალი	მეფ ის ნა ცვალ ი
მარიანას	მა რიან ა ს
ოლიმპიადების	ოლიმპ ი ად ების
ხანძარი	ხანძ არი
კატაკლიზმები	კატა კლ იზმ ები
სამ	სამ
კავსაძე	კავ სა ძე
რაჭაში	რაჭ აში
ავტობუსი	ავტობუს ი
მოცულობით	მო ცულობ ით
კოლონია	კოლონი ა
ნუნუ	ნუნუ
გამოსახვა	გამო სახვ ა
სექსით	სექს ით
წამოიღებ	წამო იღებ
ნულს	ნულ ს
პროკურორის	პრო კურორ ის
ანთროპოლოგიურ	ა ნთროპ ოლოგი ურ
სირთულეებს	სი რთულ ეებს
ცდა	ცდ ა
უჯრედთა	უჯრე დ თა
გამეფდა	გამეფ და
ციფრის	ციფრ ის
ბაზიდან	ბაზ იდან
ნადირობისას	ნადირ ობის ას
სავანის	სა ვანის
დინებას	დინებ ას
მადლი	მადლ ი
პროდიუსერად	პრ ოდიუსერ ად
ხელოვნებაში	ხელ ოვნ ება ში
ტრილოგიას	ტრილოგ იას
აღიარა	აღიარ ა
აღიმართება	აღ ი მართ ება
გაყოლებით	გა ყოლ ებით
ფენტეზი	ფენტეზ ი
მეცნიერს	მე ცნიერ ს
ცერემონიალები	ცერემონ ი ა ლები
იზოლირებულ	იზოლირ ებულ
მდგომარეობამდე	მ დგომარეობ ამდე
ხილით	ხილ ით
დასაღწევად	დასა ღწევ ად
წითელს	წითელ ს
ყოფილიყოს	ყოფილ იყო ს
გაზაფხულიდან	გა ზაფხულ იდან
ქაბულში	ქაბულ ში
სერიიდან	სერი იდან
ავტორს	ავტორ ს
ორაკულმა	ორაკ ულმა
საექიმო	სა ექიმ ო
გაიგოს	გა იგო ს
ფარერებზე	ფარერ ებზე
მიძღვნილი	მიძღვნ ილი
წოდებრივი	წოდებ რივი
მაჟორიტარულ	მაჟორ იტარულ
დიზრაელი	დიზრაელ ი
მკურნალი	მ კურნ ალი
ტელეწამყვანი	ტელე წამყვან ი
უფალთან	უფალ თან
წუთიან	წუთ იან
მხარეებში	მხარე ებში
სკამი	სკამ ი
ვიქეიფოთ	ვიქეი ფოთ
დევნიდა	დევნ ი და
ლუდოვიკო	ლუდ ოვი კო
ფოტოებს	ფოტო ებს
ინფიცირება	ინ ფიცირ ება
ფირალები	ფირ ალ ები
გერმანისტიკული	გერმან ის ტიკულ ი
აღიქვამდნენ	აღი ქვ ამ დნენ
ინგლისურენოვან	ინგლის ურ ენოვან
გაამძაფრა	გა ა მძაფრ ა
სეზონები	სეზონ ები
სუფრის	ს უფრი ს
შეემცირებინათ	შეე მცირ ები ნათ
ჯანაშიას	ჯან აში ას
უდინეზეში	უდ ინე ზე ში
ოკეანეს	ოკეანე ს
ლინგვისტიკის	ლ ინგვისტ იკის
მონაცემით	მონა ცემით
ოკეანე	ოკეანე
დენა	დენ ა
მთისძირში	მთის ძირ ში
წყევლა	წყევლა
თემო	თემ ო
გამოხატა	გამო ხატა
კრემაცია	კრემ აცია
მალაის	მალა ის
ლაზისტანის	ლაზ ისტ ანის
პოვნის	პოვნ ის
ბაქრაძეს	ბაქრ აძე ს
მილანში	მილან ში
შებრუნებული	შე ბრუნ ებული
ირანელი	ირანელ ი
იცოდა	იც ოდა
სტენლი	სტენლი
უფლებამოსილია	უფლებ ა მო ს ილია
შეხებისას	შე ხ ების ას
აღსდგა	აღ ს დგა
დასახლებულა	და სახლ ებულ ა
იონი	იონი
იქცეს	იქცე ს
ცენტრალურ	ცენტრ ალურ
აკვანს	ა კვან ს
უმეტესობა	უმეტ ეს ობა
კონტინენტზე	კონ ტინენტ ზე
მაროკოს	მა როკო ს
ხეებზე	ხე ებზე
მერანი	მერ ანი
გასპარ	გა სპარ
უძლებდა	უძლ ებდა
გახურებული	გა ხურ ებული
მრავალრიცხოვან	მრავალ რიცხ ოვან
შერწყმულია	შე რწყმ ულია
თოთიბაძე	თოთიბ აძე
აჯილდოებენ	ა ჯილდო ებენ
ბელერიანდში	ბელერიანდ ში
მაგნეტო	მაგნეტო
მუდმივი	მუდმივ ი
ურთიერთდაკავშირებული	ურ თიერთ და კავშირ ებული
ხრუშჩოვმა	ხრუშ ჩოვმა
ჩვევების	ჩვევ ების
პანტოკრატორის	პან ტო კრატ ორ ის
თანაცხოვრების	თანა ცხოვრებ ის
რას	რას
სიტყვებზე	ს იტყვ ებზე
კედლიდან	კედლ იდან
თვითღირებულება	თვით ღირ ებულ ება
ფსიქოლოგმა	ფსიქ ოლოგ მა
ოსმალეთის	ოსმალ ეთის
მეისონმა	მეისონ მა
იარაღად	იარაღ ად
მსგავსებისა	მსგავ ს ების ა
კვიპროსში	კვიპროს ში
აქვეა	ა ქვე ა
სევერუსის	ს ევერ უსის
წარმოსახვა	წარმო სახვ ა
გადაბმულად	გადა ბმულ ად
ჩეროკებს	ჩეროკ ებს
მზის	მ ზ ის
პირიქით	პირ იქით
ადამიანზე	ად ამიან ზე
მოვალეობების	მო ვალეობ ების
გარანტიას	გარ ანტი ას
ორკლასიანი	ორ კლას იანი
ეხება	ეხ ება
გაერთიანებულნი	გა ერთიანებ ულნი
მნიშვნელოვანი	მნიშვნე ლოვან ი
კონფლიქტებს	კო ნფლიქტ ებს
ახალგორის	ახალ გორ ის
რაიხსტაგი	რაიხსტაგ ი
ერთეულების	ერთეულ ების
არაბეთისა	არაბ ეთის ა
მოაწყდა	მო აწყ და
წინაპრად	წინაპრ ად
კორპუსი	კორპ უსი
დასასრული	დასა სრულ ი
შეკვეთების	შე კვეთ ების
სადამ	სა დამ
ფაქტი	ფაქტ ი
ნაგებობებთან	ნა გებობ ებთან
განაყოფიერება	გა ნა ყოფიერ ება
ისიც	ის იც
ნოტები	ნოტ ები
სისქისაა	სისქ ისა ა
კრიპტოსისტემა	კრიპტ ო სისტე მა
საწარმოებს	ს ა წარმოებ ს
ძველს	ძველ ს
დაკიდული	და კიდ ული
საკურსო	სა კურს ო
ინდოეთსა	ინდოეთ სა
ოჯახთან	ოჯახ თან
ისაა	ისა ა
მერგელებით	მერ გელ ებით
ბერიმ	ბერი მ
გაიყინა	გა იყი ნა
წაუკიდეს	წაუ კიდე ს
ჟანრების	ჟანრ ების
ბავარია	ბავარ ია
ფიქრობდნენ	ფიქრ ობდნენ
ბურგერ	ბურგ ერ
გულზე	გულ ზე
დასასჯელად	დასა სჯელ ად
ზედაპირებს	ზე და პირ ებს
თვალსაზრისს	თვალ საზრ ის ს
დაგროვილი	და გროვ ილი
გადახტა	გადა ხტა
დაანგრია	და ანგრი ა
სვიმონ	სვიმონ
ტეტის	ტეტ ის
განხორციელდა	გან ხორციელ და
რუსთავს	რუსთავ ს
ინტერაქტიული	ინტერ აქტი ული
შვიდივე	შვიდ ი ვე
კარიერი	კარიერ ი
ბაზილიკაში	ბაზილიკ აში
კიბის	კიბ ის
ხარჯების	ხარჯ ების
სიუხვით	სი უხვ ით
რეგულირებას	რეგულირ ებას
დაადგა	და ად გა
პროფესორმა	პროფეს ორმა
ინტერში	ინტერ ში
აგროვებდა	აგროვ ებდა
ფეოდალები	ფეოდალ ები
მდინარეებით	მ დინარე ებით
ლიზინგის	ლიზ ი ნგის
თოთხმეტი	თ ოთხ მეტი
აღთქმის	აღ თქმ ის
ბილ	ბილ
დაამატეს	დაა მატ ეს
ვახტანგ	ვახტ ანგ
უცვლელია	უცვლ ელია
კონგოში	კონგო ში
ემორჩილებიან	ემ ორჩილ ებიან
ირლანდიას	ირლანდი ას
პროგრესი	პრო გრეს ი
ტანჯვა	ტანჯ ვა
ბალტიმორში	ბალტი მორ ში
თასი	თა სი
გასაფართოებლად	გასა ფართო ებლად
ფესტივალის	ფესტივალ ის
კონკისტადორებს	კონ კისტად ორ ებს
გალავანთან	გა ლავან თან
კალოს	კალ ოს
სადილად	სადილ ად
გაათავისუფლა	გაა თავისუფლ ა
თმას	თ მა ს
გულშემატკივრის	გულშე მა ტკივრ ის
ლევანმა	ლევან მა
მეტსახელია	მეტ სახელ ია
აფთარი	აფთ არი
წარმოებული	წარმოებ ული
მარცხნივ	მარცხ ნივ
დაპირისპირებამ	და პირისპირებ ამ
კალმით	კალ მით
უმაგრებდა	უმაგრ ებდა
პატივის	პატივ ის
ესმით	ეს მით
იდაყვის	ი და ყვ ის
ანდრეას	ანდრე ას
გადმოცემებში	გადმო ცემ ებში
მაიერი	მა იერი
გაუვალ	გაუ ვალ
ტიბერიუს	ტი ბერიუს
სასკაჩევანის	სა ს კა ჩე ვანის
არჩილს	არჩილ ს
მხატვარმა	მხატვ არმა
გრამფირფიტა	გრამ ფირფიტ ა
ფარავს	ფარავ ს
ხასიათიდან	ხასიათ იდან
საპატიო	სა პატი ო
გამოდგება	გამო დგება
ცვლადის	ცვლ ა დის
პაუელმა	პაუ ელმა
უბან	უბან
ფონდმა	ფონდ მა
ჰიმნის	ჰიმნ ის
ფორმირებისას	ფორმ ირებ ისას
ესპანელთა	ესპან ელთა
წყალტუბო	წყალტუბ ო
ღამის	ღამ ის
აზევების	ა ზე ვე ბის
დასაპყრობად	დასა პყრობ ად
კანონიკური	კანონ იკური
მხატვრობის	მხატვ რობ ის
კორსო	კორს ო
მელიქ	მელიქ
სპარსელ	ს პარსელ
პოპულარიზაციაში	პოპულარ იზაცი ა ში
აღმოაჩენს	აღმო აჩენს
ლიპტონის	ლი პტონის
უწყლო	უწყ ლო
კავშირი	კავშირ ი
გეგმაზომიერად	გეგმ ა ზომიერ ად
ჯორდანმა	ჯორდან მა
მასური	მა ს ური
კლუბებსა	კლუბ ებს ა
გოლის	გოლ ის
მიახლოებითი	მი ახლო ებით ი
გლუვია	გლუვ ია
ასოსაგან	ას ო სა გან
თომასის	თომა ს ის
სანსკ	სა ნსკ
თითების	თით ების
სეტყვა	სეტყვა
ჩასული	ჩა ს ული
კლიმატის	კლიმატ ის
დედოფალი	დედოფალ ი
მუნიციპალიტეტებში	მ უნიციპ ალიტეტ ებში
ოსმალების	ოსმალ ების
ფეხით	ფეხ ით
ხაშურის	ხაშურ ის
მოღალატეს	მო ღალატ ეს
წესზე	წეს ზე
ბარტი	ბარტ ი
ჰენრის	ჰენრი ს
რომლიც	რომლ იც
სტატიებში	სტატ ი ებში
მოკვდებოდა	მოკვ დებო და
ჩარიცხა	ჩა რიცხ ა
ვანო	ვ ანო
ღვთაებებს	ღვთაებ ებს
ქვემოთ	ქვე მოთ
ბაცი	ბა ცი
განვითარებაზე	გან ვითარებ აზე
უხერხემლოთა	უ ხერხემ ლოთა
დისკში	დისკ ში
სწამდათ	ს წამ დათ
კერესელიძე	კერ ეს ელიძე
მკერდი	მკერდ ი
დავამთავრეთ	და ვა მთავრ ეთ
სააგარაკო	სა აგარაკ ო
პარტიზანული	პარტი ზა ნული
ნაშრომში	ნა შრომ ში
საზონათშორისო	სა ზონ ა თშორ ის ო
ცენტრსა	ცენტრ სა
ყოველწლიურად	ყოველწლ ი ურად
ავლენდა	ა ვლენ და
იგნორირება	იგნორ ირებ ა
დაქორწინებულიყო	და ქორწინ ებულ იყო
თვითმფრინავს	თვით მფრინავ ს
მაკედონელმა	მა კედონ ელმა
ვიყავით	ვი ყავ ით
სიმაღლით	სი მაღლ ით
ფაბიუს	ფაბიუ ს
მანდატით	მა ნდატ ით
დააანონსა	და აანონ სა
პლაზმური	პლაზმ ური
დაფეხმძიმდა	და ფეხ მძიმ და
შეერწყნენ	შე ერწყ ნენ
ძვირფასი	ძვირფ ას ი
დაეპყრო	და ეპყრ ო
ვორმსის	ვ ორ მ ს ის
აიაქსმა	აიაქს მა
ბრუნვით	ბრუნ ვით
დედოფალ	დედოფალ
რიტუალია	რიტუალ ია
აზნაურის	ა ზნაურ ის
იწერდა	იწერ და
დედაა	დედა ა
ქალად	ქალ ად
დამიწყებს	და მ იწყებ ს
მუშაობის	მუშაობ ის
სამთა	სამ თა
დეპუტატმა	დეპუტატ მა
თქმას	თქმა ს
მათივე	მათ ი ვე
მტკიცდება	მტკიც დება
საქციელი	სა ქცი ელი
გრძნობს	გრძნობ ს
კურსდამთავრებულთა	კურს და მთავრ ებულ თა
ცეცხლიდან	ცეცხლ იდან
მაისში	მა ის ში
სარკეში	სარკე ში
ჭამდა	ჭამ და
მოლეკულას	მოლეკ ულ ას
ხაზები	ხაზ ები
შუა	შუა
დაკიდებული	და კიდ ებული
დახმარებას	და ხმარებ ას
ზომიერია	ზომიერ ია
თავდასხმებით	თავდა სხმ ებით
მატარებლებს	მა ტარებ ლებს
სამკლაური	სამ კლა ური
განიცდის	გან ი ც დის
ითვისებს	ით ვის ებს
სატრფოს	სატრფო ს
ხალდის	ხალ დის
მიაწოდეს	მი აწოდ ეს
სანგრების	სანგრ ების
ყინულით	ყინულ ით
ჟანგბადთან	ჟანგ ბად თან
ვირის	ვირ ის
ცხენისწყლის	ცხენ ი ს წყლ ის
ძალებს	ძალ ებს
ველოსიპედი	ველოსიპ ედი
ბარისა	ბარი სა
თამაშებისათვის	თამაშ ების ა თვის
პირველობა	პირველ ობა
ხელმომწერი	ხელ მო მწერ ი
გადაჰყავს	გადა ჰყავს
მორიელები	მორი ელები
შავმიწები	შავ მიწ ები
ვერავის	ვერა ვის
მესხეთი	მესხ ეთი
გააკეთა	გა აკეთ ა
დამცველი	და მცველი
მარტორქა	მარტო რქა
პოლონურად	პოლონ ურად
კოშკში	კოშკ ში
მოჩვენებები	მო ჩვენ ებები
როტშილდის	როტ ში ლ დის
ვარსკვლავების	ვარსკვლავ ების
იქით	იქით
ატარებდნენ	ა ტარებ დნენ
აცტეკური	აცტეკ ური
თევზჭერა	თევზ ჭერ ა
კიდის	კიდ ის
განშორების	გან შორ ების
ქურთების	ქურთ ების
სახაზინო	სა ხაზინ ო
გემებზე	გემ ებზე
გამოშვებას	გამო შვებ ას
ვიაჩესლავ	ვიაჩე სლავ
ნავარის	ნა ვარ ის
ფირზე	ფირ ზე
წაეკითხა	წაე კითხ ა
წარმოადგინეს	წარმო ად გინეს
გადასცემენ	გადა სცემ ენ
კანცელარიაში	კანცე ლარი აში
ალბას	ალ ბას
ლერმონტოვის	ლერ მონ ტოვ ის
შებრტყელებული	შე ბრტყე ლ ებული
ათეულის	ათეულ ის
ფედერიკო	ფედერ ი კო
მაჯის	მა ჯის
კურჩატოვის	კურ ჩა ტოვ ის
დამსახურება	და მსახურ ება
აღმართულია	აღმა რთული ა
კართაგენელების	კართაგენ ელები ს
აღნიშვნას	აღნიშვ ნა ს
ერისთავმა	ერის თავ მა
ევროკავშირს	ევრო კავშირ ს
სეპარატისტების	სეპ არატისტ ების
უკმარისობის	უკმარისობ ის
გამოსვლაზე	გამო სვლა ზე
უფროს	უფროს
ქალაქს	ქალაქ ს
სამეწარმეო	სამ ეწარმეო
გვიანფეოდალური	გვიან ფეოდალ ური
მოყვანილია	მო ყვანილ ია
მზითვად	მზ ით ვად
წარმოქმნისა	წარმო ქმნ ის ა
შეუშალოს	შეუ შალ ოს
ულტრაფუძე	ულ ტრა ფუძე
ტაშკენტის	ტაშ კენტ ის
შელბი	შე ლბი
შერთეს	შე რთეს
ახორციელებენ	ა ხორციელ ებენ
განვსაზღვროთ	გან ვს აზღვრ ოთ
დოკუმენტაცია	დოკუმენტ აცია
დომ	დომ
პარკებს	პარკ ებს
პოზას	პოზ ას
მოწყობილ	მო წყობილ
სავარჯიშო	სა ვარჯი შო
ბალაკი	ბალ ა კი
კატასტროფა	კატა სტროფ ა
მელა	მელა
ვიდეო	ვიდეო
კომენტარებით	კო მენტ არ ებით
აღარაა	აღარა ა
წარწერებია	წარწერ ებია
ხმელთაშუაზღვის	ხმელთაშ უაზღვ ის
პოემა	პოემ ა
ეკონომიკური	ეკონომი კური
ტრაგედიამ	ტრაგედი ამ
მათაც	მათ აც
მიგრაციას	მი გრაცი ას
ხე	ხე
ბრატისლავის	ბრა ტი სლავ ის
ხოსეპ	ხო სეპ
მოერიდა	მო ერი და
გაცხოველებული	გა ცხოველ ებული
მოგერიებას	მო გერი ებას
სახლში	სახლ ში
ახერხებდნენ	ა ხერხ ებდნენ
რიტუალურ	რიტუალ ურ
ბაზალტი	ბაზალ ტი
მარკას	მარკ ას
გაბაასებაში	გაბაას ება ში
ფუძეები	ფუძე ები
შენგელაია	შე ნგელაია
გულდი	გულ დი
იროკეზები	ი როკეზ ები
გოიას	გო იას
დაკარგული	და კარგულ ი
მეურნეობისათვის	მეურნეო ბის ა თვის
უცნობია	უ ცნობ ია
გამოყენებით	გამო ყენებ ით
დაიბომბა	და ი ბომბ ა
ეზოში	ეზო ში
სცოდნოდა	ს ცოდნ ოდა
დმიტრი	დ მი ტრი
ჯგუფისათვის	ჯგუფ ისათვ ის
წინსვლას	წინ სვლა ს
ნალექები	ნალექ ები
მიჰგვარა	მიჰ გვარ ა
გრაფიკი	გრაფიკ ი
ურუგვაიმ	ურუგვაი მ
დაედო	და ედო
სახლით	სახლ ით
ბიძაშვილთან	ბიძა შვილ თან
ბეთჰოვენის	ბე თ ჰო ვენ ის
ქმნის	ქმნ ის
ინდუისტური	ინდუ ის ტური
ასისტენტი	ა ს ისტ ენტი
წარმომადგენელია	წარმომა დგენ ელი ა
მჭიდროდაა	მჭიდრო და ა
დაჰყავდათ	და ჰყავდათ
მჯდარი	მჯდარ ი
სიტყვამ	ს იტყვ ამ
ბორნეოს	ბორნ ე ოს
მსხვერპლნი	მსხვერპ ლ ნი
სვიტის	ს ვიტ ის
უილიამ	უილიამ
გადარჩენაზე	გადა რჩენ ა ზე
მარცვლეული	მარცვლ ეული
ხაზგასმული	ხაზ გა სმული
ტყვია	ტყვი ა
მიბაძვით	მიბაძ ვით
ნაშიერი	ნა ში ერი
ასრულებს	ასრულ ებს
შრომებში	შრომ ებში
შეფუთვა	შეფუთვა
მონახულება	მო ნახულ ება
ალგეთის	ალგეთი ს
პილოტის	პილოტ ის
გამახვილებული	გ ამახვილ ებული
სიუხვე	სიუხვე
ღრუბლიანი	ღრუბ ლიანი
ვერცხლისფერ	ვერცხლ ის ფერ
სახელსა	სახელ სა
კორიუნის	კორი უნი ს
კონკრეტულ	კონ კრეტ ულ
გვარსა	გვარ სა
ორკესტრისთვის	ორკესტრ ისთვის
ჩამოსული	ჩამო ს ული
ბრიტანეთს	ბრიტან ეთს
წესრიგის	წეს რიგ ის
ხმით	ხმ ით
მომთაბარეთა	მო მთა ბარე თა
მალაგასიურ	მა ლა გა სიურ
მურაა	მურა ა
სისხლიან	სისხლ იან
ლეილი	ლე ილი
უფლებამოსილებები	უფლებ ა მოსილ ებები
კვალიფიკაცია	კვალ იფიკაც ია
წელიწადში	წელიწ ად ში
თხრილის	თხრილ ის
დარღვევები	და რღვევ ები
მსხვილია	მსხვილ ი ა
ხაიამის	ხაი ამ ის
მუშაკად	მუშა კად
განხორციელებაში	გან ხორციელ ება ში
დარქმევა	და რქმევ ა
იკვებებოდნენ	ი კვებ ებოდნენ
დაშვებულია	და შვებ ულია
უქონლობა	უქონლ ობა
მოკვდება	მოკვ დება
აცნობენ	ა ცნობ ენ
სამხატვრო	სა მხატვ რო
კოორდინატორი	კოორდინ ატორი
შიფრები	შიფრ ები
მინდაუგასის	მინდ ა უ გა ს ის
სადღეღამისო	სა დღე ღამ ის ო
მიგრაცია	მი გრაცი ა
კვანტურ	კვან ტურ
დაემატა	და ემატ ა
განაგებდნენ	გან აგებ დნენ
განარისხა	გან ა რისხ ა
ქვეყნებმა	ქვეყნ ებმა
დამარილებული	და მარილ ებული
ხელშეკრულებების	ხელშეკრულ ებები ს
გარშემორტყმულ	გარ შემო რტყმ ულ
პოსტების	პოსტ ების
ბიოლოგიურად	ბი ოლოგი ურად
ვაჟისთვის	ვაჟ ისთვის
მადონა	მადონა
გააპროტესტა	გა ა პროტესტ ა
მარადმწვანე	მარ ად მწვანე
ცხრილში	ცხრილ ში
კანდიდატმა	კანდიდა ტმა
ბილბაოს	ბილბაოს
ომბუდსმენის	ომ ბუდ სმენ ის
ჯეისონ	ჯე ის ონ
ემორჩილებოდა	ემ ორჩილ ებოდა
წასვლის	წასვლ ის
მოჭადრაკის	მ ო ჭადრაკ ის
ილორის	ი ლორ ის
სოხუმში	სოხუმ ში
თავდაუზოგავი	თავდა უზო გავი
ჩადო	ჩა დო
მტერია	მტერ ია
კვლევებმა	კვლევ ებმა
ექსპერტთა	ექსპ ერ ტთა
ნიობიუმის	ნი ობ ი უმის
მკლავს	მკლავ ს
უიტნის	უიტნი ს
ყავისფერ	ყავ ის ფერ
ესტონეთში	ესტონ ეთში
მოჰყავდა	მო ჰყავ და
კონსულს	კონ სულ ს
გაჩერებას	გაჩერ ებას
ალუტიკები	ალ უ ტიკ ები
სრულფასოვანი	სრულ ფას ოვანი
ჩაკეტილი	ჩაკეტ ილი
ხილვით	ხილვ ით
ჩინით	ჩინ ით
მკვლელობაში	მკვლელობ აში
ლონდონურ	ლონდონ ურ
სამაგიეროდ	სა მაგ იერ ოდ
ჩარლზ	ჩარლზ
მომხმარებლებს	მო მხმარებლ ებს
აზრებს	აზრ ებს
ეწინააღმდეგება	ე წინააღმდე გება
კორტესს	კორტეს ს
კუთხიდან	კუთხ იდან
აღნიშნულის	აღ ნიშნულ ის
მცენარეებისგან	მცენარ ე ების გან
ბო	ბო
ჯოტო	ჯო ტო
ასოციაცია	ას ოციაცი ა
აღმოჩენას	აღმოჩენა ს
მატებდა	მატ ებდა
მწოლიარე	მ წოლ იარე
საჩემპიონო	სა ჩემპიონ ო
ფილოლოგიური	ფილოლოგი ური
თავდასხმებმა	თავდა სხმ ებმა
დედას	დედა ს
ვიქტორია	ვიქტო რია
მსგავსად	მსგავ ს ად
ანაწილებდა	ა ნაწილ ებდა
გარდაცვლილებს	გარდა ცვლილ ებს
თაობისთვის	თა ობ ისთვის
ქერცლებით	ქერცლ ებით
ემუხვარი	ე მუხ ვარი
ჰიპერსივრცეში	ჰიპერ ს ივრცე ში
მიცვალებულებს	მი ცვალებ ულ ებს
გასაკეთებლად	გასა კეთებ ლად
შორენა	შორ ე ნა
ოცდაათწლიანი	ოცდა ათ წლიან ი
წარმოებს	წარმოებ ს
იძულებულნი	იძულ ებულ ნი
მეორის	მე ორის
ფილტვები	ფილტვებ ი
მოძრავია	მო ძრავ ია
ნაცისტებს	ნაცისტ ებს
ჩამონათვალში	ჩამო ნა თვალ ში
თამაზის	თამაზ ის
მკვიდრთა	მკვიდრ თა
მეფისნაცვლის	მეფ ის ნაცვლ ის
შეცვლილა	შეცვლ ი ლა
საწოლზე	საწოლ ზე
რესტორნების	რე სტორნ ების
