გამოსხივება	გამოსხივ ება
მდებარეობს	მდებარე ობს
ჟანგვის	ჟანგვ ის
მზესუმზირას	მზე სუ მზი რას
საუბრისას	საუბრ ის ას
ბარტონმა	ბარტონ მა
ლექსებში	ლექს ებში
მაიოტას	მაიოტას
შესთავაზოს	შესთავაზ ო ს
შვეიცარიელი	შვეიცარი ელი
ნახტომი	ნახტომ ი
დაუქვემდებარეს	დაუქვემდებარ ეს
გადატვირთული	გა დატვირთულ ი
რიჩარდმა	რიჩარდ მა
მამრები	მამრ ები
მოსასხამი	მოსასხამ ი
შტატია	შტატ ია
ჭამს	ჭამ ს
ამოჭრილი	ამ ო ჭრილი
ჰანიბალ	ჰანიბალ
პარალელურად	პარალელ ურად
ცენტრშია	ცენტრ ში ა
ესპანეთსა	ესპანეთ სა
დარჩენას	დარჩენ ას
გადასახლებიდან	გადასახლ ებიდან
ემილიანო	ემილი ანო
მიემართებიან	მიემართ ებიან
მტაცებლებს	მტაცებლ ებს
ფრანკონიის	ფრანკ ონი ის
ნებართვას	ნებართვ ას
ადვოკატი	ადვოკატ ი
კედლებიდან	კედლ ებიდან
შემოსავლის	შემოსავლ ის
ჟანრები	ჟანრ ები
სხვებიც	სხვ ებიც
უელსური	უელს ური
ანგმარის	ანგმარ ის
იწვევდა	იწვევ და
აერთებს	აერთ ებს
მეკობრეები	მეკობრე ები
ბადენის	ბად ენის
გაგვთიშავენ	გაგვთიშ ავენ
სერბების	სერბ ების
კინომსახიობთა	კინო მსახიობ თა
სებასტიან	ს ებას ტიან
უპირისპირდებიან	უპირისპირ დებიან
ანტილოპები	ანტილოპ ები
ჯარებზე	ჯარ ებზე
კვიპროსელ	კვიპროს ელ
პოლკის	პოლკ ის
დანადგარები	და ნადგარ ები
არაბუნებრივი	არა ბუნებრივ ი
გათვლით	გათვლ ით
ვაჭრების	ვაჭრ ების
ნარჩენს	ნარჩენ ს
გარდიგარდმო	გარდიგარდ მო
ისლ	ის ლ
სუნთქვის	სუნთქვ ის
ახალზელანდიური	ახალ ზელანდი ური
პტოლემეს	პტოლემე ს
დასწამა	და ს წამ ა
სინთეზირებული	სინთეზ ირებული
ნანა	ნანა
კადმიუმის	კადმ იუმის
რუსის	რუსის
ანგარიშვალდებულია	ანგარიშ ვალდებულ ია
გაყიდვა	გაყიდვ ა
მიხვდნენ	მიხვ დნენ
უმთავრესად	უმთავრეს ად
ვაჭრობაში	ვაჭრობ აში
ამერიკიდან	ამერიკ იდან
ბევრს	ბევრ ს
დაკარგეს	დაკარგ ეს
რეგისტრირებულია	რეგისტრ ირებული ა
ანდერძში	ანდერძ ში
თანაცხოვრება	თანა ცხოვრება
მუსიკოსმა	მუსიკოს მა
რგოლში	რგოლ ში
ბარბაროსას	ბარბაროს ა ს
ქვეჯგუფებში	ქვეჯგუფ ებში
ჭიის	ჭი ის
დაიპყრობდა	და იპყრობდა
ჰარტმა	ჰარტ მა
დიპლომით	დიპლომ ით
შთაგონების	შთაგონ ების
მთებისა	მთ ებისა
გამოეგზავნა	გამოე გზავნა
ნეოლითური	ნეოლით ური
დისტრიბუტორია	დისტრიბუტორ ია
დუბაის	დუბაი ს
თვეებია	თვე ები ა
შეეკრათ	შეეკრათ
არათანაბარ	არათანაბარ
ოჯახს	ოჯახ ს
რისთვისაც	რ ისთვის აც
მოლაპარაკებებში	მოლაპარაკებებ ში
წარმომავლობას	წარმომავლობ ას
ჯორდან	ჯორდან
პისარომ	პისარო მ
ნაზად	ნაზ ად
მართვაში	მართვ აში
ტატრა	ტატრ ა
დასჯილ	დასჯ ილ
საქორწილო	სა ქორწილ ო
ფართე	ფართე
კვლევა	კვლევ ა
სტანდარტულ	სტანდარტ ულ
კასტის	კასტ ის
დაკრული	დაკრული
მოთამაშეა	მოთამაშე ა
ქეთო	ქეთ ო
ლეგიტიმური	ლეგიტიმ ური
სუპერსონიქსი	სუპერ სონიქსი
ზომავენ	ზომ ავენ
აქტივობებში	აქტივობ ებში
ამერიკის	ამერიკ ის
კორდობას	კორდ ობას
სულების	სულ ების
შემოსაზღვრული	შემოსაზღვრ ული
მოთხოვნები	მოთხოვნ ები
წმინდანმა	წმინდან მა
ინგლისურმა	ინგლისურ მა
ბრინჯის	ბრინჯ ის
ჩქარა	ჩქარ ა
ალისას	ალ ისას
პუნქტებში	პუნქტ ებში
ქვითა	ქვით ა
რიოს	რიო ს
ჭოროხის	ჭორო ხის
თამაშების	თამაშ ების
ისე	ის ე
ტომთა	ტომ თა
გამოჩენილიყო	გამოჩენილ იყო
ძრავებს	ძრავ ებს
ყოფილიყვნენ	ყოფილ იყვნენ
სირიუს	სირი უს
ფილადელფიის	ფილა დელფი ის
გამოქვაბულიდან	გამო ქვაბულ იდან
ბრბოს	ბრბო ს
გაჭრა	გა ჭრა
ყიზილბაშთა	ყიზილბაშ თა
საშინელ	საშინელ
დამსხვრეული	დამსხვრე ული
ჭერი	ჭერი
შრე	შრე
აღშფოთდა	აღშფოთ და
სისტემას	სისტემა ს
რისხვის	რი სხვ ის
წმინდანად	წმინდან ად
უსვამს	უსვამ ს
გადაიტანს	გადაიტან ს
კირქვები	კირქვ ები
მოდულების	მოდულ ების
გამეფების	გამეფ ების
ბოსტნეულისა	ბოსტნეულ ისა
პატივისცემა	პატივისცემ ა
საათის	საათ ის
ურთიერთქმედების	ურთიერთქმედ ების
თაღს	თაღ ს
შენაერთს	შენაერთ ს
იისფერი	ი ისფერი
ივსება	ივს ება
პაემანი	პაემანი
გალიიდან	გალი იდან
დაუმორჩილებელ	დაუმორჩილებ ელ
გადასახლების	გადასახლ ების
კანიონს	კანიონ ს
საჰარაში	სა ჰარ აში
გამოსცემდა	გამო სცემდა
გალაპაგოსის	გალა პაგო ს ი ს
არეაში	არე აში
მთავრობას	მთავრობ ას
ფალაური	ფალა ური
ჰესიოდეს	ჰესი ოდეს
დაცემა	დაცემ ა
ოდიშელიძე	ოდიშ ელიძე
ახასიათებს	ახასიათ ებს
თეოლოგიის	თეოლოგი ის
ფანების	ფან ების
ჩასაბერი	ჩასა ბერი
განვითარება	განვითარ ება
აკრძალვა	აკრძალ ვა
მეთერთმეტე	მე თერთმეტ ე
ტერიტორიებზე	ტერიტორი ებზე
ლოლუას	ლოლუა ს
საავტობუსო	სა ავტობუს ო
მოსალაპარაკებლად	მოსა ლაპარაკ ებლად
გაშენებული	გაშენებულ ი
მესამედს	მესამედ ს
დომინირების	დომინირებ ის
სტუდიები	სტუდი ები
ახალშობილთა	ახალშობილ თა
ოპტიმალური	ოპტიმ ალური
შენაკადებს	შენაკად ებს
ოლქების	ოლქ ების
კონცენტრირებული	კონცენტრირებული
დაასახლა	დაას ახლა
მივიდოდა	მი ვიდოდა
საკვებისა	საკვებ ისა
არიან	არიან
ვაჟიშვილს	ვაჟიშვილ ს
რუმინეთი	რუმინეთ ი
ზეთებს	ზეთ ებს
გალბა	გალბა
ანისი	ანის ი
გამომსახველი	გამო მსახველ ი
ეთიოპია	ეთიოპი ა
ფართობის	ფართობ ის
წინადადებებს	წინადად ებებს
ოქროთი	ოქროთი
მოლაშქრე	მოლაშქრე
საგანძურის	საგანძურ ის
ოპიზის	ო პიზის
წევრმა	წევრ მა
ანექსია	ანექსი ა
ზეგანს	ზე განს
ელემენტების	ელემენტ ების
პიანისტი	პიანისტი
ბრაკი	ბრაკი
ონდეს	ონ დეს
ბალტიური	ბალტი ური
პიროვნებათაგანს	პიროვნებ ა თაგან ს
მიმდებარე	მი მდებარე
სუაჰილის	სუაჰილი ს
შესწავლას	შესწავლ ას
ოსირისის	ოსირისი ს
საგის	სა გის
ფაკულტეტებზე	ფაკულტეტ ებზე
სიბნელეში	სიბნელ ეში
შესაერთებლად	შესაერთ ებლად
მდელოების	მდელო ები ს
უშუალობა	უშუალო ბა
შეითავსა	შეითავს ა
დათარიღება	დათარიღებ ა
სისრულეში	სისრულ ეში
ტერმინოლოგიაში	ტერმინ ოლოგია ში
სისხლძარღვების	სისხლძარღვ ების
ინფექციების	ინფექცი ების
ჩაითვალა	ჩაითვალ ა
სურათებში	სურათ ებში
სიტიში	სიტი ში
მტკიცებულების	მტკიცებულებ ის
ნელნელა	ნელნელა
გრავიტაციის	გრავიტაცი ის
ვიქტორიანულ	ვიქტორიანულ
ზიზღს	ზიზღ ს
უწყობდა	უ წყობ და
საკითხს	საკითხ ს
ეფექტური	ეფექტურ ი
ზღვისკენ	ზღვ ისკენ
გაბრიელმა	გაბრიელ მა
ვიმსჯელოთ	ვიმსჯელ ოთ
მოღვაწის	მოღვაწის
მიესალმა	მიესალმ ა
ამქრის	ამ ქრის
შეიტანოს	შე იტანოს
ტვინისა	ტვინ ისა
ბარონ	ბარონ
მისადგომი	მისადგომ ი
იმაზეც	ი მა ზეც
გრძედის	გრძედის
თუთიის	თუთი ის
სარესტავრაციო	სა რესტავრაც ი ო
ხურციძე	ხურც იძე
ტაილანდში	ტაილანდ ში
გამოცდილებამ	გამოცდილ ებამ
დღესაცაა	დღესაც ა ა
დღევანდელი	დღევანდელ ი
მარტამდე	მარტ ამდე
ავტომაგისტრალი	ა ვტომაგისტრალ ი
მიწათმოქმედებას	მიწათმოქმედ ებას
ამყარებენ	ამყარ ებენ
არაპირდაპირი	არა პირდაპირ ი
ხსნარში	ხსნარ ში
მჟავები	მჟავ ები
მესხეთის	მესხ ეთის
ცოის	ცო ის
პატრიარქ	პატრიარქ
გახიზნა	გახიზნ ა
დეშიფრაციის	დე შიფრ აციის
მაგისტრატურა	მაგისტრ ატურა
საზღვრავს	საზღვრ ავს
დასახელება	დასახელ ება
დადგმაში	დადგმ აში
რეგიონალური	რეგიონ ალური
ერად	ერ ად
კლებას	კლება ს
ბალღებს	ბალღებ ს
ერთგულებას	ერთგულ ებას
კაპიტალისტურ	კაპიტალ ისტურ
მამრი	მამრ ი
უფლებებისა	უფლებებ ისა
არჩევიდან	არჩევ იდან
უთანასწორო	უთანასწორო
ჩვეულება	ჩვეულებ ა
ბადი	ბად ი
მცირეა	მცირე ა
ამალა	ა მალა
დაიწუნეს	დაიწუნ ეს
ფართომაშტაბიანი	ფართო მაშტაბ იანი
პერიოდების	პერიოდ ების
მოსაცდელი	მო საცდელი
მოედო	მო ედო
ლიონელ	ლიონ ელ
ლაბორატორიას	ლაბორატორ ი ას
ბაქტერია	ბაქტერი ა
კელტური	კელტ ური
მოპოვებულია	მოპოვებ ული ა
ქცევების	ქცევ ების
დამხობას	დამხობ ას
დაქირავებული	დაქირავებ ული
ლავკრაფტის	ლავკრაფტ ის
ტრადიციებით	ტრადიცი ებით
მონღოლი	მონღოლ ი
მრავალფეროვნებაში	მრავალფეროვნ ებაში
ფანჩატური	ფანჩატურ ი
სწორკუთხედში	სწორკუთხ ედ ში
ლეშს	ლეშ ს
საღებავების	საღებავ ების
კასტილიისა	კასტილი ისა
ნასროლი	ნასროლ ი
არევა	ა რევა
გადიდებული	გა დიდ ებული
ფერმერული	ფერმერ ული
ბოსნიელი	ბოსნიელ ი
ილიკო	ილიკო
ლირიკული	ლირიკ ული
პონტიფექს	პონტიფ ექს
წევრობა	წევრ ობა
გერბი	გერბ ი
სიდედრი	სიდედრი
ცდუნება	ცდუნება
ჰქონდათ	ჰქონდათ
რელიგიად	რელიგი ად
ნაჩუქარი	ნა ჩუქარი
ერკეთის	ერკეთის
დიეტის	დიეტ ის
პოპულარობის	პოპულარობ ის
მერვედფინალში	მერვე დ ფინალში
ასტრიდ	ას ტრი დ
თაყაიშვილმა	თაყაიშვილ მა
დიამეტრი	დიამეტრ ი
სასჯელად	სასჯელ ად
ტენი	ტენი
ვერტიკალური	ვერტიკალურ ი
სჯიდნენ	ს ჯი დნენ
ადამიანებსაც	ადამიან ებსაც
იმიტაციას	იმიტაცი ას
კბენის	კბენ ის
ნილოსის	ნილოს ის
ჯარის	ჯარი ს
დღეებში	დღე ებში
სადილი	სადილ ი
განაგრძობდნენ	განაგრძ ობდნენ
თხოვა	თხოვა
უმრავლესი	უმრავლეს ი
წვავენ	წვავენ
მედალიონი	მედალ იონი
სცენაა	სცენ ა ა
პოეტურ	პოეტ ურ
თესლები	თესლ ები
ბრძანებების	ბრძანებ ების
ლინცის	ლინც ის
მთებამდე	მთ ებამდე
კრემაციის	კრემ აციის
მთაწმიდელი	მთაწმიდ ელი
ნავთობგადამამუშავებელი	ნავთობ გადამამუშავებელ ი
მსახურთუხუცესი	მსახურ თ უხუცეს ი
უხდებოდა	უხდ ებოდა
მეჯვრისხევის	მე ჯვრ ის ხევის
მასიურ	მასიურ
იოგას	იოგას
ანხორციელებს	ან ხორციელ ებს
გაყო	გა ყო
ინტენსივობის	ინტენსივ ობის
ადგილების	ადგილ ების
იუგოსლავია	ი უგოსლავი ა
პირამიდების	პირამიდ ების
ქადაგებით	ქადაგებ ით
ტურის	ტურ ის
ნაკრძალის	ნაკრძალ ის
პედაგოგები	პედაგოგ ები
გეოლოგი	გეოლოგი
როკის	როკ ის
ტექნიკურმა	ტექნიკურ მა
კრიტერიუმები	კრიტერიუმ ები
ვაჩნაძე	ვაჩნ აძე
აზოტმჟავის	აზოტმჟავ ის
ურთიერთპერპენდიკულარული	ურთიერთ პერპენდი კულარული
ძაღლების	ძაღლ ების
მინისტრად	მინისტრ ად
ჭაბუკთა	ჭაბუკ თა
განთავსდა	განთავს და
პასუხებს	პასუხ ებს
სიმღერაზე	სიმღერ აზე
ქლიავი	ქლიავ ი
სიცივეს	სიცივ ეს
შეხედულების	შეხედულებ ის
კოდია	კოდ ია
ქულები	ქულ ები
ამისთვის	ამ ისთვის
მოახლოებული	მოახლო ებული
ისტორიები	ისტორი ები
ორგანოებისა	ორგანო ების ა
გზამკვლევი	გზამ კვლევ ი
გამოხატვა	გამო ხატვა
მოგებით	მოგებ ით
ზარს	ზარ ს
ბასაევის	ბასაევი ს
განასხვავებდა	განასხვავ ებდა
იცავდნენ	იც ავდნენ
ხელშეკრულების	ხელშეკრულებ ის
საშინაო	ს აში ნა ო
გეოგრაფიულმა	გეოგრაფი ულმა
საზღაურს	საზღაურ ს
სრუტეების	სრუტე ების
დომინირებას	დომინირებ ას
ესთეტიკურ	ესთეტიკ ურ
იგავები	ი გავ ები
სახელმწიფოებისა	სახელმწიფო ები სა
ლოჟის	ლოჟ ის
მღვრიე	მღვრ ი ე
თავისუფლებით	თავისუფლ ებით
ძმა	ძმა
მეთევზეთა	მეთევზე თა
მზესთან	მზე სთან
პარტიზანებმა	პარტიზან ებმა
ერთობის	ერთობ ის
მარცვლოვანი	მარცვლოვან ი
დებიუტანტი	დებიუტ ანტი
სართულს	სართულ ს
განსხვავებით	განსხვავ ებით
მეფისთვის	მეფ ისთვის
აეღო	ა ეღო
გასართობად	გასართობ ად
არგენტინასთან	არგენტინ ასთან
შეტყობინებების	შეტყობინ ებების
თავმჯდომარეს	თავმჯდომარ ეს
პოეზიისა	პოეზი ისა
დამუშავების	დამუშავ ების
შეცვლილიყო	შეცვლილ იყო
მოპოვებისათვის	მოპოვებ ისათვის
სართულშუა	სართულ შუა
საამისოდ	საამისო დ
სპეციალისტებს	სპეციალისტ ებს
საჭიროებისათვის	საჭიროებ ისათვის
აქლემი	აქლემ ი
გამრავლებისას	გამრავლ ების ა ს
ორჰან	ორ ჰან
ფესტივალში	ფესტივალ ში
ვედურ	ვედურ
თოვს	თოვ ს
მიუწვდომელი	მიუ წვდომ ელი
აღწევდეს	აღწევ დეს
ქიაჩელის	ქიაჩელი ს
ადმირალი	ადმირალ ი
თალმუდი	თა ლმუდი
ხაზგასასმელად	ხაზგა სასმელ ად
ჯუდ	ჯუდ
ზღაპრული	ზღაპრ ული
მიართმევენ	მი ართმევენ
შტორმს	შტორმ ს
აზიანებს	ა ზიან ებს
ცკ	ცკ
ვოს	ვოს
ინფექცია	ინფექცი ა
პეშმერგას	პეშ მერ გა ს
ჯოს	ჯო ს
სახამებლის	სახამებ ლის
სუპერ	სუპერ
პიკასოს	პიკ ას ოს
ხარ	ხარ
გაცემის	გაცემ ი ს
კვადრატში	კვადრატ ში
მეხუთე	მეხუთე
სპარტაკმა	სპარტაკ მა
ჰომსის	ჰომ ს ის
ბრანდენბურგის	ბრანდ ენბურგის
კორპორაციების	კორპორაცი ების
დანადგარი	და ნადგარ ი
ეთნოსის	ეთნოს ის
პერპენდიკულარულად	პერპენდი კულარულ ად
პისარო	პისარო
გამა	გა მა
ინდუსტრიამ	ინდუსტრი ამ
შემოღებულია	შემოღ ებულია
თემასთან	თემ ასთან
იზიარებდნენ	იზიარ ებდნენ
წარმოდგენებით	წარმოდგენ ებით
სთავაზობენ	ს თავაზობ ენ
ყურეს	ყურე ს
ზომაც	ზომ აც
რეგიონმა	რეგიონ მა
სიკვდილია	სიკვდილ ია
ეპისკოპოსის	ეპისკოპოს ის
კითხვის	კითხვის
წარჩინებულთა	წარჩინებულ თა
ელექტრულ	ელექტრ ულ
ქვეწარმავლების	ქვეწარმავლ ების
ზედმეტსახელად	ზედმეტ სახელ ად
წაუგებელი	წაუგ ებელი
მუზეუმებში	მუზეუმ ებში
ორთაბრძოლაში	ორთაბრძოლ აში
რასა	რასა
ჩვენებაში	ჩვენ ებაში
კოჭის	კოჭ ის
ტვინის	ტვინ ის
ეფექტის	ეფექტ ის
ალაზნის	ალაზნის
ყარაღანდის	ყარ აღ ანდ ის
კონცხს	კონცხ ს
შემუშავების	შემუშავ ების
მოიგეს	მოი გეს
მოხერხდა	მოხერხ და
რონალდოს	რონალდ ოს
მეგობართა	მეგობარ თა
ტრაპეზზე	ტრაპეზ ზე
მოიხმარდა	მოიხმარ და
პოპულარიზაციის	პოპულარიზაცი ის
ღვაწლს	ღვაწლ ს
ტბასა	ტბ ას ა
სეზონზე	სეზონ ზე
ძმები	ძმ ები
ველს	ველ ს
რეის	რეის
გვერდების	გვერდ ების
მწყემსი	მწყემ სი
სარკმელთა	სარკმელ თა
ბასკურ	ბასკ ურ
რაოდენობა	რაოდენობ ა
იოლია	იოლი ა
აღფრთოვანებულმა	აღფრთოვან ებულმა
ტუპაკის	ტუპაკ ის
კომპლექსია	კომპლექს ია
გაკეთებაც	გაკეთ ებაც
დამასკელის	დამასკ ელის
ტრადიციით	ტრადიცი ით
მკვლელმა	მკვლელ მა
უპირატესი	უპირატ ე სი
ჯოუნსის	ჯოუნსი ს
თავგანწირვით	თავ განწირ ვით
ჩაიძირა	ჩაი ძირ ა
მოქმედმა	მოქმედ მა
სიმწარე	ს ი მწარე
შეწყდება	შეწყ დება
ფუძემდებლად	ფუძემდებლ ად
რომანებს	რომან ებს
ენგურისა	ენგურის ა
ახალგაზრდას	ახალგაზრდ ას
ჰარპერი	ჰარპერ ი
მოფენილია	მოფენილი ა
თანამმართველი	თანა მმართველ ი
კორპორაციული	კორპორაცი ული
შედარებითი	შედარ ებით ი
შემოგარენს	შემოგარენ ს
ცისკარში	ცისკარ ში
ამხელდა	ამხელ და
გაკეთებულია	გაკეთ ებული ა
ინგლისმა	ინგლის მა
ყველგან	ყველგან
სეიმის	სეიმ ის
დარასელია	და რასელი ა
გაითხარა	გა ით ხარ ა
შრომებმა	შრომ ებმა
დრომდე	დრო მდე
ჩამოსვლის	ჩამოსვლის
ძიძა	ძიძა
ლუთერის	ლუთერ ის
სიმბოლოა	სიმბოლო ა
მიღწევას	მიღწევ ას
ასწრებს	ასწრებს
გაოგნებულია	გა ოგნ ებულია
გასცემს	გა სცემს
გეომორფოლოგიური	გეომორფოლოგ იური
კომპლექსებს	კომპლექს ებს
დეპრესიამ	დეპრესი ამ
ყაზახეთი	ყაზახ ეთი
ჩავიდნენ	ჩა ვიდნენ
ყვავის	ყვავ ის
ამირანის	ამირან ის
ტემპერატურა	ტემპერატურ ა
გადამეტებული	გადა მეტ ებული
კლუბებმა	კლუბ ებმა
სამკუთხედში	სამკუთხედ ში
ძნელად	ძნელ ად
მეურნეობას	მეურნეობ ას
გამოითვლება	გამო ითვლ ება
შესულია	შესულ ია
საუცხოო	საუცხოო
ემუშავათ	ემუშავ ათ
ალასკა	ალასკ ა
დაბლაა	დაბლა ა
მკვლელების	მკვლელ ების
შუამდინარეთის	შუამდინარეთ ის
რიხტერის	რიხტერი ს
უნგრეთის	უნგრეთ ის
ფრონტი	ფრონტ ი
დასახლებული	დასახლებ ული
ეკვატორულ	ეკვატორ ულ
პროექტებში	პროექტ ებში
ადასტურებდა	ა დასტურ ებდა
განლაგება	განლაგ ება
გასეირნება	გა სეირნ ება
ეხურა	ეხურ ა
პარლამენტშიც	პარლამენტ შიც
შეცვლა	შეცვლ ა
მაგალითებია	მაგალით ები ა
ეკუთვნის	ეკუთვნ ის
მიმართოს	მიმართ ოს
შეიარაღებაში	შეიარაღ ებაში
იმპერიების	იმპერი ების
ექიმს	ექიმ ს
აღწერა	აღ წერა
ფიგურების	ფიგურ ების
დასავლელი	და სავლელი
ვენერას	ვენერ ას
ბაგრატის	ბაგრატ ი ს
კონან	კონან
განთესილი	გან თესილი
მანგოს	მანგოს
ქართველიშვილი	ქართველ იშვილი
იმეფა	ი მეფ ა
ნახევრის	ნახევრ ის
ბადისებრი	ბად ისებრი
გატეხვის	გატეხ ვის
მინერალები	მინერალ ები
მასკარენის	მა ს კარენ ის
გადმოდის	გადმო დის
ამილახვრის	ამილახვრ ის
ზუსტად	ზუსტად
ემუქრება	ემუქრ ება
განიცდიან	განიცდ იან
ციცერონის	ციცერონ ის
ფორდი	ფორდი
პრინციპით	პრინციპ ით
წმინდად	წმინდა დ
შეუყვარდება	შე უყვარ დება
ერთეული	ერთეულ ი
დაიკავებენ	დაიკავ ებენ
ტემპერატურებს	ტემპერატურ ებს
მონასტრებს	მონასტრ ებს
თევზებით	თევზ ებით
რუკებს	რუკ ებს
კოსოვოს	კოსოვო ს
დაქორწინებას	და ქორწინებ ას
გრანდიოზულ	გრანდიოზულ
ისლამურ	ისლამ ურ
მოინდომა	მოინდომა
გადაცემაში	გადაცემ აში
დოკუმენტურად	დოკუმენტ ურად
ჩილე	ჩილე
ინტელიგენცია	ინტელიგენც ია
საკვებზე	საკვებ ზე
კეთილმსახურ	კეთილ მსახურ
საარტილერიო	სა არტილერი ო
ად	ად
ადგილსამყოფელი	ადგილსამყოფელ ი
მშვიდობით	მშვიდობ ით
სერიისგან	სერი ისგან
ადარებენ	ადარ ებენ
გაზეთი	გაზეთ ი
დახასიათებას	დახასიათ ებას
კლიენტების	კლიენტ ების
სლიმ	ს ლიმ
მოსაზრებანი	მოსაზრ ებანი
რივალდომ	რივალდო მ
საგაზეთო	სა გაზეთ ო
მიშა	მიშა
ისტორიით	ისტორი ით
მატარებლები	მატარებ ლები
ძირში	ძირ ში
ავსტრიელი	ავსტრიელ ი
მელოდიური	მელოდი ური
მიდამოებში	მიდამო ებში
ფასობს	ფასობს
დაქვემდებარების	დაქვემდებარ ების
იხდიდა	იხდიდა
სუფიქსი	სუფიქს ი
მოეწონათ	მოეწონ ათ
ოთხჯერ	ოთხ ჯერ
ფუტკრების	ფუტკრ ების
მიაყენა	მიაყენ ა
ნატეხები	ნატეხ ები
რადიაციულ	რადიაცი ულ
ზემფირას	ზემფირ ას
გადაღებაზე	გადაღებ ა ზე
ასახელებდა	ა სახელ ებდა
საკომპოზიტორო	სა კომპოზიტორ ო
ჯგუფებიდან	ჯგუფ ებიდან
ენამ	ენ ამ
რაოდენობითაა	რაოდენობ ითაა
ანდაზა	ანდაზ ა
ასტრონომმა	ასტრონო მ მა
წინადადებაში	წინადად ებაში
იყიდა	იყი და
რეფორმამდე	რეფორმ ამდე
ჩარლი	ჩარლ ი
ჰილი	ჰილ ი
შემდგომმა	შემდგომ მა
ფიშმა	ფიშ მა
მიმართულ	მიმართულ
პორტების	პორტ ების
კარგავდნენ	კარგ ავდნენ
მედიკამენტები	მედიკამენტ ები
ბოტანიკური	ბოტანიკ ური
დიაოხი	დიაოხი
მთავარსარდლის	მთავარ სარდლ ის
შენობებში	შენობ ებში
კართაგენს	კართაგენ ს
წარმოსახული	წარმოსახ ული
ქართულსა	ქართულ სა
ფრინველი	ფრინველ ი
ლაბის	ლაბ ის
დარბევის	დარბევ ის
აღსაზრდელად	აღ საზრდელ ად
თავმჯდომარედ	თავმჯდომარ ედ
იქს	იქ ს
მასპინძლობდა	მასპინძლ ობდა
მიჩიგანის	მიჩიგან ის
პირველი	პირველ ი
სოკოვანი	სოკოვან ი
ტიბეტურ	ტიბეტ ურ
კეთილი	კეთილ ი
დამყარებაში	დამყარ ებაში
გრაფინია	გრაფი ნ ია
შეიტყო	შეიტყ ო
გამტაცებლები	გა მტაცებლ ები
მოწესრიგება	მო წესრიგ ება
კაბალას	კაბა ლას
აკავშირებს	აკავშირებ ს
სექსტუს	სექს ტუს
მოხსნებით	მოხსნ ებით
უოლკერი	უოლკერი
შოტლანდიურ	შოტლანდი ურ
აზერბაიჯანს	აზე რბაიჯან ს
შვილზე	შვილ ზე
პონტიფიკოსის	პონტიფ ი კ ოს ის
სხდომებზე	სხდომ ებზე
გადამდგარი	გადამდგარ ი
სამთავროში	სამთავრო ში
ნახევარმთვარის	ნახევარ მთვარ ის
ავსტრიელებს	ავსტრიელ ებს
გადაქცევა	გადაქცევ ა
ნაწარმოებად	ნაწარმოებ ად
სტანისლავის	ს ტანისლავ ის
ფაკულტეტს	ფაკულტეტ ს
ტესტის	ტესტ ის
აივ	აივ
აჭარა	აჭარ ა
ფაკულტეტები	ფაკულტეტ ები
გაქცევა	გაქცევ ა
ირანული	ირან ული
ცირკულაციის	ცირკულ აციის
კონფლიქტმა	კონფლიქტ მა
ორკესტრთან	ორკესტრ თან
გაბატონების	გაბატონ ების
ფრენჩაიზის	ფრენჩაიზი ს
შინაარსობრივი	შინაარს ობრივი
დარტყმას	დარტყმ ას
პიროვნებისა	პიროვნებ ისა
პრეზიდენტებს	პრეზიდენტ ებს
საქმეებით	საქმე ებით
კამერის	კამერ ის
გრძელყუნწიანი	გრძელ ყუნწიანი
მომზადებით	მომზად ებით
ბელა	ბელა
მოქარგული	მო ქარგული
ტენდენცია	ტენდენცი ა
გაქრისტიანება	გა ქრისტიან ება
წევრებისგან	წევრ ებისგან
ბაბილონის	ბაბილონ ის
ამოღებული	ამოღ ებული
შესატანად	შესატან ად
ნური	ნ ური
ჰუმანური	ჰუმან ური
სანატორიუმები	სანატორიუმ ები
ეტაპები	ეტაპ ები
იოჰანესბურგის	იოჰან ეს ბურგის
შენაერთი	შენაერთ ი
ბათილად	ბათი ლად
ჰკიდებენ	ჰ კიდ ებენ
მასივებს	მასივ ებს
ოპერებში	ოპერ ებში
ოქრომჭედლობის	ოქრომჭედლო ბის
პროვოკაციული	პროვო კაცი ული
ცვლილებით	ცვლილებ ით
გრძელვადიანი	გრძელვადიან ი
მომარაგების	მომარაგ ების
კაბინეტი	კაბინეტ ი
გაჩენილ	გაჩენილ
კანადურ	კანად ურ
მარკესს	მარკეს ს
შეუწირავს	შეუ წირ ავს
ვარძიის	ვარძ ი ი ს
მოაწესრიგა	მო ა წესრიგ ა
ლავური	ლავ ური
დინის	დინ ის
რომანისთვის	რომან ისთვის
გადაელახათ	გადაელ ახათ
ნიშნობის	ნიშნ ობის
დისკად	დისკ ად
ემიგრანტთა	ემიგრანტ თა
თერჯოლიდან	თერჯოლ იდან
შესრულებით	შესრულებ ით
ეული	ეული
სულისკვეთება	სულისკვეთ ება
მუქ	მუქ
გაქცეულ	გაქცეულ
დემოს	დემო ს
ებრაელ	ებრაელ
წარმატებასთან	წარმატებ ასთან
შემცირებულ	შემცირ ებულ
ჩაუთვლელად	ჩაუ თვლელად
სამხრეთის	სამხრეთ ის
სავარუდოდ	სავარუდოდ
ვოლტა	ვოლტ ა
მომენტში	მომენტ ში
ამდე	ამდე
მეთოდოლოგიური	მეთოდ ოლოგიური
