იტალიასთან	იტა ლი ასთან
კვეთა	კვეთ ა
ოთხი	ოთხ ი
საშინლად	სა შინ ლად
შედგენა	შე დგენ ა
დროშასთან	დროშ ასთან
მწკრივს	მწკრივ ს
სახეცვლილება	სახე ცვლილ ება
ჭავჭავაძემ	ჭავჭავ აძე მ
მიკის	მი კ ის
სიმებიან	სიმ ებიან
ჩანგის	ჩა ნგ ის
სარატოვის	სა რატ ოვის
ალტერნატივის	ალ ტერნატი ვის
დაბრუნებისას	და ბრუნებ ისას
თქმულებები	თქმ ულებ ები
სიით	სი ით
საქმეებს	სა ქმე ებს
შუმერულ	შუ მერ ულ
არსებად	არსებ ად
გრძნობენ	გრძნობ ენ
რომაელი	რომა ელ ი
ჩარტში	ჩა რტ ში
შეხვედრიდან	შე ხვედრ იდან
ყველაფრის	ყველა ფრ ის
შიშის	შიშ ის
სასამართლოზე	სასა მართლ ოზე
პროცენტით	პრო ცენტ ით
გაჭირვებით	გა ჭირვ ებით
დაიხრჩო	დაი ხრჩ ო
ეხმარება	ე ხმარებ ა
რეჟისორების	რეჟისორ ების
ძვლებზე	ძ ვლ ებზე
განაპირობებდა	განა პირობ ებდა
ფლორის	ფლ ორ ის
ძემ	ძ ე მ
სამხრეთიდანაა	სამხრ ეთ იდანაა
უსახლკარო	უ სახლკარო
სახელ	სახელ
უთქვამს	უ თქვამ ს
ბალზაკმა	ბალ ზაკ მა
ტერორისტების	ტერ ორისტ ების
ვაგონის	ვა გონ ის
კატორღა	კატ ორღ ა
ქალებს	ქალ ებს
ანასტასიოს	ა ნასტასი ოს
სიახლოვის	სი ახლოვ ის
მონასტრული	მონასტრ ული
ფურცელაძე	ფურ ცელ აძე
მოსწონდათ	მო სწონ დათ
ღირსშესანიშნავი	ღირსშესა ნიშნავ ი
მოიცვას	მოი ცვ ას
დაუპირისპირა	დაუ პირისპირ ა
ლაგუნები	ლა გუნ ები
დროგბა	დროგ ბ ა
კორპის	კორ პ ის
ოფიცრად	ოფიც რ ად
აბანოების	აბ ანო ების
გერი	გერ ი
გაეცნენ	გაე ცნ ენ
განკარგულებით	გან კარგულებ ით
გაუსვეს	გაუ სვ ეს
დარგებია	და რგ ებია
ლიონი	ლიონ ი
ახლანდ	ა ხლანდ
იდგნენ	ი დგ ნენ
მარტივი	მარტივ ი
რეჟისორმა	რეჟისორ მა
აღავლინა	აღა ვლინ ა
ორლეანის	ორლე ან ის
რაიონულ	რაიონ ულ
აქციეს	აქცი ეს
ოლქებში	ოლქ ებში
ფილმებში	ფილ მ ებში
არმიები	არმ ი ები
შეცვლილ	შე ცვლილ
მაკედონიამ	მაკ ედონი ამ
ქვეყნებიც	ქვეყნ ებიც
იაფი	ი აფ ი
პისტონსი	პისტო ნსი
ხელშემწყობი	ხელშემ წყობ ი
ბინძური	ბინძურ ი
მკვლევარები	მკვლე ვარ ები
შერწყმა	შ ერწყმ ა
შიიტების	ში იტ ების
ალონსო	ალო ნ სო
ენერგია	ენერგი ა
კავშირმა	კავშირ მა
აღმოჩენამ	აღმო ჩენ ამ
სიახლოვით	სი ახლოვ ით
რატი	რატ ი
ვაჟიშვილის	ვაჟ იშვილ ის
მეტაბოლიზმის	მეტა ბოლ იზმის
მომზადება	მო მზადებ ა
საგარეუბნო	სა გარეუბნ ო
ყომრალი	ყომ რალ ი
ბაქსი	ბა ქს ი
სათავეები	სა თავე ები
ვოლგის	ვოლ გ ის
ფლეტჩერმა	ფლეტ ჩერ მა
აიძულეს	აი ძულ ეს
მიშენებული	მი შენებ ული
მონათა	მო ნ ათა
იქნან	ი ქნ ან
რევოლუციამდე	რ ევოლუცი ამდე
ვერსიაა	ვერსი აა
მკმ	მ კ მ
ფეხსაცმელების	ფეხსაც მელ ების
მიაღწევენ	მია ღწევ ენ
მიმოწერას	მიმო წერ ას
უთამაშია	უ თამაშ ია
თავგამოდებით	თავგამო დ ებით
სულეიმანს	სუ ლეიმან ს
ტერმინალი	ტერ მინ ალი
იუნკერთა	იუნ კერ თა
პრინციპი	პრინც იპ ი
უთანხმოება	უთანხმ ო ება
ინფექციების	ინ ფექცი ების
ხედავ	ხედავ
უშაქრო	უ შა ქრო
შეხედულება	შე ხედულ ება
მეოთხედფინალში	მეოთხედ ფინალ ში
კართაგენელთა	კარ თაგენ ელთა
ეკლესიად	ეკლესი ად
ედვარდმა	ედ ვარდ მა
თაობიდან	თა ობ იდან
ამაო	ა მა ო
ტევადობა	ტევა დ ობა
ლაო	ლ აო
აშენებულია	ა შენებ ულია
რუხ	რუხ
მაგალითი	მა გალით ი
ზოლს	ზო ლ ს
ეფრემმა	ეფ რემ მა
მიღებისას	მი ღებ ისას
ფოტოსინთეზის	ფოტო სინთეზ ის
ჯენის	ჯ ენის
გადარჩენისთვის	გადა რჩენ ისთვის
გარეგნულად	გარეგ ნულ ად
ნაპოლეონთან	ნაპ ოლეონ თან
გაუმხილა	გაუ მხილ ა
რინგოს	რინგ ოს
როლებს	რ ოლ ებს
სასიამოვნოა	სა სიამოვნ ოა
ბალტიისპირეთში	ბალ ტიისპირ ეთში
ნივთიერებისაგან	ნივთიერებ ისაგან
ქალიშვილობაში	ქალ იშვილ ობაში
ბრაზილიელთა	ბრაზილ ი ელთა
მობი	მო ბ ი
ხოჭოს	ხო ჭო ს
ვერსიასთან	ვერსი ასთან
ორგანოებია	ორგან ო ებია
სპარსეთს	სპარ სეთ ს
ბუტლეგურ	ბუტ ლეგ ურ
ეშვებოდა	ეშვ ებოდა
წვერში	წვერ ში
პუნქტია	პუ ნქტ ია
დავწერეთ	დავ წერ ეთ
საფეხმავლო	სა ფეხმავლ ო
გვქონდეს	გვ ქონ დეს
დასჭირდებოდა	დას ჭირ დებოდა
განუწყვეტლივ	განუ წყვეტ ლივ
აღმოცენებული	აღმო ცენ ებული
სითბოს	სი თბ ოს
ტოტალურ	ტო ტ ალურ
მწიფდება	მწიფ დება
სიამის	სი ამ ის
ეპოქამდე	ეპ ოქ ამდე
ციკლონის	ციკლო ნ ის
სიტყვაც	სიტყვ აც
აქვსო	აქ ვს ო
იმთავითვე	იმ თავ ითვე
მონელება	მონ ელებ ა
სახელისგან	სახელ ისგან
დედოფალს	დედოფ ალ ს
ერთსა	ერთ სა
მონაწილეებს	მონაწილე ებს
უარესდება	უარეს დება
სექსს	სე ქს ს
ქუჩაზე	ქუჩ აზე
დააყოვნა	დაა ყოვნ ა
როდესაც	რო დ ესაც
სტამბოლს	სტა მბოლ ს
პლაცდარმის	პლა ცდარმ ის
კრუიფის	კრუ იფ ის
მფლობელი	მფლობელ ი
დაარსებისთანავე	და არსებ ისთანავე
მეზობლის	მეზობ ლ ის
იონიზირებული	ი ონ იზირებული
პაპუნა	პა პუნ ა
შეისწავლიდნენ	შეი სწავლ იდნენ
შირაკის	შირ აკ ის
ფუნქციებით	ფუნ ქცი ებით
ბინას	ბინ ას
გამოაძევეს	გამოა ძევ ეს
გადაჯაჭვული	გადა ჯაჭვ ული
არმავირი	არმა ვირ ი
ერქომაიშვილი	ერქო მა იშვილი
გზავნის	გზავნ ის
ვიქტორ	ვი ქტორ
არტაანის	არტა ან ის
ძრავა	ძრავ ა
კანტონს	კან ტონ ს
ჩინეთს	ჩინეთ ს
პროფილაქტიკა	პროფილ აქტიკ ა
ნაამბობი	ნა ამბობ ი
სკალი	სკა ლ ი
ზემფირა	ზემ ფირ ა
ალგებრაში	ალ გებრ აში
ქმნილებები	ქმნილ ებები
აზერბაიჯანს	აზერ ბაიჯან ს
ბოქვენის	ბო ქვ ენის
ქვებისგან	ქვ ებისგან
ვერსიად	ვერსი ად
თინეიჯერი	თინეი ჯერ ი
ცვლადის	ცვლ ად ის
თანამოაზრეები	თანამო აზრ ეები
ნაწლავების	ნა წლავ ების
სითთა	სი თ თა
ტრაგედიას	ტრაგე დი ას
ისეთია	ი სეთ ია
აღვნიშნეთ	აღ ვნიშნ ეთ
გამანადგურებელ	გამა ნადგურებ ელ
პიგმეები	პი გმ ეები
ხახუნით	ხა ხუნ ით
მასტიფი	მას ტიფ ი
გვირაბები	გვი რაბ ები
ზაქარი	ზაქა რ ი
მედიჩის	მედი ჩ ის
შპს	შპ ს
ბორობუდური	ბორო ბუდ ური
დაღესტნელთა	დაღესტ ნ ელთა
სოფრონი	სოფ რონ ი
ცალკეულმა	ცალკე ულმა
ანტიოქე	ანტი ოქ ე
თავმჯდომარეობდა	თავმ ჯდომარე ობდა
კუბურ	კუ ბ ურ
საქმეებზე	სა ქმე ებზე
უარყოფითად	უარ ყოფ ითად
ტოკუგავას	ტო კუგავ ას
გამოვლინების	გამო ვლინ ების
საბერძნეთიდან	სა ბერძნეთ იდან
საფრანგეთისა	საფრან გეთ ისა
პოპულარულმა	პოპულა რულ მა
ამოცანად	ამო ცან ად
ვაშინგტონი	ვაშინგ ტონ ი
მალტაში	მალ ტ აში
ნასესხები	ნა სესხ ები
გერმანელების	გერმან ელ ების
მრავალთესლიანი	მრავალ თესლ იანი
აღებით	აღ ებ ით
მუხლზე	მუხ ლ ზე
თვალსაზრისითაც	თვალ საზრის ითაც
სარჩოს	სა რჩ ოს
ცერემონიებს	ცერემონი ებს
ციხეზე	ციხე ზე
ქვეითების	ქვეით ების
კატარაქტის	კატა რაქტ ის
მცენარეებს	მცენარე ებს
უნარიც	უნარ იც
პლუს	პლუ ს
ემხას	ემხ ას
მისანიჭებლად	მისა ნიჭ ებლად
კარატეს	კარ ატ ეს
სივრცეა	სივრცე ა
ცრემლებით	ცრემლ ებით
კლინტ	კლი ნტ
სპორტული	ს პორტ ული
რათა	რა თ ა
გამოცემას	გამო ცემ ას
შენახულია	შე ნახულ ია
ონლაინ	ონ ლაინ
შუშა	შუშ ა
ამოიღო	ამო იღ ო
გვერდში	გვერდ ში
პოპ	პოპ
გიგი	გი გ ი
წინამძღოლობით	წინა მძღოლ ობით
შეირთავს	შეი რთავ ს
ჩაკეტილ	ჩა კეტ ილ
დაუზუსტებელი	დაუ ზუსტ ებელი
ინგლისისა	ინგლი ს ისა
ვარშავის	ვარ შავ ის
დევნილები	დე ვნილ ები
რომაში	რო მ აში
გაერთიანებებს	გ აერთიანებ ებს
შვილებმა	შვილ ებმა
ვარაუდობენ	ვარაუდ ობენ
მრავალშვილიან	მრავალ შვილ იან
ნავთობქიმიური	ნავთობ ქიმი ური
სამართალის	სამართ ალ ის
ჰიბრიდი	ჰი ბრიდ ი
დამაგრებულია	და მაგრებული ა
სუფევდა	სუფ ევ და
გადმოეცა	გადმო ეც ა
პროგრამიდან	პრო გრამ იდან
შესულმა	შეს ულ მა
ნიჭმა	ნიჭ მა
კლერმონის	კლე რმონი ს
პროდუქციას	პროდუქცი ას
ტოლმკლავა	ტოლ მკლავ ა
კატასტროფის	კატა სტროფ ის
ნეშტი	ნე შტ ი
ქვეითთა	ქვეით თა
ავრცელებდნენ	ა ვრცელებ დნენ
ლათინურად	ლათინ ურ ად
საგუბერნიო	საგუბერნ ი ო
ჩვენთან	ჩვენ თან
ისლანდია	ის ლანდი ა
ჩქარობდა	ჩქარ ობდა
აღწერაში	აღ წერ აში
ღრუ	ღ რუ
ვლადიმირ	ვლადი მირ
ერთეულზე	ერთ ეულ ზე
მალები	მალ ები
შეარჩია	შეა რჩი ა
ქონდეს	ქონ დ ეს
გამოეთიშნენ	გამოე თიშ ნენ
მდგომარეობას	მ დგომარეობ ას
მეტია	მეტ ია
მატლების	მა ტლ ების
ოპერაციაში	ოპერ აცი აში
გამოკვლევა	გამო კვლევ ა
მკერდში	მკერდ ში
რეაქტორის	რე აქტორი ს
ამილახვრის	ამილახვ რი ს
ვიზიტის	ვიზიტ ის
სილეზიის	სი ლეზი ის
ბუჩი	ბუ ჩ ი
ისტორიკოსები	ისტორი კოს ები
შეიკავა	შეი კავ ა
მიხაელ	მი ხა ელ
დიეგო	დი ეგო
ქრის	ქრ ის
ფიგურირებს	ფიგურ ირებ ს
ბრძოლის	ბრძოლ ის
მასწავლებლები	მა სწავლებლ ები
აეწყო	ა ეწყო
პენი	პენ ი
მატჩიან	მა ტჩ იან
ნუგზარ	ნუ გზა რ
კამპანიამ	კამ პანი ამ
გაბაასება	გა ბაასება
პიკს	პი კ ს
მორფოლოგიურად	მორფოლოგი ურად
რეორგანიზაცია	რე ორგანიზაცი ა
სატრიუმფო	სატრი უმფ ო
საგნები	სა გნ ები
მშვიდობიანობის	მშვიდობ იანობის
პასუხისმგებელნი	პასუხისმ გებელ ნი
მონათხრობი	მონა თხრობ ი
დაჭერილი	და ჭერ ილი
კომპოზიციის	კომპოზი ცი ის
პოლონელი	პოლ ონელ ი
დაშვებას	და შვებ ას
პროკურატურის	პროკურ ატურ ის
მაზოვიის	მ აზოვ იის
წავიღებ	წავი ღებ
უთმობენ	უ თმობ ენ
სამხრეთაფრიკული	სამხრეთაფრიკ ულ ი
ფორმასთან	ფორმ ასთან
დასახულ	დასა ხულ
ბროშურა	ბრ ოშ ურა
პერსევსის	პერ სევს ის
შიფრაციის	შიფრ აციის
თანაგრძნობით	თანა გრძნობ ით
იაპონელებს	იაპ ონ ელებს
მასების	მა ს ების
სახურავის	სა ხურავ ის
პარკით	პა რკ ით
გადასახადებისაგან	გადასა ხად ებისაგან
დინამიურ	დინამი ურ
კოლიმის	კოლ იმ ის
პინჩერი	პი ნჩ ერი
ეტრუსკებს	ეტრუ სკ ებს
კერაა	კერ აა
სურათებში	სურათ ებში
მონაწილეებმა	მონაწილე ებმა
შეზღუდულად	შე ზღუდ ულად
რომულუსი	რომ ულუს ი
ომული	ომ ული
ფრაგმენტულია	ფრა გმენტ ულია
ამჟამინდელი	ამ ჟამინდ ელი
კომერციულ	კომერცი ულ
რესპუბლიკაა	რესპუბლი კ აა
ვებერი	ვე ბერ ი
არქიმანდრიტის	არქი მანდრიტ ის
გამომშრალი	გამო მშრალ ი
წაყვანა	წა ყვან ა
ორგანიზების	ორგანიზ ებ ის
ივლის	ი ვლის
იკითხა	იკითხ ა
სჯულზე	სჯულ ზე
სქელი	სქე ლ ი
ფილოსოფიასა	ფილოსოფ ი ასა
ნიკოლა	ნიკო ლ ა
წარმოდგა	წარმო დგ ა
ძაფს	ძ აფ ს
სპექტაკლში	სპექტ აკლ ში
უმიწაწყლოს	უმიწა წყლ ოს
ერთმანეთისთვის	ერთ მანეთ ისთვის
კონცერტში	კონცერტ ში
ლაბორატორიულ	ლაბორ ატორი ულ
ფუნქციას	ფუნ ქცი ას
შემორჩნენ	შემო რჩ ნენ
უდავოდ	უ დავო დ
ფაქტორებით	ფა ქტორ ებით
კალათში	კა ლათ ში
ნესტარი	ნესტ არი
დიპლომი	დიპლომ ი
რომმა	რო მ მა
შეშლილი	შე შლ ილი
წრიულია	წრიულ ია
ჩონჩხი	ჩ ონჩხ ი
ვიგების	ვი გებ ის
ასლზე	ა სლ ზე
აჟიოტაჟი	აჟიო ტაჟ ი
პატრიარქთან	პატრიარქ თან
ინციდენტის	ინცი დენტ ის
ედფუს	ედ ფუ ს
გახსნის	გა ხსნ ის
იზოლირებულ	იზოლ ირებ ულ
საზღაური	ს აზღაურ ი
ფერმაში	ფერმ აში
პირებს	პირ ებს
შესაქმნელად	შესა ქმნელ ად
გამოჩენილა	გამო ჩენილ ა
ძაღლს	ძაღლ ს
დარფურში	და რფურ ში
ტასმანის	ტა სმან ის
წინამორბედის	წინა მორბედ ის
ანადგურებს	ა ნადგურებ ს
ბულგარელთა	ბულგარ ელ თა
დაყოფილია	და ყოფილ ია
ახალ	ახალ
მოწვევით	მო წვევ ით
რეკლამის	რეკლამ ის
წყლების	წყლ ების
დაცურავენ	და ცურავ ენ
მარეგულირებელი	მა რეგულირ ებელი
ზომადი	ზომ ადი
ღარიბი	ღარიბ ი
მტერმა	მ ტერ მა
თემებით	თე მ ებით
სკანდიუმი	სკანდ იუმ ი
უძღვნის	უ ძღვნ ის
ნაშენია	ნაშენ ია
პროგრამებით	პრო გრამ ებით
ძრავის	ძრავ ის
სხვისთვის	ს ხვ ისთვის
მოსთხოვს	მოს თხოვ ს
შემოდიან	შემო დ იან
ორგანიზაციები	ორგანიზაცი ები
სნაიპერული	სნა იპერ ული
თარგმნილ	თარგმნ ილ
მედეამ	მე დე ამ
აწყობდნენ	ა წყობ დნენ
გამოამწყვდიეს	გამოამ წყვდი ეს
გეოლოგიისა	გეო ლოგი ისა
გულშემატკივრებს	გულშემატკი ვრ ებს
მამულები	მამულ ები
გორასამარხი	გორასა მარხ ი
ტარკვინიუსის	ტარკვი ნიუს ის
მერცხალი	მერ ცხ ალი
ხმება	ხმ ება
ენდემია	ენ დემ ია
კოლეგა	კო ლეგ ა
სარწმუნოებას	სა რწმუნო ებას
მკვლელობებს	მ კვლელობ ებს
კეიპტაუნში	კე იპტაუნ ში
პირველობას	პირველ ობ ას
შედეგისა	შე დეგ ისა
ჩანახატი	ჩანა ხატ ი
ავადმყოფებში	ავადმყოფ ებში
იოსები	იოს ები
ბენდთან	ბე ნდ თან
წინიდან	წინ იდან
ხალიფის	ხალი ფ ის
ოთახისაგან	ოთ ახ ისაგან
ნაზავს	ნა ზავ ს
სტამბულში	სტა მბულ ში
ელექტრონების	ელექტრო ნ ების
ალექსანდრიელი	ალექსანდრ იელ ი
წარმომადგენლები	წარმომადგენ ლ ები
დაწევა	და წევ ა
არმსტრონგმა	არმსტრონ გ მა
ბგერათა	ბგერ ათა
ოქმი	ოქმ ი
მეთოდია	მე თოდ ია
სექციად	სე ქცი ად
სერიულ	სე რი ულ
ანგოლაში	ან გოლ აში
ტურნირები	ტურნირ ები
მეფისთვის	მეფ ისთვის
ჭის	ჭ ის
გამოძიებაში	გამო ძიებ აში
განსახლებული	გან სახლებ ული
კვლევას	კვლევ ას
ხერხი	ხერხ ი
კინოხელოვნების	კინო ხელოვნებ ის
იმპულსის	იმპ ულს ის
კონსერვატორია	კონსერვ ატორ ია
ეწყობა	ე წყობ ა
გაოცებულმა	გა ოც ებულმა
ლორდი	ლორ დ ი
წუწუნავას	წუ წუნავა ს
ზურგში	ზურ გ ში
საქმით	სა ქმ ით
ვნება	ვნ ება
ხილვადი	ხილვად ი
კომპიუტერზე	კომპ იუტერ ზე
სტუდენტებისთვის	სტუ დენტ ებისთვის
ხელჩართულ	ხელჩა რთულ
მოხსენება	მო ხსენებ ა
ანტონ	ან ტონ
დამკვიდრებულია	და მკვიდრ ებულია
კონკურენტები	კონკურ ენტ ები
იუდაიზმი	იუ და იზმი
შემოწმებული	შე მოწმებ ული
მომხრეების	მო მხრე ების
კანოე	კან ოე
მიუზიკ	მიუზ იკ
მარა	მარ ა
მოთამაშის	მო თამაშ ის
მაიმუნი	მა იმუნ ი
სპეციალიზებული	სპეც იალ იზებული
ვითხოვ	ვი თხოვ
ცრვენა	ც რვენ ა
ტელევიზიას	ტელევიზი ას
მონაცრისფრო	მო ნაცრ ისფრო
მოდიფიკაციის	მოდ იფიკაცი ის
ტოვებდა	ტოვ ებდა
ბრომი	ბრ ომ ი
საჩუქრები	სა ჩუქრ ები
ასპარეზობა	ასპარეზ ობა
ტაიმირის	ტაი მირ ის
ემიგრანტები	ე მიგრანტ ები
ლეიბორისტულ	ლეიბ ორისტ ულ
მექანიკისა	მექანი კ ისა
დედებს	დედ ებს
დეფიციტი	დე ფიციტ ი
ნოირათი	ნო ირა თი
რივალდო	რივალ დ ო
სტინგის	ს ტინგ ის
მამაო	მამა ო
პროდიუსერია	პრო დიუსერ ია
წარმატებაში	წარ მატებ აში
მედიაში	მედი აში
ებრაულ	ებ რა ულ
სიყვარულზე	სიყვარულ ზე
შეერწყა	შეე რწყ ა
კონფერენციას	კონფერენცი ას
მიმინო	მი მინ ო
ამბოხებულთა	ამბოხ ებულ თა
ინდურმა	ინდ ურმა
სუბსტანცია	სუბ სტანცი ა
სასტუმრო	სა სტუმრო
ოქროსფერი	ოქრო სფერ ი
ტიფლისის	ტიფ ლის ის
ხავსები	ხა ვსებ ი
საკასაციო	სა კას აციო
ფილოსოფიასთან	ფილოსოფ ი ასთან
ნაყოფიერ	ნა ყოფიერ
პაკეტების	პა კეტ ების
ანტიოქიიდან	ანტი ოქ იიდან
დარაჯობდნენ	დარაჯ ობ დნენ
სქემაზე	სქე მ აზე
შემთხვევებისა	შემთ ხვევ ებისა
თავდაცვის	თავდა ცვ ის
განქორწინების	გან ქორწინ ების
მარანში	მარ ან ში
მეტალურგიულ	მეტალურგი ულ
ძალებისთვის	ძალ ებისთვის
ვაჟებმა	ვა ჟ ებმა
ვესტმინსტერის	ვესტმი ნსტერ ის
მოგებას	მო გებ ას
საფუძვლებს	საფუძვლ ებს
ინება	ინ ება
შამილმა	შა მილ მა
ლაზისტანის	ლაზის ტან ის
შემოტანილ	შემო ტანილ
შესვლას	შე სვლ ას
ელჩი	ელჩ ი
ბიძამ	ბიძ ამ
ფარნავაზ	ფარნა ვაზ
გონკურის	გონკურ ის
ეწოდებოდა	ე წოდ ებოდა
კასტილიას	კა სტილი ას
მილები	მი ლ ები
თარგმნეს	თარგმნ ეს
ნიდერლანდური	ნი დერლანდ ური
მთავრობებმა	მთავრობ ებმა
ქალაქებში	ქალაქ ებში
სუსტდება	სუსტ დება
სიგნალები	სიგნალ ები
უპირატესი	უპირატ ეს ი
ვასალები	ვასა ლ ები
გაყიდულ	გა ყიდ ულ
დადო	და დ ო
მოგზაურობები	მო გზაურობ ები
სტიპენდია	სტი პენდ ია
ჯენიფერი	ჯე ნიფერ ი
ჰომეროსის	ჰომე როს ის
ბიზანტიასთან	ბიზანტ ი ასთან
მოიპარეს	მო იპარ ეს
კაბაში	კაბ აში
ყურესა	ყურე სა
გველესიანი	გველ ეს იანი
იწერება	ი წერ ება
პერსონალურ	პერსონ ალ ურ
ხედავს	ხედავ ს
აღსრულდა	აღ სრულ და
პორშე	პო რშე
ჩერჩილმა	ჩერ ჩილ მა
საძმოს	სა ძმ ოს
სინგლისა	სი ნგლ ისა
სტუდენტთა	სტუ დენტ თა
ებრძვის	ე ბრძვ ის
პროდუქციაზე	პროდუქცი აზე
ქალებზე	ქალ ებზე
თაგვები	თა გვ ები
მუშის	მუშ ის
ქალწული	ქალ წულ ი
ცდილობს	ცდილობ ს
სამეფოზე	სა მეფო ზე
პროზაულ	პრო ზა ულ
ჟამთააღმწერელი	ჟამთააღ მწერ ელი
ორგანიზმში	ორგანიზ მ ში
კონიაკის	კონ იაკ ის
ადამიანისაგან	ადამიან ისაგან
ასაკია	ასა კ ია
მომკვდარიყო	მო მკვდარ იყო
პრესას	პრე ს ას
ჩვეულებრისამებრ	ჩვეუ ლებ რისამებრ
უნარს	უნარ ს
აინუს	ა ინუ ს
ახსოვთ	ა ხსოვ თ
აპ	აპ
ტერეზას	ტერ ეზ ას
ცეკვავენ	ცე კვ ავენ
პარკეტს	პარ კეტ ს
კუნძულები	კუნძულ ები
აგორდა	ა გორ და
უკანასკნელ	უკანა სკნელ
ტოპოლოგიური	ტოპ ოლოგიური
მტრობის	მ ტრ ობის
თეოფანე	თეო ფან ე
გამოკვლევის	გამო კვლევ ის
მოხსნა	მო ხსნ ა
სიქსერსმა	სიქს ერს მა
დასათვალიერებლად	დასა თვალიერ ებლად
ახმეტელის	ახ მეტ ელის
საზღვარგარეთაც	სა ზღვარგარეთ აც
დუეინ	დუ ეინ
ქსოვილებს	ქსოვილ ებს
მელას	მელ ას
ელექტროქიმიური	ელექტრო ქიმი ური
ძვირი	ძვირ ი
ჰიტმა	ჰი ტ მა
პრუსია	პრ უსი ა
გულდი	გულ დ ი
აღმასკომის	აღმა სკომ ის
ამირები	ა მირ ები
მაღაროების	მაღა რო ების
ოფიცრებმა	ოფიც რ ებმა
გამოქვეყნებას	გამო ქვეყნ ებას
შეუშალა	შეუ შალ ა
დაავადებები	დაა ვადებ ები
ესტრადაზე	ე სტრად აზე
კრიზისების	კრი ზის ების
ანსამბლის	ანსამ ბლ ის
მონაწილეობდა	მონაწილეობ და
ნაოსნობის	ნა ოსნ ობის
აყვანილია	ა ყვანილ ია
შეიცვლება	შეი ცვლ ება
ლათინურს	ლათინ ურ ს
სახელის	სახელ ის
მტკიცდება	მტკიც დება
შეაღწიოს	შე აღწი ოს
ოთარი	ო თარ ი
ქალური	ქალ ური
სამთომომპოვებელი	სამთომომ პოვ ებელი
ხსნიან	ხსნ იან
უპრობლემოდ	უ პრობლემ ოდ
მემბრანა	მემბ რან ა
მრეწველობას	მრეწვე ლობ ას
კლიპი	კლი პ ი
ფუგა	ფ უგ ა
ლენონმა	ლე ნონ მა
ტექნოლოგიით	ტექნოლოგი ით
ტენიანი	ტენ იან ი
ვაქცინის	ვა ქცინ ის
კურსებზე	კურს ებზე
სტყორცნა	სტყორცნ ა
კილომეტრს	კილო მეტრ ს
კირ	კირ
დაამყაროს	დაა მყარ ოს
რაიონიდან	რაიონ იდან
მანგა	მან გ ა
ღვაწლი	ღვაწლ ი
დაამარცხეს	დაა მარცხ ეს
ლილვს	ლი ლვ ს
დუბაიში	დუ ბაი ში
ფეხბურთელები	ფეხბურთ ელები
ჩარჩოები	ჩარჩო ები
რეიგანი	რე იგან ი
ემიგრანტების	ე მიგრანტ ების
მოძრავ	მო ძრავ
განსაზღვრულია	გან საზღვრ ულია
მარტს	მარ ტ ს
დაეხმარებოდა	დაე ხმარ ებოდა
დეკორაციების	დეკორ აცი ების
ვნებათა	ვნ ებათა
მეთვალყურეობით	მე თვალყურე ობით
პიესების	პი ეს ების
კოლექტივთან	კოლე ქტივ თან
სალექციო	სა ლექცი ო
კომპანიებისთვის	კომპანი ებისთვის
იცოცხლა	ი ცოცხლ ა
ანექსია	ან ექსი ა
სამფლობელოში	სა მფლობელო ში
შიგა	შიგ ა
ათავსებს	ა თავს ებს
გატანილმა	გა ტანილ მა
კუსკო	კუ სკ ო
რიგისაგან	რიგ ისაგან
სანდროს	ს ანდრ ოს
შეარჩიეს	შეა რჩი ეს
წყალბადით	წყალ ბად ით
რესპუბლიკა	რესპუბლი კ ა
რუკა	რუ კ ა
სკულპტურების	სკულ პტურ ების
საბჭო	საბჭო
ინტერვალით	ინტერ ვალ ით
გაწოლილია	გა წოლ ილია
ხელსახოცი	ხელსა ხოც ი
მილიარდს	მი ლიარდ ს
ხელოვანის	ხელოვან ის
ნუმა	ნუ მა
რუმატა	რუ მატ ა
ურევდნენ	უ რევ დნენ
იშხნის	იშ ხნ ის
წერეთელმა	წერ ეთ ელმა
ჯუზეპე	ჯუზე პე
ოკეანისპირა	ოკეან ისპირა
როლიც	რ ოლ იც
შთამომავლობა	შთა მომავლ ობა
ლენონი	ლე ნონ ი
ცელესტინ	ცელეს ტინ
სანაპიროების	სანაპირო ებ ის
ვაჟას	ვა ჟ ას
მიიღებენ	მი იღ ებენ
სიმბოლოა	სიმ ბოლო ა
გამოსვლამ	გამო სვლ ამ
სამკაულს	სა მკაულ ს
ხორვატები	ხორ ვატ ები
ასომთავრული	ასომთავრ ულ ი
სააგენტოში	სა აგენტო ში
ტომობრივ	ტომ ობრივ
არქეოლოგ	არქე ოლოგ
თხელი	თ ხელ ი
გადაიწერა	გადაი წერ ა
აბუჩად	აბუ ჩ ად
მიმოფანტული	მიმო ფანტ ული
ტუფი	ტუ ფ ი
პრეზიდიუმი	პრეზიდ იუმ ი
დაიკავებს	დაი კავ ებს
ასაკშიც	ასა კ შიც
ერთნი	ერთ ნი
ფერები	ფერ ები
ნარგავების	ნარ გავ ების
კიევისა	კი ევ ისა
მოგვაწოდა	მოგვა წოდ ა
უტოპიური	უტოპ ი ური
პროგრამას	პრო გრამ ას
უკეთ	უ კეთ
უსასრულოდ	უ სასრულო დ
რონალდოს	რონალ დ ოს
დაიხურა	დაი ხურ ა
კრისტალის	კრისტ ალ ის
ტაიტიზე	ტაი ტი ზე
გულების	გ ულ ების
ვაკეს	ვა კე ს
