იტალიასთან	იტალი ასთან
იცი	იც ი
საპროტესტო	სა პროტესტ ო
ჰაინრიხ	ჰაინრიხ
წარმოჩენა	წარმოჩენ ა
გარდიგარდმო	გარდიგარდმო
მთათაშუა	მთათა შუა
შესასვლელებია	შესასვლელ ებია
გამოვლინებაა	გამოვლინ ებ აა
ინიციალები	ინიცია ლები
ფაზას	ფაზ ას
საწინდარი	საწინდარი
ენაც	ენ აც
პუნქტები	პუნქტ ები
კალციუმის	კალ ციუმის
სამნიტებმა	სამნიტ ებმა
იუნიუს	იუნ იუს
ეპოქალური	ეპოქ ალური
სექციები	სექცი ები
ნეიმარი	ნეიმარ ი
დაბეჭდა	და ბეჭდ ა
ფორმირდება	ფორმირ დება
თარგმანების	თარგმან ების
წმინდათა	წმინდა თა
ვერტიკალურ	ვერტიკალურ
განქორწინდა	განქორწინ და
სამხარეო	სა მხარე ო
არც	არც
ვაკეზე	ვაკე ზე
ფიზიკოსი	ფიზიკოს ი
ეუბნებოდა	ეუბნ ებოდა
მახარებელთა	მახარებ ელთა
ალბომისგან	ალბომ ისგან
სათავადოს	სათავადო ს
ერთთესლიანი	ერთ თესლ იანი
ლაზები	ლაზ ები
ბავშვებმა	ბავშვ ებმა
ცხვარი	ცხვარი
მემორიალური	მემორიალ ური
გადაქცევა	გადა ქცევა
ეპითელიუმის	ეპით ელ იუმის
შეიწყალე	შეიწყალ ე
სამშვილდის	სა მშვილდ ის
გროტესკული	გრო ტეს კული
სერიალში	სერიალ ში
ჩრდილოეთიდან	ჩრდილოეთ იდან
მეთაურების	მეთაურ ების
რუნის	რუნ ის
კოული	კოული
იღვაწა	იღვაწა
ლაგუნაში	ლაგუნ ა ში
ხაზინიდან	ხაზინ იდან
ჰილმა	ჰილმა
მანჯურიული	მანჯური ული
თანამოსახელე	თანა მოსახელე
რასა	რა სა
იმის	იმ ის
სიებში	სი ებში
ანტიოქია	ანტიოქ ია
მიქაძე	მიქა ძე
კერპებისთვის	კერპ ებისთვის
რაჭას	რაჭ ას
წიგნებს	წიგნ ებს
ბიბი	ბიბი
შერჩევა	შერჩევ ა
გაჭიმული	გაჭიმული
ბაქტერიოფაგის	ბაქტერი ოფაგ ის
გემოვნების	გემოვნ ების
გვაუწყებს	გვა უწყებ ს
უწოდებს	უწოდ ებს
ფილოსოფოსის	ფილოსოფ ოს ის
ჰერბიციდები	ჰერბიცი დები
ჰეიერდალის	ჰეიერდა ლის
გაეძევებინათ	გაეძევ ებინათ
ცინების	ცინ ების
სამართლიანობა	სამართლიან ობა
ძალის	ძალ ის
ხელმძღვანელობას	ხელმძღვანელ ობას
მარქსი	მარქს ი
ულტრაიისფერ	ულტრაიისფერ
დივიზიონის	დივიზიონ ის
აღიმართა	აღ იმართა
ერგო	ერგო
მცდარ	მცდარ
აერთიანებდნენ	აერთიანებ დნენ
ებრაელები	ებრაელ ები
გამონაკლისის	გამონაკლის ის
სამანიდების	სა მანი დები ს
ამხელა	ამხელ ა
გადაადგილება	გადაადგილ ება
მდინარით	მდინარ ით
თეატრიდან	თეატრ იდან
ბალი	ბალი
ჩხავერი	ჩხავერი
ცოლისგან	ცოლ ისგან
პლანტაციებში	პლანტაცი ებში
რჩებათ	რჩება თ
ვენეციას	ვენეცი ას
გადასული	გადასულ ი
გენი	გენი
წარმატებებს	წარმატებ ებს
მისვლის	მი სვლის
გადაშენების	გადაშენ ების
სისწრაფის	სისწრაფ ის
მოვალეობის	მოვალეობ ის
პროვინციად	პროვინც ი ად
უემბლიზე	უემბლ ი ზე
უხამსი	უხამსი
სან	სან
დათმეს	და თმ ეს
ვალპარაისოს	ვალპარა ის ოს
სასტიკ	სასტიკ
საბრძოლველად	სა ბრძოლველად
ჯგუფები	ჯგუფ ები
ბარბარა	ბარბარა
მრევლის	მრევლ ის
სივრცე	სივრცე
ბუხრის	ბუხრის
ზეიმი	ზეიმ ი
კულტურისთვის	კულტურ ისთვის
ცენზურის	ცენზურ ის
დაბეჭდილია	დაბეჭდილ ი ა
წნევის	წნევ ის
გააფორმა	გააფორმ ა
მილიონიანი	მილიონ იანი
თუმცაღა	თუმც აღა
რომან	რომან
ჩასმულ	ჩასმულ
მოუწიათ	მოუწია თ
ობიექტების	ობიექტ ების
უბოძა	უ ბოძ ა
ჯგუფებმა	ჯგუფ ებმა
კვერცხიდან	კვერცხ იდან
ხმით	ხმ ით
ჩვენებით	ჩვენებ ით
ჭერში	ჭერ ში
დასარტყმელი	დასარტყმ ელი
ათარიღებენ	ა თარიღ ებენ
კრებულისათვის	კრებულ ისათვის
სიგელით	სიგელ ით
იღებს	იღ ებს
შარდენის	შარდენი ს
ფლოიდთან	ფლოიდ თან
ნომრებს	ნომრ ებს
შეტანილია	შეტანილი ა
დაეწია	და ეწია
ბესი	ბესი
ყურით	ყურ ით
ლიდერი	ლიდერ ი
ოთხიდან	ოთხ იდან
უარყვეს	უარ ყვეს
გაზაფხულსა	გაზაფხულ სა
აქვეყნებდა	ა ქვეყნებ და
გუგლი	გუგლი
მეპარება	მ ეპარება
მოსაზრებას	მოსაზრ ებას
მაიორკის	მა იორკ ის
ოდო	ოდო
ჯვარცმული	ჯვარცმ ული
მესამეს	მესამე ს
საზღვრებში	საზღვრ ებში
დაგროვებას	დაგროვ ებას
გალა	გალა
კომიკურ	კომიკურ
ტყეებითაა	ტყეებით ა ა
ჩინეთის	ჩინეთ ის
კონსოლიდაციის	კონსოლიდ აციის
კიევიდან	კიევ იდან
ტიპობრივი	ტიპ ობრივი
კივუს	კივუ ს
ევტიქი	ევტიქი
თანადგომით	თანადგომ ით
ტურისტებისთვის	ტურისტ ებისთვის
გროვდებოდა	გროვ დებოდა
მგრძნობიარე	მ გრძნობიარე
კასტილიაში	კასტილი აში
მაინც	მაინც
მოკავშირეები	მოკავშირე ები
ნინტოკუს	ნინტოკუს
ნომის	ნომ ის
სადგური	სადგურ ი
ადეკვატურად	ად ეკვატურ ად
ფიჯიში	ფიჯი ში
ბრძნულად	ბრძნ ულად
მიუნხენში	მიუნხენ ში
პლუტონიუმის	პლუტონი უმის
ცხელი	ცხ ელი
ფასეულობას	ფასეულობ ას
დაერქვათ	და ერქვა თ
ტარის	ტარის
შემცირებისა	შემცირ ებისა
მიჰქონდათ	მი ჰქონდათ
შუამდინარეთი	შუამდინარ ეთი
ჩემპიონატისთვის	ჩემპიონატ ისთვის
მერილინ	მერილინ
ნახევრისა	ნახევრ ის ა
თოვლს	თოვლ ს
დენვერი	დენვერ ი
ოჯახები	ოჯახ ები
საუკუნე	საუკუნე
გასვლამდე	გა სვლამდე
ქვია	ქვ ია
მიიყვანოს	მიიყვან ოს
ნახევარსფერო	ნახევარ სფერო
ქურმუხის	ქურ მუხის
ლიბერალი	ლიბერალ ი
გამოგონებული	გამოგონ ებული
ეცილებოდა	ეცილ ებოდა
გვიხატავს	გვი ხატავს
სუკრეს	ს უკრეს
პარკი	პარკ ი
კომპიუტერებისთვის	კომპიუტე რ ებისთვის
დიდებული	დიდ ებული
დავითს	დავით ს
გადასაადგილებლად	გა დასაადგილებლად
დევნილთა	დევნილ თა
მოწყალების	მოწყალე ბის
მომთაბარე	მო მთაბარე
ექნებოდათ	ექნებოდა თ
დეიდის	დეიდის
უწყვეტ	უწყვეტ
ხელისუფლებისაგან	ხელისუფლ ებისაგან
მოდენის	მო დენის
რიჩარდისა	რიჩარდ ის ა
ლიმას	ლიმ ას
ბაიკალის	ბაიკალ ის
შეერთებულ	შეერთ ებულ
მრავალწლოვანი	მრავალ წლოვანი
ინტროდუცირებულია	ინ ტროდ უცირებულია
რევოლუციური	რევოლუცი ური
გაირიცხა	გა ირიცხ ა
ოკას	ოკა ს
მოდარაჯე	მოდარაჯე
შორის	შორ ის
ულვეუსი	ულვეუს ი
მოხელეების	მოხელე ების
დუბლებში	დუბლ ებში
ინგუშეთის	ინგ უშეთის
მამაკაცები	მამაკაც ები
კაცებისთვის	კაც ებისთვის
ლეგენდები	ლეგენდ ები
შეიძინეს	შეიძინ ეს
ესთეტიკური	ესთეტიკ ური
ჭალა	ჭალა
მემინდვრეობის	მე მინდვრ ეობის
თორინი	თორინ ი
კავკასიონს	კავკასი ონ ს
ფლეტჩერის	ფლეტჩერ ის
დოკუმენტს	დოკუმენტ ს
ოსმალებს	ოსმალ ებს
ორთა	ორ თა
დაძაბული	დაძაბ ული
კონფლიქტის	კონფლიქტ ის
შინაარსისა	შინაარს ისა
იჩენს	იჩენ ს
შიშობდნენ	შიშ ობდნენ
გოგიტამ	გოგიტ ამ
პრეტენზიების	პრეტენზ ი ების
ცხრილის	ცხრილ ის
კრომველის	კრომველ ის
ნაპირზეა	ნაპირ ზე ა
გასტროლებით	გასტროლებ ით
სიბნელეში	სიბნელე ში
თათრეთის	თათრ ეთის
ენიდან	ენ იდან
ისწავლება	ისწავლ ება
სასიკეთოდ	სასიკეთო დ
საათიდან	საათ იდან
მოსმენის	მოსმენ ის
რითიო	რით ი ო
შეარქვა	შე არქვა
წარმომავლობისაა	წარმომავლობის ა ა
ამოღარული	ა მო ღარ ული
დაბეჭდილ	დაბეჭდილ
ანონიმური	ანონიმურ ი
ჰედი	ჰედი
ბერების	ბერ ების
ჩართული	ჩართულ ი
გააერთიანა	გააერთიან ა
კანბერის	კანბერ ის
მტკიცებით	მტკიც ებით
პაპების	პაპ ების
საკითხია	საკითხ ია
დაადგენს	და ადგენს
ცენტრმა	ცენტრ მა
ჩალის	ჩა ლის
ვერძის	ვერძი ს
ლუკი	ლუკი
უდაბნოსა	უდაბნო სა
ხარაგაულის	ხარაგაუ ლ ის
განსახლების	განსახლ ების
პრინციპია	პრინციპ ია
ნათანიელ	ნათანიელ
პრევენცია	პრევენცია
ბანუ	ბან უ
ჟანრობრივად	ჟანრ ობრივად
ჟღერს	ჟღერ ს
შეჯიბრს	შეჯიბრ ს
ჩასახლებული	ჩასახლ ებული
ჯოდი	ჯო დი
ზეციურ	ზე ციურ
გენების	გენ ების
ჩამორჩენილ	ჩამორჩენ ილ
წყევლის	წყევლის
ეპისკოპოსად	ეპისკოპოს ად
დეტალების	დეტალ ების
ხსნადობა	ხსნად ობა
გზით	გზ ით
ხროვის	ხრ ოვის
საკრამენტო	საკრ ა მენტ ო
შეფასებულ	შეფასებ ულ
ჩამარხული	ჩა მარხ ული
აითვისა	ა ითვისა
ანუბისის	ანუბისი ს
აფრთხობს	ა ფრთხობ ს
ილ	ილ
ფარსის	ფარს ის
დაედევნენ	დაედევნ ენ
ირჩენენ	ირჩენ ენ
ოდესის	ოდეს ის
მაქსიმალურ	მაქსიმალურ
უდაბნოს	უდაბნო ს
ამჯობინებდა	ა მჯობინ ებდა
ფრანკი	ფრანკ ი
სტარის	ს ტარის
ნიმუშები	ნიმუშ ები
მყინვარს	მყინვარ ს
მადლენის	მადლ ენის
ლექსები	ლექს ები
სიცოცხლისუნარიანი	სიცოცხლის უნარ იანი
ხსნარებში	ხსნარ ებში
თანაგრძნობა	თანაგრძნობ ა
ბირთვის	ბირთვ ის
გამას	გამა ს
გაუჩნდათ	გაუჩნდა თ
აღსანიშნავი	აღსანიშნა ვი
ქონის	ქონის
აერთებენ	ა ერთ ებენ
საბირჟო	საბირჟო
შუაიურული	შუა იურული
მინდაუგასის	მინდაუგა ს ის
თამაშამდე	თამაშ ამდე
ვითარდებოდა	ვითარ დებოდა
კინოში	კინო ში
ზარალს	ზარალ ს
ბულგარული	ბულგარ ული
ამჯობინა	ა მჯობინ ა
დამამტკიცებელი	და მა მტკიცებელი
მიმავალი	მიმავალ ი
ფონეტიკური	ფონე ტიკური
ეპარქიად	ეპარქი ად
კანონიერ	კანონიერ
ტრიბუნალი	ტრიბუნ ალი
ცნებიდან	ცნებ იდან
ბელონას	ბელონ ას
რეიტინგში	რეიტინგ ში
აღმოჩენილია	აღმოჩენ ილია
გიტარა	გიტარ ა
შეატყობინეს	შეა ტყობინ ეს
კეთილ	კეთილ
არსებობდეს	არსებობ დეს
გაუშვა	გაუშვ ა
ფრიში	ფრი ში
თვითმპყრობელობის	თვითმპყრობელ ობის
მოგვცა	მოგვცა
ფონის	ფონის
აივორ	აივორ
აახენის	ა ახ ენის
საექსპორტო	სა ექსპორტ ო
გაზეთმა	გაზეთ მა
ნახატია	ნახატ ია
დაქვემდებარებული	დ ა ქვემდებარე ბული
ემსახურებიან	ემსახურ ებიან
წელის	წელ ის
მემკვიდრეობისთვის	მემკვიდრე ობისთვის
ბრიტანეთისა	ბრიტანეთ ისა
საძინებელი	საძინებელ ი
ბუქარესტი	ბუქარეს ტი
ვწერ	ვწერ
კაცმა	კაც მა
სახალხოდ	სახალხო დ
გადაიქცა	გა და იქცა
ოსვალდ	ოსვალდ
რეცეპტორების	რეცეპტორ ების
მარტივია	მარტივ ია
ოპერაციებს	ოპერაცი ებს
უროს	ურ ოს
გემთმშენებლობა	გემთ მშენებლობ ა
წამოიყვანა	წამო იყვანა
ფაზისში	ფაზის ში
სერიალი	სერიალ ი
იუდეველთა	იუდეველ თა
ქარჩავა	ქარ ჩავა
ძალი	ძალ ი
ვისენტე	ვის ენტე
იზოტოპების	იზოტოპ ების
თურქეთსა	თურქეთ სა
ურთულეს	ურთულეს
ქვეითდება	ქვეით დება
აიწია	ა იწია
გამოჩენილმა	გამოჩენილ მა
ქვემოთა	ქვემოთ ა
გააგრძელოს	გა აგრძელ ოს
ჩატარება	ჩატარ ება
უჯარმა	უჯარმ ა
ნაგებია	ნაგებ ი ა
ქიმზე	ქიმ ზე
წ	წ
ლობიო	ლობიო
მათგანმა	მათგან მა
გამხსნელი	გამხსნელი
წარმატებული	წარმატებ ული
რაო	რა ო
მარის	მარ ის
აქტივების	აქტივ ების
დღემდე	დღემდე
კოდირების	კოდ ირების
მოსახლეობისგან	მოსახლეობის გან
ქართველებმა	ქართველ ებმა
გზების	გზ ების
ორნი	ორ ნი
მოახდენს	მო ახდენ ს
პოსტუმუსი	პოსტუმ უსი
გარდაქმნა	გარდაქმნ ა
კრებულზე	კრებულ ზე
ჩემთვის	ჩემ თვის
დროიდან	დრო იდან
ჩრდილოეთისაში	ჩრდილოეთ ის აში
ამანში	ა მან ში
ვერავინ	ვერა ვინ
რაციონი	რაციონ ი
ლოკომოტივი	ლოკომოტივ ი
დაბოლოება	დაბოლოება
თეორიით	თეორი ით
არეულობების	არეულობ ების
მწვრთნელ	მწვრთნელ
ცათამბჯენი	ცათამბჯენი
გამავალი	გა მავალი
მეჰმედის	მეჰმედ ის
სხალთის	ს ხალთის
ტუტემიწა	ტუტე მიწა
ქორიძე	ქორ იძე
გავჭედე	გავჭედ ე
რითმი	რითმი
ნოტების	ნოტ ების
სლავონია	სლავონი ა
მეთაურ	მეთაურ
დათვლის	და თვლის
წიგნზე	წიგნ ზე
მიკრობიოლოგიის	მიკრო ბიოლოგი ის
გვეპატიჟებიან	გვე პატიჟ ებიან
საქორწილო	სა ქორწილ ო
მინისტრებს	მინისტრ ებს
ქორწილს	ქორწილ ს
მარაგია	მარაგ ია
ითავსებდა	ითავს ებდა
დრეზდენის	დრეზდენ ის
ნასვამი	ნასვა მი
იმათ	ი მათ
ტყვიის	ტყვი ის
მასის	მა ს ის
სამსახურმა	სამსახურ მა
საწყისი	საწყის ი
ტენდენციის	ტენდენ ციის
ნიადაგთმცოდნეობის	ნიადაგ თ მცოდნეობის
ვერა	ვერა
ბნელ	ბნელ
უსიტყვოდ	უსიტყვ ოდ
პოპულარულობით	პოპულარ ულობით
შეტყობინება	შე ტყობინ ება
ირიგაციის	ი რიგ აციის
აღწევს	აღწევ ს
აკიტუს	აკი ტუს
ტრასა	ტრასა
შესახებაა	შესახებ აა
გამართულა	გამართულ ა
რეზა	რეზა
აფრიკა	აფრიკა
კონსენსუსის	კონსენსუსი ს
მინერალის	მინერალ ის
სახ	სახ
ვთქვათ	ვთქვ ათ
გამოსაყენებლად	გამოსაყენ ებლად
ანტონიუსმა	ანტონიუს მა
ნორმებს	ნორმ ებს
რონ	რონ
ქიქოძე	ქიქოძ ე
მელნით	მელნ ით
ზომისაა	ზომ ის ა ა
ასეულში	ასეულ ში
გუნდი	გუნდ ი
ანტონიო	ანტონი ო
კორტესს	კორტეს ს
ბენდს	ბენდ ს
გრანიტული	გრანიტ ული
პროფესორად	პროფესორ ად
მეტს	მეტ ს
ჰიუგო	ჰიუგო
გრძელვადიან	გრძელ ვადიან
ოსტინდოეთის	ოსტ ინდოეთ ის
შიმშილობის	შიმშილობ ის
თავადის	თავად ის
ფსალმუნი	ფსალმუნ ი
ქედებზე	ქედ ებზე
გეოსინკლინის	გეოსინკლი ნის
რეპერტუარის	რეპერ ტუარ ის
მობილიზაცია	მობილიზ აცია
ჰერცოგი	ჰერცოგ ი
კარაქის	კარაქი ს
მსოფლიოზე	მსოფლიო ზე
სავანე	სავანე
თეატრს	თეატრ ს
თვითმყოფადი	თვითმყოფა დი
პორტო	პორტო
შეთანხმებას	შეთანხმ ებას
მილენიუმის	მილენ იუმის
მესაქონლეობა	მესაქონლ ეობა
ბრაზილიამ	ბრაზილი ამ
არქივების	არქივ ების
ასულზე	ას ულ ზე
ფაქტორთა	ფაქტორ თა
არტანუჯის	არტანუჯი ს
რბევა	რბევ ა
შვილზე	შვილ ზე
ციმბირსა	ციმბირ სა
გაცვეთილი	გა ცვეთ ილი
ცამდე	ცამდე
კლეიტონის	კლეიტონი ს
პართიელების	პართი ელების
უძრავია	უძრავ ია
რეზიდენციები	რეზიდენცი ები
როდ	როდ
მოკლებული	მოკლებული
ჩაბარდა	ჩაბარ და
კვანძს	კვანძ ს
უყიდა	უ ყიდა
ცოდნით	ცოდნ ით
დისკუსია	დისკუსი ა
რეზიდენციის	რეზიდენცი ის
ხეებზე	ხე ებზე
კალუმეტის	კა ლუმეტის
განეკუთნება	გან ეკუ თ ნება
ეგ	ეგ
მოკვლა	მოკვლ ა
ესწრაფოდა	ესწრაფოდა
ინტერესით	ინტერეს ით
ხელოვნებით	ხელოვნ ებით
მწერლობა	მწერლობ ა
განმტკიცება	განმტკიცებ ა
გმირობებს	გმირ ობებს
გიგანტებმა	გიგანტ ებმა
რეწვის	რეწვ ის
განსამტკიცებლად	გან სამტკიცებლად
დამაჯერებლად	დამაჯერ ებლად
დაასრულეს	დაასრულ ეს
პარტიზანები	პარტიზან ები
აიკრძალა	ა იკრძალ ა
ისლანდიურ	ისლანდი ურ
ანგარიშით	ანგარიშ ით
საიდან	სა იდან
ქვეყნისა	ქვეყნის ა
სრულადაა	სრულ ადაა
წერილობითი	წერილობით ი
დელეგაციამ	დელეგაცი ამ
ჯავახიშვილმა	ჯავახიშვილ მა
კონცერტების	კონცერტებ ის
ბაზრობაზე	ბაზრობა ზე
გლოლაში	გლოლა ში
სილვია	სილვი ა
შეძლებისდაგვარად	შეძლ ების და გვარად
ქმედებებს	ქმედებ ებს
ცხენისა	ცხენ ისა
ოქრომჭედლობა	ოქრო მჭედლო ბა
ქმარი	ქმარ ი
შეეტყო	შე ეტყო
მრავალუჯრედიანი	მრავალ უჯრედ იანი
სიმაგრე	სიმაგრე
ხარჯების	ხარჯ ების
აჭარელი	აჭარ ელი
მანგოს	მანგ ოს
მივიწყებული	მივიწყებულ ი
პრეზიდენტიც	პრეზიდენტ იც
მხარეებს	მხარე ებს
შელოცვას	შელოცვ ა ს
განტოლებები	განტოლ ებები
კაპიტალი	კაპიტალ ი
დიას	დი ას
შირვანში	შირვან ში
იქნებ	იქნ ებ
პასუხისმგებელ	პასუხისმგ ებელ
წარმოებაში	წარმოება ში
მარშრუტებზე	მარშრუტ ებზე
ტახტი	ტახტ ი
მორიელის	მორიელ ის
შეთავაზება	შეთავაზ ება
შეპირდა	შეპირ და
შენელდა	შენელ და
შეფერილობა	შეფერილობა
ფაბიო	ფაბიო
უგონო	უგონო
წლით	წლ ით
კლასისა	კლას ის ა
ტიხვინის	ტიხვინის
იცვლის	იცვლ ის
უმუშევრობა	უმუშევრ ობა
მოთავე	მო თა ვე
განუყრელი	განუყრ ელი
შიშმა	შიშ მა
გამორჩეული	გამორჩე ული
მუჰამმად	მუჰამმად
მოსკოვის	მოსკოვ ის
გამოსულია	გამო ს ულია
მუსონების	მუსონ ების
ასევე	ა სევე
სინონიმია	სინონიმ ია
პორტებს	პორტ ებს
ჯაფარიძე	ჯაფარ იძე
სრულფასოვანი	სრულფასოვან ი
ნადიმზე	ნად იმ ზე
შეკრიბა	შეკრიბ ა
გაყოფით	გა ყოფით
დაესაჯათ	დაესაჯა თ
გამღიზიანებლის	გამ ღიზიან ებლის
ეპყრობოდნენ	ეპყრობ ო დნენ
კონსოლებზე	კონსოლ ებზე
სანგრების	სანგრ ების
საფუძვლებზე	საფუძვ ლებზე
ნოლანი	ნოლან ი
მოდიფიკაციები	მოდ იფიკაცი ები
გაგზავნილი	გაგზავნ ილი
მოწევა	მოწევა
იშვიათი	იშვიათ ი
მეამბოხეებს	მეამბოხე ებს
ამპერი	ამპერი
მორგანმა	მორგან მა
სტუდიაში	სტუდი აში
ბლოგები	ბლოგ ები
მარცხის	მარცხ ის
ჟიური	ჟიური
გზამკვლევი	გზამ კვლევ ი
რეკლამაში	რეკლამ აში
ლექსიკა	ლექსიკ ა
სარკმელთა	სარკმელ თა
ტრადიცია	ტრადიცი ა
ნაგებობებით	ნაგებობ ებით
მიქცევა	მ იქცევ ა
ტალის	ტალი ს
ეჭვობს	ეჭვ ობს
კოსმოდრომიდან	კოსმ ოდრომ იდან
სახელობისაა	სახელობის აა
გასვლაზე	გასვლა ზე
შეუმჩნეველი	შეუმჩნევ ელი
გაეხვია	გაეხვ ია
კოლექციას	კოლექცი ას
მემკვიდრეობის	მემკვიდრე ობის
საცხოვრებელ	საცხოვრებელ
ბუჩქნარით	ბუჩქნარ ით
ღუმელის	ღუმელ ის
ლეკვები	ლეკვ ები
პიტ	პიტ
სამკვეთლოს	ს ამკვეთლო ს
საქმიანობაც	საქმიანობ აც
ჩამოაგდო	ჩამო აგდო
ზედაპირს	ზედაპირ ს
ბადუნა	ბად უნა
შენთვის	შენ თვის
ათავსებდნენ	ათავს ებდნენ
ქალსა	ქალ სა
შეკრებას	შეკრებ ას
ბათუმში	ბათუმ ში
გვერდზე	გვერდ ზე
თესალიაში	თესალი აში
პრესლის	პრეს ლის
რეპროდუქციული	რე პროდუქცი ული
მონასტერმა	მონასტერ მა
კარტოგრაფია	კარტ ოგრაფია
მოვალეობები	მოვალეობ ები
გახადა	გა ხადა
აცილებდა	აცილებ და
გრანტის	გრანტ ის
კრატერს	კრატერ ს
პარტიისა	პარტი ის ა
ნათარგმნია	ნათარგმნი ა
მოსდევს	მო სდევს
სტეიტ	ს ტეიტ
ტურიზმისა	ტურიზმ ის ა
ელჩები	ელჩ ები
მზარდმა	მზარდ მა
შესანიშნავი	შესანიშნავ ი
წათე	წა თე
ჭრიდნენ	ჭრი დნენ
შენობად	შენობ ად
სამთამადნო	სამთა მადნ ო
ძველი	ძველ ი
გვიანბრინჯაოს	გვიან ბრინჯაო ს
კონკურენტუნარიანი	კონკურენტ უნარ იანი
დიასპორის	დიასპორ ის
სახელისაგან	სახელ ისაგან
ვარიანტისგან	ვარიანტ ისგან
დადგენაში	დადგენ აში
კალიგრაფი	კალიგრაფი
ბულგაკოვის	ბ ულგაკოვ ის
ჯანაშია	ჯან აში ა
ერთეულების	ერთეულ ების
ლოზანის	ლოზან ის
კოსტიუმები	კოსტიუმ ები
ურთიერთმოქმედების	ურთიერთ მოქმედების
არქიტრავის	არქიტრავ ის
გაძლიერებასთან	გაძლიერება სთან
ელფერი	ელფერი
არტიკლი	არტიკლ ი
კატალონიაში	კატალონი აში
ეთნიკური	ეთნიკურ ი
გავრცელებულნი	გავრცელებ ულნი
თანრიგში	თან რიგ ში
მართმადიდებელი	მართმადიდებ ელი
ორგანოებში	ორგანო ებში
განმავლობაში	განმავლ ობაში
გევარამ	გევარა მ
ეწევა	ეწევ ა
გამყინვარება	გა მყინვარ ება
გასაადვილებლად	გასა ადვილ ებლად
პროცესებთან	პროცეს ებთან
არაბები	არაბ ები
ამაღლდეს	ამაღლდეს
დასუსტებულ	დასუსტ ებულ
ცივილიზაციას	ცივილიზაც ია ს
ფორმაციების	ფორმ აციების
რგოლები	რგოლ ები
ინდოევროპულ	ინდოევროპ ულ
ჰიდროლოგიის	ჰიდროლოგი ის
ივარაუდება	ი ვარაუდ ება
მნახველები	მნახველ ები
დელეგაცია	დელეგაცი ა
ლეონარდოს	ლეონარდ ოს
ეყო	ეყო
მსურდა	მსურ და
ეკონომიური	ეკონომიურ ი
შეფერხდა	შე ფერხ და
სერიალები	სერიალ ები
საკვანძო	სა კვანძ ო
რისგანაც	რის გან აც
დაახლოება	დაახლო ება
დაკავება	დაკავ ება
დამოუკიდებლობა	დამოუკიდებლ ობა
აკუთვნებს	აკუთვნ ებს
რუკებს	რუკ ებს
გვაძლევენ	გვაძლევ ენ
კალაძე	კალ აძე
შენაკადს	შენაკად ს
მშვენიერი	მშვენიერ ი
დიფერენცირებული	დიფერენც ირებული
მოეხსნა	მო ეხსნა
გაერთიანება	გაერთიან ება
ლუიჯი	ლუიჯი
საჭმლის	საჭმლ ის
ათობით	ათ ობით
კათოლიკობა	კათოლიკ ობა
კაპელა	კაპელ ა
ბოლოსათვის	ბოლო სათვის
ბელადები	ბელად ები
მამია	მამი ა
წინასწარმეტყველების	წინასწარმეტყვ ელების
დაიხიეს	დაიხი ეს
მილეტის	მილეტ ის
ტიბეტს	ტიბეტ ს
ბაყაყის	ბაყაყი ს
ტიტულია	ტიტულ ია
ბიუჯეტიდან	ბიუჯეტ იდან
აუდიტორია	აუდიტორი ა
დეკორირებული	დეკორ ირებული
აირონის	ა ირონის
წრეწირს	წრეწირ ს
რეინის	რეინის
მიუჩინა	მიუ ჩინა
შევადარებთ	შევადარ ებთ
კოლექტიური	კოლექტი ური
ასაკით	ასაკ ით
ვაიმეო	ვა იმეო
ზოი	ზო ი
უხალისოდ	უ ხალისო დ
ქისტაურის	ქისტაურ ის
ხუცია	ხუც ია
დაასახლეს	და ასახლეს
პროტაგონისტი	პროტაგონ ისტი
ზომაში	ზომ აში
საფორტიფიკაციო	სა ფორტ იფიკაცი ო
ჯამი	ჯამ ი
გმირობის	გმირ ობის
განქორწინება	განქორწინ ება
დაიცავდა	დაიცავ და
ძელს	ძელ ს
მრეწველმა	მრეწველ მა
ღვალაძის	ღვალ აძის
მომლაშო	მომლაშო
სხვაგან	სხვა გან
ინდუსი	ინდუ სი
შემჩნევა	შე მჩნევა
ცხენებზე	ცხენ ებზე
ხორვატიამ	ხორვატი ამ
ფილიალი	ფილიალ ი
აღშფოთდა	აღშფოთ და
ბატონიშვილი	ბატონიშვილ ი
მდინარეებიდან	მდინარე ებიდან
მსოფლმხედველობას	მსოფლმხედველ ობას
ჩატარდება	ჩატარ დება
რკინა	რკინ ა
თუთის	თუთ ის
ფილმებისა	ფილმ ებისა
მუდმივობის	მუდმივ ობის
სოფელსა	სოფელ სა
ტობი	ტობი
გალავანთან	გალავან თან
სიდიდეს	სიდიდე ს
ჯარიმა	ჯარი მა
ააშენა	ა აშენ ა
კოორდინაციის	კოორდინ აციის
ფილოლოგიისა	ფილოლოგი ისა
ელექტრონიკაში	ელექტრონიკ აში
დღესასწაულებზე	დღესასწაულებ ზე
ლოგიკურია	ლოგიკ ური ა
ფიჯის	ფიჯი ს
მდედრობითი	მდედრ ობითი
ინდის	ინ დის
ტურნეების	ტურნე ების
მატარებელი	მატარებ ელი
მეტყველებს	მეტყველებ ს
მომღერლად	მომღერ ლად
მოძრაობა	მოძრა ობა
გაუმჯობესებულია	გაუმჯობეს ებულია
ტექნიკას	ტექნიკ ას
წარჩინებული	წარჩინებულ ი
გლადიატორი	გლადია ტორი
გევარა	გევარა
