იტალიასთან	იტალი ასთან
უცხოვრია	უ ცხოვრ ია
მიიქცია	მი იქც ია
იგივე	იგივ ე
ფრთისებრი	ფრთ ისებრი
ქვეყნისგან	ქვეყნ ისგან
გააჩაღეს	გააჩაღ ეს
სარეკლამო	სა რეკლამ ო
სირიას	სირი ას
ტელენოველა	ტელე ნოველ ა
ხმამაღალი	ხმამაღ ალი
გათავისუფლებაში	გა თავისუფლებ აში
აღმოუჩინა	აღმოუჩინ ა
ეჩვენებინა	ეჩვენ ებინა
პარტიზანების	პარტიზან ების
ტყუპები	ტყუპ ები
წყაროდ	წყარო დ
ნაწარმოებმა	ნაწარმოებ მა
მეცადინეობდა	მეცადინეობ და
სითბური	სითბ ური
სრულყოფილია	სრულყოფილ ია
მიწით	მიწ ით
ბოლოვდება	ბოლოვ დება
მეტრში	მეტრ ში
ცალსახა	ცალსახ ა
ჟღალი	ჟღალ ი
მაღალმთიანი	მაღალმთიან ი
ფრანკფურტის	ფრანკფურტ ის
საკამათოა	სა კამათ ოა
კავკასიონი	კავკასიონ ი
ფაზის	ფაზ ის
ჭარბობდა	ჭარბ ობდა
მიაწერდნენ	მიაწერ დნენ
უამრავ	უამრავ
მკითხაობა	მკითხა ობა
შუღლი	შუღლ ი
ძალებთან	ძალ ებთან
დასავლელი	დასავლ ელი
გამწევი	გამ წევ ი
პირველთან	პირველ თან
მარკომ	მარკ ომ
არიადნეს	არიადნ ეს
საძირკვლის	სა ძირკვ ლის
ქვეყანაში	ქვეყანა ში
შხამი	შხამ ი
ფუფუნება	ფუფუნ ება
როდრიგესის	როდრიგეს ის
გათხოვილი	გა თხოვ ილი
დაწინაურებული	და წინაურ ებული
მარტინეს	მარტინ ეს
ჯეიმსი	ჯეიმს ი
გაიკეთაო	გა იკეთ აო
გოლმა	გოლ მა
კუდარო	კუდარ ო
მასაზე	მას აზე
მეტრი	მეტრ ი
შეებრძოლება	შეე ბრძოლ ება
ლეონი	ლეონ ი
სიყვარულში	სიყვარულ ში
მოწყობილობებში	მოწყობილობ ებში
აკადემია	აკადემი ა
ღმერთები	ღმერთ ები
ინტერნაციონალის	ინტერნაციონალ ის
არტისტული	არტისტ ული
სახეები	სახე ები
ეპიზოდში	ეპიზოდ ში
სიძველეები	სიძველ ეები
დონისა	დონ ისა
სიმამაცეს	სი მამაც ეს
განხორციელდა	გან ხორციელ და
ნემო	ნემო
კოლონისტები	კოლონისტ ები
ავტომობილით	ავტომობილ ით
კონფლიქტები	კონფლიქ ტ ები
საბჭოსა	საბჭო სა
სპარტის	სპარტ ის
ტექსტილი	ტექსტ ილი
შოუს	შოუ ს
წყვეტდნენ	წყვეტ დნენ
თანამოაზრე	თანამოაზრე
გრაფიტის	გრაფიტ ის
თეთრკანიან	თეთრკანიან
ღვთისმსახურება	ღვთის მსახურ ება
მოსახლენი	მოსახლ ენი
დროშიც	დროშ იც
მთვარეს	მთვარ ეს
აწევა	აწევ ა
კლერკი	კლერკ ი
გენდერული	გენდერ ული
თანამემამულეები	თანამემამულ ე ები
ჰქონდეს	ჰქონდ ეს
ნეიტრალური	ნეიტრალ ური
ისღა	ისღ ა
ორჯერ	ორ ჯერ
ოთახებში	ოთახ ებში
კაპოტეს	კაპოტე ს
ნიშანში	ნიშან ში
ქართლისათვის	ქართლ ისათვის
კლანების	კლან ების
შესართავს	შე სართავ ს
ეგვიპტის	ეგვიპტ ის
ფლანგზე	ფლანგ ზე
პოლიციელმა	პოლიცი ელმა
ამოძრავებდა	ამოძრავ ებდა
წასულა	წასულ ა
წიგნი	წიგნ ი
სცენაში	სცენ აში
კონტრაქტი	კონტრაქტ ი
საჰერცოგოს	სა ჰერცოგ ოს
დაჟინებით	დაჟინ ებით
ოლიმპიურ	ოლიმპი ურ
დოკუმენტები	დოკუმენტ ები
წყაროდან	წყარო დან
ხელის	ხელ ის
გადმოინაცვლა	გადმო ინაცვლ ა
ჰაჯი	ჰაჯ ი
აჰმად	აჰმად
კომერციულად	კომერცი ულად
ენებიდან	ენ ებიდან
გაიყვეს	გა იყვე ს
კანონიკალის	კანონ იკალ ის
პნევმონიით	პნევმონი ით
სურვილის	სურვილ ის
სათაურით	სათაურ ით
ორაების	ორა ების
თანამედროვედ	თანამედროვე დ
ბევრგან	ბევრ გან
დამნაშავეებს	დამნაშავე ებს
სტეფანო	სტეფან ო
დააგროვეს	და აგროვ ეს
დარწმუნდება	დარწმუნ დება
ტერორისტმა	ტერორისტ მა
დაივიწყეს	დაივიწყ ეს
წყალში	წყალ ში
ცენზორად	ცენზორ ად
ნატალია	ნატალ ია
წინამძღოლმა	წინამძღოლ მა
სხარტად	სხარტ ად
კაცთან	კაც თან
მრწამსი	მრწამს ი
მიზეზია	მიზეზ ია
ციხეც	ციხე ც
ქალწულების	ქალწულ ების
ჩამოგდების	ჩამოგდებ ის
გავს	გ ავს
მუნი	მუნ ი
საკრავი	საკრავ ი
სასწავლებლებში	სასწავლებ ლ ებში
ბედისწერა	ბედისწერ ა
ნაკრძალს	ნაკრძალ ს
სათვის	ს ათვის
დაარსებას	დაარსებ ას
ალბერ	ალბერ
ელჩად	ელჩ ად
თავისებურება	თავისებურ ება
აღმოფხვრა	აღმოფხვრა
ბოტანიკური	ბოტანიკ ური
უღელი	უღ ელი
ნაწილებზე	ნაწილ ებზე
დაამონტაჟა	დაა მონტაჟ ა
დღესდღეობით	დღესდღე ობით
ციხეში	ციხე ში
წართმეული	წართმე ული
გადაცემების	გა დაცემ ების
წელსაც	წელს აც
ჰობიტის	ჰობიტ ის
განადგურდეს	გა ნადგურ დეს
აუტანელი	აუტა ნელ ი
მდუღარე	მდუღ არე
ნაპოვნ	ნაპოვნ
სარქველი	სარქვ ელი
ვბრუნდები	ვბრუნდებ ი
დასრულების	დასრულ ების
მოდიან	მოდ იან
დადგენილებები	დადგენილ ებები
მოამზადა	მო ამზად ა
მოწაფემ	მოწაფე მ
ლაურა	ლაურ ა
ერთგან	ერთ გან
აღმოაჩინეს	აღმოაჩინ ეს
თავდამსხმელი	თავდა მსხმელ ი
ჰაერსაწინააღმდეგო	ჰაერ საწინააღმდეგო
ბზა	ბზ ა
ითვლიან	ითვლ იან
მცურავი	მ ცურავ ი
თმების	თმ ების
კონტროლირებადი	კონტროლ ირებადი
მთავარს	მთავარ ს
ბავშვობა	ბავშვობ ა
ტუბერკულიოზის	ტუბერკულიოზ ის
იმიდან	იმ იდან
ვანგა	ვანგ ა
ხერხემალი	ხერხემ ალი
გადაყვანის	გადაყვან ის
სროლის	სროლ ის
დაქვემდებარების	და ქვემდებარ ების
მწერლობაში	მწერლობ აში
ერეკლემ	ერეკლე მ
გრძნობდა	გრძნობ და
მცირედით	მცირედ ით
ბურთზე	ბურთ ზე
ნავს	ნავ ს
მოსულ	მოსულ
ბენიტო	ბენიტ ო
ნუთუ	ნუ თუ
რესპუბლიკად	რესპუბლიკ ად
წილი	წილ ი
ტასმანიის	ტასმან იის
უწყობდა	უწყ ობდა
რეზერვაციის	რეზერვაცი ის
ემატებოდა	ემატ ებოდა
შეეჩერებინა	შეეჩერ ებინა
მცდელობით	მცდელობ ით
ემი	ემი
ქართული	ქართულ ი
ლეგო	ლეგ ო
მოღვაწეობენ	მოღვაწეობ ენ
მტკივნეულია	მტკივნე ულია
შეღრმავებაა	შეღრმავ ებაა
რუსები	რუს ები
ხარისხისაა	ხარისხ ისაა
ესპანეთისგან	ესპანეთ ისგან
ვოკალურ	ვოკალ ურ
ორგანოების	ორგანო ების
კოტე	კოტ ე
მასობრივად	მას ობრივად
მოკავშირე	მოკავშირ ე
სერობა	სერ ობა
ფიცრული	ფიცრ ული
მჟავების	მჟავ ების
ბოგოროდსკის	ბოგო როდ სკის
უპირობო	უ პირობ ო
წყალმოვარდნა	წყალმო ვარდნ ა
გაიჟღერა	გაი ჟღერ ა
ამოტვიფრულია	ამოტვიფრ ულია
ხმარების	ხმარ ების
გამგე	გამგე
მოიტაცეს	მო იტაც ეს
გასვლითი	გასვლ ითი
ეკრძალება	ეკრძალ ება
ვამპირის	ვამპირ ის
გაცემას	გაცემ ას
ხევსურეთში	ხევსურ ეთში
ხელზე	ხელ ზე
გამოიყენება	გამოიყენ ება
მონსტრების	მონსტრ ების
ცხიმოვან	ცხიმ ოვან
ისიდორე	ისიდორ ე
ტომებს	ტომ ებს
აჭარბებს	აჭარბ ებს
ქაბულის	ქაბულ ის
შეპყრობილი	შე პყრობ ილი
იმუნიტეტი	იმუნიტეტ ი
ივანიშვილის	ივან იშვილის
ჰექტარია	ჰექტარ ია
გაქრობა	გა ქრობ ა
გაიტაცებს	გა იტაც ებს
სომხური	სომხურ ი
სახეებია	სახე ებია
ქუვეითის	ქუვეით ის
დეკემბერში	დეკემბერ ში
დატანილია	და ტანილ ია
ჰილში	ჰილ ში
მზარდ	მზარდ
კაფკას	კაფკ ას
სიმღერების	სიმღერ ების
მიწისაგან	მიწ ისაგან
ბედნიერები	ბედნიერ ები
სიდი	სიდი
სპოკის	სპოკ ის
ფინიკის	ფინიკ ის
დაჰყვა	და ჰყვ ა
ეპიზოდები	ეპიზოდ ები
მახვილით	მახვილ ით
მუხნარში	მუხნარ ში
ტრიოში	ტრი ოში
გაუჩინარების	გა უჩინარ ების
საქართველოსაკენ	საქართველოს აკენ
მოვლის	მოვლ ის
სძლია	სძლი ა
გადასვლას	გადასვლ ას
ერთგვაროვანი	ერთგვარ ოვანი
მილიონიან	მილიონ იან
გმირობით	გმირ ობით
აღმოსავლეთში	აღმოსავლეთ ში
აწარმოა	აწარმო ა
დაჯილდოების	დაჯილდოებ ის
იმედით	იმედ ით
მჭამელი	მ ჭამ ელი
ბუფერულ	ბუფერ ულ
აყვანილი	აყვან ილი
სწამდათ	სწამ დათ
ქერქში	ქერქ ში
ქრისტიანულმა	ქრისტიან ულმა
ჯანმრთელობას	ჯანმრთელ ობას
მახარებლის	მახარებ ლის
კოლონიზაცია	კოლონ იზაცია
სახელმძღვანელოებს	სახელმძღვანელო ებს
ქვემოთ	ქვემოთ
მოდერნიზებული	მოდერნიზ ებული
ნადიას	ნად იას
დაზავების	და ზავ ების
მოულოდნელმა	მოულოდნე ლ მა
ფუტუნას	ფუტუნ ას
იმდროინდელმა	იმდროინდე ლმა
გახდა	გახდ ა
ამბავმა	ამბავ მა
გეგეჭკორი	გეგეჭკორ ი
ადგილებში	ადგილ ებში
აბსიდში	აბსიდ ში
ატანა	ატან ა
მაღლდება	მაღლ დება
ტროელი	ტრო ელი
ეკონომიკისათვის	ეკონომი კ ისათვის
ითამაშა	ითამაშ ა
ლეპჩას	ლ ეპჩ ას
მუსულმანურ	მუსულმან ურ
მფარველ	მფარველ
დებაილეს	დებაილ ეს
კაზაკი	კაზაკ ი
ამომავალ	ა მომავალ
გამოიყურება	გამო იყურ ება
ნივალური	ნივ ალური
ყბას	ყბ ას
ბალახით	ბალახ ით
ჯეიმზს	ჯეიმზ ს
ამისათვის	ამ ისათვის
ლოკოკინათა	ლოკო კინ ათა
შველის	შვ ელის
გადასულა	გადასულ ა
ნივთებს	ნივთ ებს
გადმოჰყურებს	გადმო ჰყურ ებს
ცარი	ც არი
ბაღის	ბაღ ის
შენება	შენ ება
ჩრდილები	ჩრდილ ები
დამარცხებით	დამარცხებ ით
პასის	პას ის
განგმირა	გან გმირ ა
გაყოფას	გაყოფ ას
მატჩის	მატჩ ის
დირექტორს	დირექტორ ს
წისქვილში	წისქვი ლში
მომწიფება	მომწიფ ება
იმერეთის	იმერეთ ის
სიმრავლეების	სიმრავლე ების
აფარებდნენ	აფარ ებდნენ
სპელეოლოგიური	სპელე ოლოგიური
განეკუთვნებოდა	განეკუთვნ ებოდა
მიზნებით	მიზნ ებით
სახეობებია	სახეობ ებია
მინაშენი	მინაშენ ი
ქანების	ქან ების
ბროლის	ბროლ ის
ინტენსიურ	ინტენსი ურ
ფონდში	ფონდ ში
პაულისტას	პაულისტ ას
თანხმოვანთა	თანხმოვან თა
სპოკი	სპოკ ი
ბაიერის	ბაიერ ის
გადაარჩინა	გადაარჩინ ა
ბერძენიშვილის	ბერძენ იშვილის
თვალში	თვალ ში
აღმოაჩინოს	აღმოაჩინ ოს
ასპექტში	ასპექტ ში
ბურთით	ბურთ ით
პოლარულ	პოლარ ულ
საღამოებს	სა ღამო ებს
სტრატეგოსი	სტრატეგ ოსი
სრულფასოვნად	სრულფას ოვნად
დასჯილი	დასჯ ილი
პარტიების	პარტი ების
არი	არ ი
გაუჩნდა	გა უჩნდ ა
იკვებებოდნენ	იკვებ ებოდნენ
მილერმა	მილერ მა
ასტრახანში	ასტრახან ში
მწერლობისა	მწერლობ ისა
სამხმიანი	სამ ხმ იანი
წარბები	წარ ბ ები
იაპონელები	იაპონელ ები
დაიბეჭდა	და იბეჭდ ა
არსებობდა	არსებობ და
დინასტიაში	დინასტი აში
მოსახლეთა	მოსახლ ეთა
როსტომ	როსტომ
ფიგურებით	ფიგურ ებით
საბურავების	საბურავ ების
გავლება	გავლ ება
ჩამოტანილი	ჩამო ტანილ ი
კოსტიუმი	კოსტიუმ ი
შეკავება	შეკავ ება
კარლა	კარლ ა
არეალს	არეალ ს
ტიმპანში	ტიმპან ში
უმეტესწილად	უმეტეს წილად
აიას	ა იას
განცალკევებულ	განცალკევ ებულ
მოსასხამები	მო სასხამ ები
სქესობრივად	სქეს ობრივად
პიტკერნის	პიტკერ ნის
დაბრკოლებას	და ბრკოლებ ას
გულის	გულ ის
სექციაში	სექცი აში
რაგბის	რაგბ ის
მიტროპოლიტ	მიტროპოლიტ
მილეტში	მილეტ ში
ამჯობინეს	ამჯობინ ეს
აბარებს	ა ბარ ებს
იუნონა	იუნონა
სპაიკ	ს პაიკ
ოთახიდან	ოთახ იდან
ქალისა	ქალ ისა
ნდობა	ნდობ ა
გააცნობიერებს	გაა ცნობიერ ებს
მღვიმელი	მღვიმ ელი
ცხოველებისა	ცხოველ ებისა
კონგრესს	კონგრე ს ს
იენს	იენ ს
რეაქციებში	რეაქცი ებში
აზრიც	აზრ იც
საცეცები	სა ცეც ები
სახეობაში	სახეობ აში
სქოლიო	სქოლი ო
დაბადებულმა	დაბადებულ მა
კომიტეტის	კომიტეტ ის
ფრიმენი	ფრიმენ ი
შვიდგზის	შვიდ გზის
ფორტეპიანო	ფორტეპიან ო
ეთმობა	ეთმობ ა
წყალმოვარდნები	წყალმო ვარდნ ები
აჭარისწყლის	აჭარი სწყლის
ყოველდღე	ყოველ დღე
სანოტო	სა ნოტ ო
ვახუშტის	ვახუშტ ის
გასარკვევად	გასა რკვევ ად
მალდინი	მალდინ ი
ტომებად	ტომ ებად
ქცევაზე	ქცევ აზე
ავსებს	ავს ებს
გაზომვას	გაზომვ ას
სეპარატიზმის	სეპარატ იზმის
მოსიარულე	მო სიარულ ე
კრებულებს	კრებულ ებს
ევროპული	ევროპ ული
ჩამოხრჩობა	ჩამო ხრჩ ობა
დიტრიხმა	დიტრიხ მა
ზრდით	ზრდ ით
გააჩუმე	გაა ჩუმ ე
მდიდრული	მდიდრ ული
მაღალტექნოლოგიური	მაღალ ტექნოლოგი ური
თვალებით	თვალ ებით
მუსიკოსების	მუსიკოს ების
გამოსავალი	გამო სავალ ი
კანდიდატურის	კანდიდატურ ის
ნუმენორის	ნუმენორ ის
ხელფასების	ხელფას ების
სტუმრების	სტუმრ ების
ჩასმული	ჩასმ ული
ფანტაზია	ფანტაზი ა
კლდეში	კლდე ში
კომბინაციები	კომბინაცი ები
იღუპება	იღუპ ება
აქამდე	აქ ამდე
მონათმფლობელობის	მონათ მფლობელობ ის
ნიადაგებია	ნიადაგ ებია
მიახლოებული	მიახლო ებული
ბავშვებსა	ბავშვ ებსა
მონადირეებს	მონადირეებ ს
ვარსკვლავებთან	ვარსკვლავ ებთან
ემბრიონის	ემბრი ონის
შეერთებულია	შეერთ ებულია
სკოლისათვის	სკოლ ისათვის
ტურისტული	ტურისტ ული
ჯავახეთის	ჯავახ ეთის
სალვადორ	სა ლვადორ
ლამამ	ლამ ამ
წლისთავს	წლისთავ ს
ჩაყარეს	ჩა ყარ ეს
გადასცემენ	გადასცემ ენ
სახასო	სახასო
ბუბა	ბუბ ა
კონფლიქტებს	კონფლიქ ტ ებს
სახარება	სახარებ ა
მონტაჟი	მონტაჟ ი
შეუვალობის	შე უვალ ობის
არსების	არსებ ის
მოციქულების	მოციქულ ების
უილიამ	უილიამ
რაიტის	რაიტ ის
დაპირისპირებების	და პირისპირ ებების
საშტატო	სა შტატ ო
მწერალია	მწერალ ია
თსუ	თს უ
პალეოლითური	პალეოლით ური
დედაქალაქს	დედაქალაქ ს
მთავარანგელოზის	მთავარ ანგელოზ ის
სამკერდე	სა მკერდ ე
ჰანიბალ	ჰანიბალ
რაოდენობაში	რაოდენობ აში
ვაკეა	ვაკე ა
ანიმაციის	ანიმაცი ის
მცირერიცხოვანია	მცირე რიცხოვან ია
ჩამოშორება	ჩა მოშორ ება
კავკასიისა	კავკასი ისა
მთაა	მთ აა
რაჭველები	რაჭველ ები
ზღვად	ზღვ ად
კანოეს	კანოე ს
იძიებენ	იძი ებენ
მაღაზიები	მაღაზი ები
დომ	დ ომ
ეხურა	ეხ ურა
რწმენას	რწმენ ას
მიცელიუმი	მი ცელ იუმი
შაშხანა	შაშხან ა
დემონსტრაციას	დემონსტრ აციას
გაძლიერებამ	გა ძლიერ ებამ
ლიპის	ლიპ ის
შემოიღო	შემოიღ ო
ორმოსამარხები	ორმო სამარხ ები
მოუკლავს	მოუ კლავ ს
იკვებებიან	იკვებ ებიან
შეცდომები	შეცდომ ები
აპარატის	აპარატ ის
ინაცვლებს	ინაცვლ ებს
გაყოლოდა	გაყოლ ოდა
კულტის	კულტ ის
უბედურება	უბედურ ება
იტრიუმი	იტრიუმ ი
იწერდა	იწერ და
ოფიციალური	ოფიციალურ ი
ფილტრაციის	ფილტრ აციის
მაგარი	მაგარ ი
დაკების	დაკ ების
კუნძულოვანი	კუნძულ ოვანი
სარჩული	სა რჩ ული
ავიდნენ	ავ იდნენ
ნიღბების	ნიღბ ების
გვარდიის	გვარდი ის
მეიერსი	მე იერ სი
დანახვისას	დანახვ ისას
ინდურ	ინდ ურ
ნელა	ნელ ა
აძლევენ	აძლევ ენ
მოთამაშეების	მოთამაშე ების
პროფესორ	პროფეს ორ
უყურადღებობის	უყურადღებ ობის
სიტყვებით	სიტყვ ებით
ნეპალის	ნეპალ ის
მოზარდობის	მოზარდ ობის
განხორციელებაში	განხორციელებ აში
დაიფიცა	დაი ფიც ა
უმრავლესობით	უმრავლესობ ით
შებოლილი	შე ბოლ ილი
კომიტეტს	კომიტეტ ს
მოლაპარაკებას	მო ლაპარაკ ებას
სასულე	სა სულ ე
ტიბეტი	ტიბეტ ი
ბლოგი	ბლოგ ი
მედია	მედი ა
დანახვა	დანახვ ა
კათოლიკეებს	კათოლიკე ებს
დაუწყეს	და უწყ ეს
მცდელობები	მცდელობ ები
გმირს	გმირ ს
ერთდროული	ერთდრო ული
კურსებს	კურს ებს
სამუშაო	სამუშაო
აზოტოვან	აზოტ ოვან
მოამზადეს	მო ამზად ეს
ალექსანდრიელის	ალექსანდრი ელის
ასასვლელად	ა სასვლელ ად
ფრანგულენოვანი	ფრანგულ ენოვანი
კანტონის	კანტონ ის
რედაქტირებული	რედაქტ ირებული
უკმარისობას	უ კმარის ობას
გდანსკის	გ დან სკის
შემოღების	შემოღებ ის
დაქვემდებარებაშია	და ქვემდებარ ებაშია
შედეგებისა	შედეგ ებისა
აგდებენ	აგდ ებენ
აღმაშენებელმა	აღმაშენებ ელ მა
ადგილობრივი	ადგილობრივ ი
ბობის	ბ ობის
მთიელები	მთიელ ები
ლოდების	ლოდ ების
უმეტეს	უმეტეს
ლითოლოგიური	ლით ოლოგიური
სამხრეთით	სამხრეთ ით
ქვევრია	ქვევრ ია
საზოგადოებისადმი	საზოგადოებ ისადმი
აღენიშნება	აღენიშნ ება
შემოიფარგლა	შემო იფარგლ ა
კითხულობენ	კითხულობ ენ
სტეფენ	სტეფ ენ
კრუნჩხვები	კრუნჩხვ ები
მშვიდობა	მშვიდობ ა
ასოცირებულ	ასოცირ ებულ
სერიებს	სერი ებს
ისეთივე	ისეთივე
პრემია	პრემი ა
ამქვეყნად	ამქვეყნ ად
მაგნეტიტის	მაგნეტ იტის
ოქტავიანეს	ოქტავიანე ს
ჩემპიონებს	ჩემპიონ ებს
სახეობას	სახეობ ას
მკვეთრი	მკვეთრ ი
კოდების	კოდ ების
უზრუნველსაყოფად	უზრუნველ საყოფად
ამინდით	ამინდ ით
წყალგამყოფზე	წყალგამყოფ ზე
მონები	მონ ები
ადგილისა	ადგილ ისა
გადასაღებ	გადასაღებ
წყალსაცავი	წყალსაცავ ი
ჩაბი	ჩა ბ ი
გასაძლიერებლად	გასა ძლიერ ებლად
ენებისა	ენ ებისა
ნამუშევარში	ნამუშევ არ ში
ბარიდან	ბარ იდან
უკანასკნელისაგან	უკანასკნელ ისაგან
ფორმისაა	ფორმ ისაა
გამომწვევ	გა მომწვევ
ბაგრატუნების	ბაგრატუნ ების
გამოიტანა	გამო იტან ა
მლ	მლ
ჩაპლინი	ჩაპლინ ი
რეზულტატის	რეზულტ ატის
პრიზი	პრიზ ი
წყალობის	წყალობ ის
საინტერესოა	სა ინტერეს ოა
ერნესტო	ერნესტ ო
ნების	ნ ების
გამოსცემენ	გამოსცემ ენ
კაბინა	კაბინ ა
სპარსეთის	სპარსეთ ის
მიირთმევენ	მიირთმევ ენ
ბრძანა	ბრძან ა
მარჯვენა	მარჯვე ნა
გუნდს	გუნდ ს
არქიტექტურის	არქიტექტ ურ ის
ვარაუდის	ვარაუდ ის
ისეთმა	ისეთ მა
ლევ	ლევ
ოცნებამ	ოცნებ ამ
მუშას	მუშ ას
თარგმანით	თარგმან ით
ადიშის	ადიშ ის
ტოტენჰემმა	ტოტენჰემ მა
ვალენტინა	ვალენტ ინა
წარმოიქმნენ	წარმოიქმნ ენ
ეხება	ეხ ება
დასავლეთს	დასავლეთ ს
რიტუალურ	რიტუალ ურ
ფრანკების	ფრანკ ების
ყვინთავენ	ყვინთ ავენ
გაძლო	გა ძლ ო
გლუვ	გლუვ
რაკეტა	რაკეტ ა
ერაყიდან	ერაყ იდან
სარუმანის	სა რუმან ის
მიანიშნებს	მიანიშნ ებს
რეჟისორის	რეჟისორ ის
რომანის	რომან ის
დემოკრატია	დემოკრატი ა
კატასტროფული	კატასტროფ ული
მოხარშული	მო ხარშ ული
მოგვითხრობს	მო გვითხრ ობს
ჰიდროქსიდის	ჰიდრ ოქსიდ ის
მხარეებში	მხარე ებში
შეიზღუდა	შე იზღუდ ა
ოსირისი	ოსირის ი
თეორიას	თეორი ას
კონკისტადორები	კონკისტად ორ ები
ქვეკლასი	ქვე კლას ი
ფერნანდო	ფერნანდ ო
პაპი	პაპ ი
ვამბობთ	ვ ამბობ თ
შენაერთი	შენაერთ ი
წვერის	წვერ ის
ბანკები	ბანკ ები
ცხენით	ცხენ ით
სპეციფიურ	სპეციფი ურ
პოზიტიურად	პოზიტიურ ად
ნასაკირალის	ნასაკირ ალის
უვლიდა	უვლ იდა
მგზავრობისას	მგზავრ ობისას
იძლეოდა	იძლე ოდა
ელემენტზე	ელემენტ ზე
მოუწოდა	მოუწოდ ა
სჭირდება	სჭირდ ება
კოდექსს	კოდექს ს
წესისა	წეს ისა
ხის	ხ ის
ვალუტას	ვალუტ ას
მარშრუტები	მარშრუტ ები
არგენტინული	არგენტინ ული
სტინგმა	სტინგ მა
გეომეტრიულ	გეომეტრი ულ
მასწავლებლობდა	მასწავლებლ ობდა
ს	ს
სტილს	სტილ ს
ლუვრი	ლუვრ ი
ჩინგიზ	ჩინ გიზ
აზერბაიჯანში	აზერბაიჯ ან ში
ბედი	ბედ ი
პოლოკი	პოლოკ ი
ობიექტური	ობიექტ ური
პი	პი
მოუსწრო	მო უსწრ ო
ყვირის	ყვირ ის
მზად	მზად
საზღვრავს	საზღვრ ავს
მზადების	მზად ების
ფილოგენეზური	ფილოგენეზ ური
განვითარდნენ	განვითარ დნენ
დაქვეითებით	და ქვეით ებით
ჩუს	ჩუ ს
ტყეებისა	ტყე ებისა
მკვდართა	მკვდარ თა
სამართალში	სა მართალ ში
დაწინაურება	და წინაურ ება
მაქცია	მ აქცი ა
უზენაესობის	უზენაეს ობის
ძლივს	ძლივ ს
შემორჩა	შემორჩ ა
დომიციანეს	დომიციან ეს
ერთს	ერთ ს
დაკავშირებას	დაკავშირ ებას
კლასი	კლას ი
ქარის	ქარ ის
ბალეტის	ბალეტ ის
ბრინჯი	ბრინჯ ი
საერისთავოში	საერისთავო ში
ენეასი	ენეას ი
ენათესავება	ე ნათესავ ება
დარეჯანი	დარეჯან ი
თომასმა	თომას მა
გაიგონეს	გა იგონ ეს
დაიწუნა	დაიწუნ ა
ხატს	ხატ ს
მაწყვერელი	მა წყვერ ელი
ძველეგვიპტური	ძველ ეგვიპტ ური
იანის	იან ის
ესწავლებინათ	ესწავლ ებინათ
პასუხისმგებლობას	პასუხისმგებლ ობას
ინტერპრეტაციით	ინტერპრეტაც ი ით
აიღებდნენ	ა იღ ებდნენ
აკითხავენ	აკითხ ავენ
პირამიდული	პირამიდ ული
ნაწარმოებებს	ნაწარმოებ ებს
მოვალეობად	მო ვალეობ ად
უპირისპირდებოდნენ	უპირისპირდ ებოდნენ
ხმარებას	ხმარებ ას
მსახურობის	მსახურ ობის
მუზეუმებში	მუზეუმ ებში
ეპიდემიას	ეპიდემი ას
ბორჯომისა	ბორჯომ ისა
ბრიუსის	ბრიუს ის
მუჰაფაზა	მუჰაფაზ ა
ნავიგაცია	ნავიგ აცია
ჩამოვარდნის	ჩამო ვარდნ ის
მნიშვნელოვან	მნიშვნელ ოვან
მსახურთუხუცესი	მსახურ თუხუცესი
განპირობებული	გან პირობ ებული
მოლაპარაკებებზე	მოლაპარაკებებ ზე
მემკვიდრეს	მემკვიდრე ს
საენათმეცნიერო	სა ენათმეცნიერ ო
დატვირთული	დატვირთ ული
შუამთის	შუამთ ის
დაიმორჩილა	დაი მორჩილ ა
სარგებლობდნენ	სარგებლ ობდნენ
შთანთქმა	შთანთქმ ა
ამასთან	ამ ასთან
ყარაბაღში	ყარაბაღ ში
ვარიანტია	ვარიანტ ია
სიმღერათა	სიმღერ ათა
რეგრესი	რეგრეს ი
შეადგენს	შეადგენ ს
ყვებოდა	ყვ ებოდა
გასვლაში	გასვლ აში
წელზე	წელ ზე
ბალტიური	ბალტი ური
კილომეტრითაა	კილომეტრ ითაა
ქაია	ქა ია
შემდგომი	შემდგომ ი
უღირსი	უღირს ი
სჭირდებოდათ	სჭირდ ებოდათ
ელექტრონული	ელექტრონ ული
გადატანას	გადატან ას
სახვითი	სახვ ითი
შერჩევას	შერჩევ ას
ჩინგის	ჩინგ ის
საჭმელს	საჭმელ ს
ბავარიაში	ბავარი აში
გამოყენებაც	გამოყენებ აც
ისნი	ის ნი
კულტურის	კულტურ ის
გამოსახვის	გამოსახ ვის
მებრძოლები	მებრძოლ ები
მომთაბარეთა	მომთაბარ ეთა
მუსიკის	მუსიკ ის
შეუძლებელი	შეუძლ ებელი
ჩვენში	ჩვენ ში
ბრძოლამდე	ბრძოლ ამდე
ლონდონში	ლონდონ ში
შეეგება	შეე გ ება
წინააღმდეგი	წინააღმდეგ ი
კორეას	კორე ას
ყვირილი	ყვირ ილი
შეუიარაღებელი	შეუ იარაღ ებელი
კონცერტიდან	კონცერტ იდან
რომელმაც	რომელ მაც
მამრთან	მამრ თან
ფილოსოფიისა	ფილოსო ფი ისა
წვის	წვ ის
ოზონის	ოზ ონის
ფულადი	ფულ ადი
აგებიდან	აგ ებიდან
ცენტრალურმა	ცენტრალ ურმა
ქართველმა	ქართველ მა
