იტალიასთან	იტა ლი ასთან
მხრით	მხ რ ით
სვეტი	სვ ეტ ი
ემოციებს	ემო ცი ებს
ნაკვეთი	ნა კვეთ ი
ხორბალი	ხორ ბალ ი
ბიძგი	ბიძგ ი
ტონგას	ტო ნგ ას
ჩამქრალი	ჩა მქრალ ი
მკვიდრ	მკვიდრ
მწერები	მწერ ები
ულტიმატუმის	ულტიმატ უმ ის
ლუ	ლუ
მოსწავლემ	მოსწავლ ე მ
დაზვერვის	დაზვერვ ის
ხელნაწერების	ხელნა წერ ების
ფაშისტური	ფაშ ისტ ური
კოლექციაში	კო ლექცი აში
სისხლძარღვების	სისხლ ძარღვ ების
ლევინის	ლე ვინ ის
სანდინისტას	სანდინ ისტ ას
მბრძანებლის	მბრძან ებლ ის
გერმანიკუსის	გერმანი კუს ის
მამლუქები	მამლ უქ ები
ყოფნით	ყოფნ ით
ღირსების	ღირს ებ ის
შუმერული	შუ მერ ული
გროინის	გ რო ინის
ტიფის	ტიფ ის
დორტმუნდი	დორტ მუნდ ი
ტისის	ტ ის ის
ხვედრითი	ხვედრ ითი
გადალახეს	გადა ლახ ეს
აჭარის	ა ჭარ ის
უთითებს	უ თით ებს
სანიტარული	სა ნიტარულ ი
წარმოებს	წარმო ებ ს
პოტენციალს	პოტენცი ალ ს
თავსართი	თავსა რთ ი
თევზით	თევზ ით
მელიის	მ ელი ის
ენდობოდა	ე ნდობ ოდა
შედარებით	შე დარ ებით
გადახურულ	გადა ხურ ულ
ბაქრაძემ	ბაქ რაძ ემ
დეკრეტით	დეკ რეტ ით
ყოფნისას	ყოფნ ისას
გადალახვა	გადა ლახ ვა
გადაწერილია	გადა წერილ ია
კოროზია	კორ ოზი ა
წმინდანები	წმინდ ან ები
წყვილმა	წყვილ მა
დაბინძურების	დაბინ ძურ ების
წვიმიან	წვი მ იან
დიდხნიანი	დიდ ხნ იანი
ეკონომიკისა	ეკონომ იკ ისა
ზომაზე	ზომ აზე
აუბეს	ა უბ ეს
ეჭვიანობა	ეჭვ იან ობა
თვლა	თვლ ა
უცხოელ	უცხო ელ
ფიზიკურ	ფიზიკურ
მზაკვრული	მზაკ ვრ ული
ნაკეთობები	ნაკეთ ობ ები
შეესწავლათ	შეე სწავლ ათ
შემახსენე	შემა ხსენ ე
კაკლის	კა კ ლის
ბრძოლად	ბრძოლ ად
კლასით	კლას ით
მირანდა	მირ ანდ ა
აღორძინებას	აღორ ძინ ებას
ზეპელინის	ზეპე ლინ ის
ხოსრო	ხოსრო
თევზაობით	თევზა ობ ით
მხედარს	მხედ არ ს
ბალზაკს	ბალ ზაკ ს
ამილახვარმა	ამილახ ვარ მა
როსტოვის	როს ტოვ ის
სიუხვეს	სიუ ხვ ეს
უნებლიეთ	უნებ ლი ეთ
ლაპარაკობდა	ლაპარაკ ობდა
დანამატები	დანა მატ ები
მოხერხებული	მოხერხ ებულ ი
უზარმაზარ	უზარმა ზარ
ჩართეს	ჩა რთ ეს
იოვანე	ი ოვან ე
შეკითხვაზე	შე კითხვ აზე
გაფრინდება	გაფრინ დ ება
ლაშქრობას	ლაშქრ ობ ას
შური	შურ ი
სიმინდს	სი მინდ ს
დანიასთან	დან ი ასთან
მოჰყოლოდა	მო ჰყოლ ოდა
ფენით	ფენ ით
ფლამელი	ფლ ამ ელი
არტემ	არტ ემ
სტუმრობა	სტუმრ ობ ა
მუსლიმების	მუს ლიმ ების
ფრონტმა	ფრონ ტ მა
ჰარვარდის	ჰარ ვარდ ის
მონობიდან	მონ ობ იდან
არეალის	ა რეალ ის
დამტკიცებულ	და მტკიც ებულ
დეკემბრისთვის	დეკ ემბრ ისთვის
რევოლუციურმა	რ ევოლუცი ურმა
ბირთვული	ბი რთვ ული
კომპიუტერი	კომპიუ ტერ ი
ინფორმაციულ	ინ ფორმაცი ულ
გახსნისა	გა ხსნ ისა
მაღლობს	მაღლ ობ ს
რომეო	რომ ე ო
შეძლებდა	შე ძლ ებდა
კვადრატულია	კვადრ ატ ულია
პეტრიწის	პეტრ იწ ის
შეექმნა	შეე ქმნ ა
მატანსასის	მატანსა ს ის
დაეკისრათ	დაე კისრ ათ
ლინგვისტიკა	ლინ გვისტ იკა
დებულებებს	დ ებულებ ებს
ტრაგიკული	ტრაგი კულ ი
ემოციები	ემო ცი ები
წიფელი	წ იფ ელი
აგილერა	აგი ლერ ა
თერგის	თ ერგ ის
მოესმა	მო ეს მა
ეპილეფსიური	ეპილე ფს იური
გაკვეთილი	გა კვეთილ ი
პროტონებისა	პრო ტონ ებისა
სარიტუალო	სა რიტუალ ო
სისტემისა	სისტემ ისა
იმასთან	ი მ ასთან
ბრენდ	ბრე ნდ
ალენი	ა ლენ ი
საჯავახოდან	სა ჯავახ ოდან
რანგში	რან გ ში
მონუმენტები	მონუ მენტ ები
ვაჟებთან	ვ აჟ ებთან
ინტელექტუალური	ინტელექტ უალურ ი
კონტრაქტით	კონტრაქტ ით
მოდელში	მო დელ ში
სუარესმა	ს უარეს მა
შარლოტ	შარ ლოტ
ბიუსტი	ბი უსტ ი
შურს	შურ ს
ძალისხმევა	ძალისხმ ევ ა
ლირიკის	ლი რიკ ის
ჩაწერის	ჩა წერ ის
მითოლოგიური	მით ოლოგი ური
ნერსეს	ნერ ს ეს
ადაპტაციები	ადაპ ტაცი ები
ზღვიურ	ზღვ იურ
პარეხის	პარ ეხის
ლავრაში	ლა ვრ აში
გაშვებას	გა შვებ ას
მანუელიანი	მან უელ იანი
ფასიანი	ფას იანი
დაწყებისთანავე	და წყებ ისთანავე
მასწავლებლობა	მასწავლებლ ობა
ბელორუსული	ბელორ უს ული
ალპურ	ალ პ ურ
ამოშვერილი	ამო შვერილ ი
ვარსკვლავებში	ვარსკვლავ ებში
საქციელს	საქცი ელ ს
მისახვედრია	მისა ხვედრ ია
რედაქტირების	რედაქ ტირ ების
შეეფერებოდა	შეე ფერ ებოდა
რაზმი	რა ზმ ი
ეპოქის	ეპ ოქ ის
დაჟანგვის	და ჟანგვ ის
მოუხედავად	მოუ ხედავ ად
ვალინორის	ვალი ნორ ის
ნაგებობებისა	ნაგებ ობ ებისა
აგათია	აგ ათ ია
მანქანური	მანქან ური
ბარონ	ბა რონ
წიგნად	წიგნ ად
სიყრმიდანვე	სიყრ მ იდანვე
ზიქურათი	ზიქურ ათ ი
ვიღაცამ	ვი ღაც ამ
მიაწოდა	მია წოდ ა
დიაოხის	დია ოხი ს
ნდობით	ნდობ ით
მოტივი	მო ტივ ი
ყაენი	ყა ენ ი
საფეხურები	ს აფეხურ ები
გამოემშვიდობა	გამო ემშვიდობ ა
ფილოსოფიამ	ფილოსოფ ი ამ
ცვლილებებს	ცვლილ ებ ებს
პროტესტანტულ	პროტეს ტანტ ულ
მატჩში	მატ ჩ ში
ეფექტურია	ეფექტ ურ ია
სუნთქვა	სუნ თქვ ა
აიკიდოს	აი კიდ ოს
სარტყლები	სარტყ ლ ები
ილარიონ	ილა რიონ
აღვნიშნოთ	აღვ ნიშნ ოთ
ასაკისა	ასა კ ისა
მოსაზღვრე	მოსა ზღვრ ე
გაჰყოლოდა	გა ჰყოლ ოდა
მხარდაჭერისთვის	მხარდა ჭერ ისთვის
იძულებულია	იძულ ებულ ია
კრახი	კრა ხ ი
სათავსია	სა თავს ია
მწერი	მწერ ი
გაყიდვების	გა ყიდვ ების
ფსიქოლოგია	ფსიქ ოლოგი ა
შემოქმედებითმა	შემოქმედ ებით მა
ჰიდროსტატიკური	ჰიდრო სტატიკურ ი
ავადმყოფთა	ავად მყოფ თა
მნიშვნელოვნად	მნიშვნელ ოვნად
გეგმაზე	გეგმ აზე
ხილს	ხილ ს
აღსანიშნავად	აღსა ნიშნავ ად
ისტორიისათვის	ისტორი ისათვის
მეგი	მე გ ი
გახდება	გა ხდ ება
შაჰ	შაჰ
უკანდახევა	უკანდა ხე ვა
ჩანაწერით	ჩანა წერ ით
ჩამოწერილი	ჩამო წერილ ი
ვერსია	ვერსი ა
მოგვი	მოგვ ი
სამკუთხედი	სამ კუთხედ ი
წარმოიქმნება	წარმოი ქმნ ება
ფორუმის	ფორ უმ ის
ვეიდერი	ვე იდ ერი
უბრძანა	უ ბრძან ა
ირიცხებოდნენ	ირიცხ ებ ოდნენ
ნიდერლანდი	ნიდერ ლანდ ი
მეურნეობისა	მეურნე ობ ისა
მამაკაცებს	მამა კაც ებს
სახეობებიც	სა ხეობ ებიც
საზღვარგარეთიდან	საზღვარგარ ეთ იდან
გადაშენებული	გადა შენებულ ი
ჟანგბადს	ჟანგ ბად ს
თოფქაფის	თ ოფ ქაფის
ლავი	ლ ავ ი
ოდიშის	ოდ იშ ის
განდევნაში	გან დევნ აში
მორისონის	მორი სონ ის
ფსიქოლოგიას	ფსიქ ოლოგი ას
ცხიმის	ცხ იმ ის
ათენელებს	ათე ნელ ებს
სიტყვად	სიტყვ ად
ხელმძღვანელიც	ხელმძღვანელ იც
ჟანგა	ჟანგ ა
ხროვა	ხრ ოვ ა
ტყუპების	ტყუ პ ების
აკისრია	ა კისრ ია
მეოთხედი	მეოთხედ ი
ურუგვაის	ურუ გვა ის
დედანი	დედ ანი
ბოჭკო	ბოჭ კო
გამართვის	გამ ართვ ის
ევოლუციისა	ევოლუცი ისა
დაიცვან	დაი ცვ ან
რასობრივ	რას ობრივ
სიტყვას	სიტყვ ას
შეშფოთება	შე შფოთ ება
ბურჟუაზიული	ბურჟუ აზი ული
გაიგოს	გაი გ ოს
დისციპლინებში	დისციპლინ ებში
ოქსფორდის	ოქს ფორდ ის
ორმოში	ორ მო ში
ბესტსელერად	ბესტსელ ერ ად
შეკავების	შე კავ ების
უჭირავთ	უ ჭირ ავთ
მდინარესთან	მდინარე სთან
მტკივნეულად	მტკივ ნეულ ად
სახელოვანი	სა ხელ ოვანი
ათენელთა	ათე ნელ თა
იმსხვერპლა	ი მსხვერპლ ა
დიამეტრის	დია მეტრ ის
მილიგრამი	მილი გრამ ი
ბაქოსა	ბაქ ო სა
ბარათაშვილის	ბარათა შვილ ის
ყურანის	ყურ ან ის
ჰიდროელექტროსადგური	ჰიდროელექტრო სადგურ ი
ოპონენტი	ოპონ ენტ ი
ფანტასტიკურ	ფანტა სტიკ ურ
ბიჭს	ბიჭ ს
მიუძღვნეს	მიუ ძღვნ ეს
ინდიელი	ინდი ელ ი
ჩანართების	ჩანა რთებ ის
გამყოფი	გა მყოფ ი
ფრაქცია	ფრ აქცი ა
ბრალდებულის	ბრალ დებულ ის
თესალიის	თესა ლი ის
კრიზის	კრი ზის
კომისარიატში	კომისარი ატ ში
მერად	მერ ად
შეძენილ	შე ძენ ილ
სპონსორია	სპონს ორ ია
გასამართლება	გა სამართლ ება
სტივენი	სტი ვენ ი
გავრცელების	გ ავრცელებ ის
მზე	მზე
ქსოვილები	ქსოვ ილ ები
ეთეროვანი	ეთერ ოვანი
დასწრება	და სწრ ება
იტყობინება	ი ტყობინ ება
სიძნელეების	სიძნელ ე ების
წინასწარაა	წინასწარ აა
სუეცის	სუ ეც ის
ჯვაროსნებმა	ჯვარ ოსნ ებმა
განცდებს	გან ცდ ებს
უფერო	უ ფერ ო
სისტემაც	სისტემ აც
თურქეთმა	თურქ ეთ მა
უაიტის	უა იტ ის
ჰარისი	ჰა რის ი
ოჯიბვეს	ოჯიბ ვე ს
გივი	გი ვ ი
ზნაურის	ზნაურ ის
სერბეთს	სერ ბეთ ს
ვიკიპედიას	ვიკი პედ იას
კარიმ	კარ იმ
წამყვანია	წამ ყვან ია
დაინერგა	დაი ნერ გა
კავდიუმის	კა ვდ იუმის
კულტურისათვის	კულტურ ისათვის
გაფანტა	გა ფანტ ა
ჯონათან	ჯ ონ ათან
თვითშეგნების	თვითშე გნ ების
ჰეკეტი	ჰე კეტ ი
წრეებს	წრე ებ ს
გუბერნატორების	გუბერნატორ ების
რუანდის	რუ ანდ ის
განაწყენებულმა	გა ნაწყენ ებულმა
ათეისტი	ათე ისტ ი
წლამდელთა	წლ ამდელ თა
სიმღერის	სი მღერ ის
კაფეს	კ აფ ეს
ცნება	ც ნებ ა
აღმომჩენად	აღმომ ჩენ ად
ეფრემ	ეფ რემ
დადა	და დ ა
ზევსმა	ზე ვს მა
კიბეს	კი ბე ს
მოტანილია	მო ტანილ ია
დაიღუპება	დაი ღუპ ება
ნაწერია	ნა წერ ია
წარმომადგენლობითი	წარმომადგენ ლ ობითი
ორგანიზაციად	ორგანიზაცი ად
საჰარის	სა ჰარ ის
წლებისა	წ ლებ ისა
მტვერს	მტ ვერ ს
ქალსაც	ქალ საც
გალავანი	გალა ვან ი
თვითმფრინავს	თვითმ ფრინავ ს
უძღვება	უძღვ ებ ა
არქეული	არქე ული
ბარეტი	ბა რეტ ი
სიმაღლეში	სი მაღლე ში
ღვთაებად	ღვთა ებ ად
დაკრძალულნი	და კრძალ ულნი
მეტადრე	მეტ ად რე
გაქცეული	გა ქცეულ ი
შექმნაში	შე ქმნ აში
დანიელებმა	და ნიელ ებმა
კარმენი	კარ მენ ი
შვილებიც	შვილ ებიც
დააპატიმრა	დაა პატიმრ ა
რაოდენობა	რაოდენ ობ ა
სლეშმა	სლე შ მა
საბალეტო	სა ბალ ეტო
აზროვნება	აზროვნე ბ ა
ტყითაა	ტყ ითაა
ქარტიის	ქარ ტი ის
ელიფსის	ელი ფს ის
ხვდებიან	ხვდ ებიან
სია	ს ია
გადააჭარბებს	გადაა ჭარბ ებს
ამდე	ამ დე
მშენებარე	მშენ ებარე
სილვიას	სილვ იას
მიმზიდველი	მიმზიდ ველ ი
დაუგროვდა	დაუ გროვ და
ნაციზმის	ნაც იზმის
აჟღერდა	ა ჟღერ და
დაინახოს	დაი ნახ ოს
ეძინა	ე ძინ ა
მცველს	მცველ ს
ფავორიტი	ფავორ იტ ი
კოტბუსის	კოტ ბუს ის
კლარჯეთის	კლარჯ ეთ ის
ხლებოდა	ხლ ებოდა
პროფესორია	პროფეს ორ ია
სარწყავი	სარწყ ავ ი
ძვლებთან	ძ ვლ ებთან
კალათბურთის	კალათბურთ ის
კელნის	კელ ნ ის
მოახდინეს	მოახ დინ ეს
სამსახურიდან	სა მსახურ იდან
გალაგერი	გა ლაგ ერი
გამგებლები	გამგ ებლ ები
წარმოდგენების	წარმო დგენ ების
ჯადოქარმა	ჯადო ქარ მა
ჯონთან	ჯ ონ თან
მილ	მ ილ
შანელის	შან ელის
ეპისკოპოსობა	ეპისკოპოს ობა
მეტროპოლიტენის	მეტროპოლიტ ენ ის
მისიონერებმა	მისიონერ ებმა
ოღონდ	ოღ ონ დ
ანაც	ან აც
ზონალურ	ზონ ალურ
ვიმსჯელოთ	ვი მსჯელ ოთ
ქვებისა	ქვე ბ ისა
განვითარება	გან ვითარ ება
შეიყვანეს	შე იყვან ეს
რომლებზეც	რომ ლებ ზეც
ავტოკატასტროფაში	ავტო კატასტროფ აში
მოწამლა	მოწამ ლ ა
ატილას	ა ტილ ას
დანები	და ნებ ი
სახლდებიან	სახლ დებ იან
ქერცლებით	ქერც ლ ებით
მუშნი	მ უშ ნი
კონსტანტინე	კონსტანტ ინ ე
სველი	ს ველ ი
დიდ	დიდ
ხმას	ხმ ას
რეალის	რეალ ის
კრიტიკოსის	კრიტიკ ოს ის
კოკისპირული	კო კ ისპირული
სტრუქტურაში	სტრუქტურ აში
მესის	მე სი ს
ბონობოები	ბონო ბო ები
პური	პურ ი
ბრინჯაოსა	ბრინჯაო სა
ევროვიზია	ევრო ვიზი ა
ლაშქარმა	ლაშ ქარ მა
იორკ	იორ კ
კომბინაცია	კომბინ აცი ა
დაჯგუფებულია	და ჯგუფ ებულია
პირობებიდან	პირობ ებიდან
პროგრამების	პრო გრამ ების
მწუხარებას	მწუხარ ებ ას
სახურავითაა	სახ ურავ ითაა
ტიპი	ტიპ ი
ფუნქციებს	ფუნქცი ებს
დაცვაზე	და ცვ აზე
ენათმეცნიერებაში	ენათმეცნიერ ებაში
ეფუძნებოდა	ე ფუძნ ებოდა
ფოტოგრაფიის	ფოტ ოგრაფ იის
სასიკვდილოდ	სა სიკვდილ ოდ
სისტემატურად	სისტემ ატ ურად
მთას	მთ ას
ეპიზოდური	ეპიზ ოდ ური
სამეტყველო	სა მეტყველ ო
უზის	უზ ის
ნაკადებით	ნა კად ებით
რითაც	რ ითაც
მისცა	მი სც ა
წესების	წეს ების
ჭიათურა	ჭ იათურ ა
ჯული	ჯულ ი
შემოიკრიბა	შემო იკრიბ ა
გადაადგილდეს	გადა ადგილ დეს
მდივანმა	მდი ვან მა
სფეროდ	სფერო დ
გათავისუფლების	გა თავისუფლ ების
ჰორმონების	ჰორ მონ ების
ცივილიზაციასთან	ცივილ იზაცი ასთან
მონასტრისათვის	მონასტრ ისათვის
პაკეტს	პა კეტ ს
საბადოს	საბა დო ს
შეეფარებინა	შეე ფარ ებინა
მოდგმის	მო დგმ ის
გამოწვევას	გამო წვევ ას
შემოსევებმა	შემოსე ვ ებმა
გარეუბნის	გარეუბნ ის
ინტერმა	ინტერ მა
სელინჯერი	სელ ინჯ ერი
არასაიმედო	არა სა იმედო
ხიდების	ხ იდ ების
ნიდერლანდებში	ნიდერ ლანდ ებში
ქსავიეს	ქსავი ე ს
კოსმოლოგია	კოსმ ოლოგი ა
ვარშავა	ვარ შავ ა
უცხოელებისათვის	უცხო ელ ებისათვის
მსაჯულმა	მსა ჯულ მა
ასაკსა	ასა კ სა
დუგლასის	დუგ ლას ის
ქუჩა	ქუჩ ა
სპინი	ს პინ ი
სპარტა	ს პარტ ა
ალტერნატივა	ალტერნა ტივ ა
სართულები	სა რთულ ები
მაყურებელს	მაყურ ებელ ს
სატელიტი	სატელ იტ ი
თებერვლისთვის	თებერ ვლ ისთვის
მაპუჩეს	მაპუ ჩეს
გაგიჭირდება	გაგი ჭირდ ება
გრიბოედოვის	გრიბო ედ ოვის
მეისონმა	მე ისონ მა
მორთული	მო რთულ ი
პოლიტექნიკურ	პოლი ტექნიკურ
როკო	რო კ ო
არეები	არე ები
დვალეთში	დვალ ეთ ში
დანომრილი	დან ომრ ილი
იზიდავს	იზიდ ავ ს
კავშირები	კავშირ ები
მეტეხის	მე ტეხ ის
ბუფალოს	ბ უფალ ოს
მკვლელობით	მკვლელობ ით
რკალური	რკ ალ ური
ღვიძლი	ღვიძ ლ ი
ითვალისწინებენ	ი თვალისწინ ებენ
დინამიურად	დინამ იურ ად
გრძნეული	გრძ ნეულ ი
კოდექსის	კოდ ექს ის
თავაზობს	თავაზ ობს
თანაბრად	თანაბრ ად
სციპიონი	სციპ იონ ი
კათედრის	კათედ რ ის
მაისურები	მაის ურ ები
ვლასა	ვლ ასა
ოთხმოცდარვა	ოთხ მოც დარვა
ამდენად	ამდე ნ ად
სამყაროზე	სა მყარ ოზე
ჯორდანმა	ჯორდა ნ მა
სიუჟეტურ	სიუჟ ეტ ურ
მურადის	მ ურად ის
ხმაურიანი	ხმაურ იანი
რუსებთან	რუს ებთან
თოში	თო ში
უბრუნებს	უ ბრუნ ებს
მოღვაწეობისა	მოღვაწე ობ ისა
ოქტომბრისთვის	ოქტომ ბრ ისთვის
გავრბივარ	გავ რბივარ
იდეოლოგიას	იდე ოლოგი ას
პირებისთვის	პირ ების თვის
პროფესია	პროფ ესი ა
სპექტაკლი	სპექტა კლ ი
სასელექციო	სასე ლექცი ო
ერთადგილიანი	ერთ ადგილ იანი
შესვლა	შეს ვლ ა
დაბალმთიანი	და ბალ მთიანი
კიდურები	კიდ ურ ები
შემსრულებელ	შემ სრულებელ
მიმოსვლის	მიმო სვლ ის
ზაპა	ზა პ ა
ვაგზალი	ვა გზა ლი
სიყვარულსა	სიყვარულ სა
ნაკაშიძის	ნაკაში ძ ის
ნაკადმა	ნა კად მა
შლემის	შ ლემ ის
იოჰანეს	იო ჰან ეს
დაბრუნებოდა	დაბრუნ ებ ოდა
ზვეზდა	ზ ვეზ და
აგრიპამ	აგრიპ ა მ
საქმეს	სა ქმე ს
უცოცხლია	უ ცოცხლ ია
მარგინალური	მარ გინ ალური
მოხუცებულობაში	მო ხუც ებულობაში
გულგატეხილი	გულგა ტეხილ ი
რომანებში	რო მან ებში
პრიორიტეტად	პრიორ იტეტ ად
ფერმენტებით	ფერ მენტ ებით
ოსეთის	ოს ეთ ის
მორწმუნეს	მორწმუნე ს
პირობებით	პირობ ებ ით
ესაჭიროებოდა	ეს აჭირო ებოდა
დგომა	დგომ ა
საგურამოს	ს აგ ურამოს
ჯეოსელის	ჯეოს ელ ის
ვაშნარის	ვაშ ნარ ის
გადმოსხმა	გადმო ს ხმა
ოსმანთა	ოს მან თა
ვლაპარაკობთ	ვ ლაპარაკ ობთ
არამ	არ ამ
გლუვია	გლუ ვ ია
სპარსელები	სპარს ელ ები
დამტკიცებული	და მტკიც ებული
ვენები	ვენ ები
გასამრჯელოს	გასა მ რჯელოს
კონტაქტის	კონტაქტ ის
ნაცისტურ	ნაც ისტ ურ
რეაბილიტაცია	რეაბილი ტაცი ა
ამბოხებულებს	ამბოხ ებულ ებს
დასრულდა	და სრულდ ა
გადაშენებულია	გადა შენებულ ია
ნილფგაარდის	ნილფგა არდ ის
ხალხური	ხალ ხ ური
ბელგია	ბელ გი ა
მესა	მე სა
ჰენდერსონი	ჰენდერ სონი
მარსელის	მარს ელ ის
ქმრის	ქმ რის
ფილოსოფიას	ფილოსოფ ი ას
შვილიშვილების	შვილ იშვილ ების
მოედანია	მოე დან ია
ჯუმათში	ჯუმ ათ ში
ტელეარხმა	ტელე არხ მა
ფარდა	ფარ და
ზედაპირულად	ზედა პირ ულად
თანავარსკვლავედი	თანავარსკვლავ ედ ი
დღემდეა	დღე მდეა
დიკონი	დ იკონ ი
დაზავებოდა	და ზავ ებოდა
სოფელია	სოფ ელ ია
კიდობნის	კიდ ობ ნის
კაციანი	კაც იანი
ვარდის	ვარდ ის
ზემოხსენებული	ზემო ხსენ ებული
ფლოიდი	ფლ ოიდ ი
კა	კა
განაწილებულია	გა ნაწილ ებულია
მუქარას	მუ ქარ ას
არაბეთი	არა ბეთ ი
მოსმენა	მო სმენ ა
მაროკო	მარ ოკ ო
მოშლა	მო შლ ა
პესო	პ ეს ო
სიღარიბის	სი ღარიბ ის
თავსამკაულები	თავ სამკაულ ები
ლუსის	ლ უსის
მიქსის	მ იქს ის
გამჭრიახი	გამ ჭ რიახი
ტარია	ტარ ია
გვატემალის	გვატემ ალ ის
ტაბიძის	ტა ბიძ ის
ვარიაცია	ვარი აცი ა
შეჩერების	შე ჩერ ების
შედგენილობით	შე დგენილ ობით
მეპატრონეები	მეპატრონ ე ები
ჯონსონი	ჯონ სონ ი
დროსა	დრო სა
სამოცდაათი	სამოც და ათი
ბევერლი	ბე ვერ ლი
მოჭრილია	მო ჭრილ ია
უახლოვდებიან	უახლოვდ ებ იან
ნიადაგზე	ნიად აგ ზე
ღვთისმეტყველი	ღვთის მეტყველ ი
ამთავრებენ	ა მთავრ ებენ
ლეშს	ლე შ ს
იტანდა	იტან და
პოლის	პოლ ის
შემოგარენი	შემოგარე ნ ი
თანამემამულეებს	თანამემამულ ე ებს
ზღვასთან	ზღვ ასთან
მჯდომარე	მ ჯდომ არე
კეთების	კეთ ების
აღწერის	აღ წერ ის
აქსიომა	აქსიო მა
მექანიკურ	მექან იკ ურ
სექტემბრის	სექტ ემბრ ის
ცისფერ	ც ისფერ
რუსთაველი	რუს თავ ელი
ფელდმარშალი	ფელდმარ შალ ი
აიყვანეს	ა იყვან ეს
აფხაზ	აფხაზ
გამოუყო	გამოუ ყ ო
შუხუთის	შუ ხუთ ის
ჩელსიში	ჩელ სი ში
ტბამდე	ტ ბ ამდე
საქმიანობამ	საქმია ნობ ამ
უღელქვეშ	უღ ელ ქვეშ
საშვილოსნოს	საშვილ ოსნო ს
ფრაგმენტები	ფრაგ მენტ ები
ნინო	ნი ნ ო
ბოლივარის	ბოლი ვარ ის
კინოკარიერა	კინოკარ იერ ა
დაბმული	და ბმულ ი
მონროს	მონ რო ს
სულიწმიდის	სული წმიდ ის
შემქმნელი	შე მქმნელ ი
მონსტრმა	მონ სტრ მა
ნასამ	ნ ას ამ
მეცადინეობა	მეცადინ ეობ ა
პროდუქტში	პროდუქტ ში
შედეგად	შე დეგ ად
ეშმაკი	ეშმ აკ ი
რობერტმა	რო ბერტ მა
ლითონია	ლით ონ ია
თავისებურებით	თავისებურ ებ ით
მოსწყდა	მოს წყდა
იმედებს	ი მედ ებს
ნაშრომებისა	ნა შრომ ებისა
ედუარდი	ედუ არდ ი
რიჩარდი	რიჩ არდ ი
შესული	შე სულ ი
გაუგებრობა	გაუგებ რობ ა
მადნის	მადნ ის
ბავარიული	ბა ვარ იული
ჩაუწერია	ჩაუ წერ ია
ნატრიუმის	ნა ტრიუმ ის
შესწირეს	შეს წირ ეს
სიმულატორი	სი მულ ატორი
გამომცემლობა	გამომცემლ ობ ა
ჰოგართი	ჰო გარ თი
არწივი	არწ ივ ი
ინდიელ	ინდი ელ
მუნჯი	მუნჯ ი
დებიუტანტი	დები უტ ანტი
მოსწავლეს	მოსწავლ ე ს
ამისი	ამ ის ი
მანეთონის	მა ნეთ ონის
სისტემასთან	სისტემ ასთან
ღუმელებში	ღუ მელ ებში
ხურიტების	ხურ იტ ების
კრებულია	კრე ბულ ია
პერიოდებად	პერი ოდ ებად
გუბერნიას	გუბერნ ი ას
მაცხოვარს	მაცხოვ არ ს
მხატვრობის	მხატვ რობ ის
მსჯელობის	მსჯელ ობის
სლოვაკური	სლოვაკ ური
ოროდ	ორ ოდ
მოექცა	მო ექც ა
ფიქრობდა	ფიქრ ობ და
ხანგრძლივობის	ხანგრძლივ ობის
უფლისგან	უფლ ისგან
ყოვლად	ყოვლა დ
თვალისმომჭრელი	თვალისმომ ჭრ ელი
სხეულთან	სხეულ თან
ერები	ერ ებ ი
პლაკატი	პლა კატ ი
დაყუდებული	და ყუდ ებული
ხარკოვი	ხარ კოვ ი
ევფრატის	ევფ რატ ის
ჟანგბადით	ჟანგ ბად ით
მისვლისას	მის ვლ ისას
ყველაფერზე	ყველა ფერ ზე
მორფოლოგიის	მორფ ოლოგი ის
საცხოვრებლად	სა ცხოვრებლ ად
კუხეთის	კუ ხეთ ის
მექსიკა	მექს იკ ა
ფილას	ფ ილ ას
კურნების	კურ ნ ების
გაღვივებას	გა ღვივ ებას
განუახლებიათ	განუ ახლ ებიათ
რეპრესიების	რე პრესი ების
გამოკვლევებმა	გამო კვლევ ებმა
სვაზილენდში	სვაზი ლენდ ში
ვანში	ვან ში
აბეზარი	აბე ზარ ი
მწერებით	მწერ ებით
ბუდისტური	ბუდ ისტ ური
მავნე	მა ვნ ე
გაზეთებში	გაზ ეთ ებში
გრაფიკით	გრაფ იკ ით
სომეხ	სო მეხ
რეგულარულად	რეგულარულ ად
აკადემიკოსმა	აკადემ იკოს მა
ტრანზიტი	ტრანზიტ ი
არახამია	არა ხამ ია
შესაძლებლობა	შესაძლ ებლობ ა
მოსამზადებლად	მოსა მზად ებლად
ვიწრო	ვიწრო
მატერია	მა ტერი ა
იურიდიულ	იურიდი ულ
მშვიდობისთვის	მშვიდობ ის თვის
შემთხვევები	შემთ ხვევ ები
მდგომარეობაში	მდგომარე ობ აში
ვულფის	ვულ ფ ის
მონაცემების	მონა ცემ ების
გზის	გზ ის
დალმაციაში	დალმ აც იაში
პერანგი	პერ ანგ ი
სამოციქულო	სა მოციქულ ო
შაქრიანი	შა ქრ იანი
თავრიზის	თავრი ზ ის
ტროპოსფეროში	ტროპ ოსფერ ოში
დირაკის	დი რაკ ის
უყოყმანოდ	უ ყოყმან ოდ
ეგვიპტისა	ეგვიპტ ისა
სიგრძემ	სიგრძ ე მ
კავალიერსმა	კავალიერ ს მა
ფაზების	ფა ზ ების
ოქრომკედით	ო ქრო მკედით
